Key	AwardType	AwardSubType	Count	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut
0	Item	2005	10				1			1		
0	Item	102	10				1			1		
1	Coin		28000				1			1		
1	Item	209	8				1			1		
2	Item	3001	100				1			1		
2	Item	3002	50				1			1		
3	Item	901	100				1			1		
3	Item	912	2				1			1		
4	KinContrib		3000				1			1		
4	Item	3003	50				1			1		
4	Item	501	5				1			1		
5	Item	402	3				1			1		
5	Item	405	8				1			1		
5	Item	211	5				1			1		
6	Item	414	3				1			1		
6	Coin		18000				1			1		
6	Item	20385	1				1			1		
7	Item	3006	10				1			1		
7	Item	3001	288				1			1		
7	Item	3002	68				1			1		
8	Item	550010	1				1			1		
8	Item	213	1				1			1		
8	Coin		128000				1			1		
8	Item	31413	5				1			1		
9	Item	3006	10				1			1		
9	Item	3003	150				1			1		
9	Item	31412	2				1			1		
10	Item	414	9				1			1		
10	Coin		50000				1			1		
10	Item	901	888				1			1		
10	Item	31424	1				1			1		
11	Item	3101	20				1			1		
11	Item	213	1				1			1		
11	KinContrib		4800				1			1		
11	Coin		28000				1			1		
12	Item	550011	1				1			1		
12	Item	3006	10				1			1		
12	Item	31412	1				1			1		
12	Item	31413	5				1			1		
12	Item	31425	1				1			1		
13	Coin		120000				1			1		
13	Item	801	5				1			1		
13	Item	901	4888				1			1		
13	Item	30704	1				1			1		
13	Item	30705	1				1			1		
14	Item	3103	20				1			1		
14	Item	3001	600				1			1		
14	Item	3002	358				1			1		
14	Item	3003	258				1			1		
14	Item	414	15				1			1		
15	Item	550012	1				1			1		
15	Item	901	8888				1			1		
15	Item	31001	488				1			1		
15	Item	201	688				1			1		
16	Item	3006	30				1			1		
16	Item	31412	5				1			1		
16	Item	414	21				1			1		
16	Item	31426	1				1			1		
17	Item	801	5				1			1		
17	Item	31000	88				1			1		
17	Item	31414	5				1			1		
17	Item	214	2				1			1		
18	Item	550013	1				1			1		
18	Coin		28000				1			1		
18	Item	31414	8				1			1		
18	Item	215	1				1			1		
