Key	Group	AwardType	AwardSubType	CountMin	CountMax	RandRate	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut
1	1	Item	1111	2	2	1000000				1			1		2023-06-14 03:59:59
1	2	Coin		10000	10000	4000				1			1
1	2	Coin		5000	5000	15000				1			1
1	2	Coin		2000	2000	40000				1			1
1	2	Coin		1000	1000	100000				1			1
1	2	Item	2005	1	1	100000				1			1
1	2	Item	207	3	3	200000				1			1
1	2	Item	209	1	1	70000				1			1
1	2	Item	211	1	1	1000				1			1
1	2	Item	901	10	10	100000				1			1
1	2	Item	407	1	1	15000				1			1
1	2	Item	3001	10	10	100000				1			1
1	2	Item	31001	3	3	20000				1			1
1	2	Item	201	3	3	70000				1			1
1	2	Item	3002	1	1	100000				1			1
1	2	Item	469	1	1	40000				1			1
1	2	Item	204	5	5	25000				1			1
2	1	Coin		200	200	1000000				1			1
3	1	Item	1119	2	2	1000000				1			1		2023-06-14 03:59:59
4	1	Item	1119	1	1	1000000				1			1		2023-06-14 03:59:59
5	1	Item	1110	1	1	1000000				1			1		2023-06-14 03:59:59
6	1	Item	213	1	1	1000000				1			1
6	2	Item	1117	1	1	1000000				1			1
6	3	Item	1118	1	1	1000000				1			1
6	4	Item	650171	1	1	1000000				1			1
7	1	Item	1136	3	3	1000000				1			1
8	1	Item	1136	6	6	1000000				1			1
9	1	Item	1136	10	10	1000000				1			1
10	1	Item	901	100	100	1000000				1			1
11	1	Item	412	5	5	1000000				1			1
12	1	Item	211	5	5	1000000				1			1
13	1	Item	411	15	15	1000000				1			1
14	1	Item	650171	1	1	1000000				1			1
15	1	Item	213	1	1	1000000				1	1		1
16	1	Item	211	1	1	1000000				1			1
16	2	Item	901	10	10	1000000				1			1
16	3	Item	1111	2	2	1000000				1			1
16	4	Item	1110	1	1	1000000				1			1
17	1	Coin		2000	2000	1000000				1			1
17	2	Item	901	20	20	1000000				1			1
17	3	Item	1120	1	1	1000000				1			1
17	4	Item	1119	1	1	1000000				1			1
18	1	Item	912	1	1	1000000	OpenLevel49	OpenLevel59		1			1
18	2	Item	913	1	1	1000000	OpenLevel49	OpenLevel59		1			1
18	3	Item	2012	1	1	1000000	OpenLevel49	OpenLevel59		1			1
18	4	Item	1121	1	1	1000000	OpenLevel49	OpenLevel59		1			1
18	5	Item	1122	1	1	1000000	OpenLevel49	OpenLevel59		1			1
18	6	Item	913	1	1	1000000	OpenLevel59	OpenLevel69		1			1
18	7	Item	914	1	1	1000000	OpenLevel59	OpenLevel69		1			1
18	8	Item	2012	1	1	1000000	OpenLevel59	OpenLevel69		1			1
18	9	Item	1123	1	1	1000000	OpenLevel59	OpenLevel69		1			1
18	10	Item	1124	1	1	1000000	OpenLevel59	OpenLevel69		1			1
18	11	Item	914	1	1	1000000	OpenLevel69	OpenLevel79		1			1
18	12	Item	915	1	1	1000000	OpenLevel69	OpenLevel79		1			1
18	13	Item	2012	1	1	1000000	OpenLevel69	OpenLevel79		1			1
18	14	Item	1125	1	1	1000000	OpenLevel69	OpenLevel79		1			1
18	15	Item	1126	1	1	1000000	OpenLevel69	OpenLevel79		1			1
18	16	Item	915	1	1	1000000	OpenLevel79			1			1
18	17	Item	916	1	1	1000000	OpenLevel79			1			1
18	18	Item	2012	1	1	1000000	OpenLevel79			1			1
18	19	Item	1128	1	1	1000000	OpenLevel79			1			1
18	20	Item	1129	1	1	1000000	OpenLevel79			1			1
19	1	Item	412	5	5	10000				1			1
19	1	Item	31001	10	10	20000				1			1
19	1	Coin		5000	5000	50000				1			1
19	1	Item	209	3	3	50000				1			1
19	1	Item	3002	3	3	100000				1			1
19	1	Item	401	30	30	100000				1			1
19	1	Item	901	30	30	100000				1			1
19	1	YuanBao		30	30	180000				1			1
19	1	Item	209	2	2	180000				1			1
19	1	Item	2005	2	2	210000				1			1
20	1	Item	403	5	5	80000				1			1
20	1	Item	211	1	1	80000				1			1
20	1	Item	213	1	1	10000				1			1
20	1	Item	412	10	10	30000				1	1		1
20	1	Item	901	100	100	100000				1			1
20	1	YuanBao		200	200	120000				1			1
20	1	Item	506	5	5	80000				1			1
20	1	Item	31001	10	10	150000				1			1
20	1	Item	3002	10	10	150000				1			1
20	1	JingHuo		2000	2000	15000				1			1
20	1	JingHuo		1000	1000	25000				1			1
20	1	JingHuo		500	500	60000				1			1
20	1	JingHuo		300	300	100000				1			1
