Key	AwardType	AwardSubType	Count	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut
1	Item	33011	5				1			1		
1	KinContrib		1000				1			1		
1	TongFund		1000				1			1		
1	Item	921	2	OpenLevel109			1			1		
1	BasicExp		90				1			1		
2	Item	33011	8				1			1		
2	KinContrib		1000				1			1		
2	TongFund		1000				1			1		
2	Item	20382	5				1			1		
2	Item	921	2	OpenLevel109			1			1		
2	BasicExp		95				1			1		
3	Item	33011	10				1			1		
3	KinContrib		1000				1			1		
3	TongFund		1000				1			1		
3	Item	20382	5				1			1		
3	Item	921	2	OpenLevel109			1			1		
3	BasicExp		100				1			1		
