Key	AwardType	AwardSubType	Count	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut
1	Item	35673	1				1			1
2	Item	35674	1				1			1
3	Item	35675	1				1			1
4	Item	35676	1				1			1
5	Item	35677	1				1			1
1	Item	35669	25				1			1
2	Item	35669	20				1			1
3	Item	35669	15				1			1
4	Item	35669	12				1			1
5	Item	35669	10				1			1
6	Item	35669	8				1			1
1	Item	31613	120				1			1
2	Item	31613	100				1			1
3	Item	31613	80				1			1
4	Item	31613	60				1			1
5	Item	31613	40				1			1
6	Item	31613	30				1			1
