Key	AwardType	AwardSubType	Count	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut
1	Item	35782	1				1			1		
1	Item	35781	20				1			1		
1	Item	3006	100		OpenLevel179		1			1		
1	Item	242000	100	OpenLevel179			1			1		
2	Item	35783	1				1			1		
2	Item	35781	15				1			1		
2	Item	3006	80		OpenLevel179		1			1		
2	Item	242000	80	OpenLevel179			1			1		
3	Item	35784	1				1			1		
3	Item	35781	12				1			1		
3	Item	3006	60		OpenLevel179		1			1		
3	Item	242000	60	OpenLevel179			1			1		
4	Item	35785	1				1			1		
4	Item	35781	10				1			1		
4	Item	3006	50		OpenLevel179		1			1		
4	Item	242000	50	OpenLevel179			1			1		
5	Item	35786	1				1			1		
5	Item	35781	8				1			1		
5	Item	3006	40		OpenLevel179		1			1		
5	Item	242000	40	OpenLevel179			1			1		
6	Item	35781	6				1			1		
6	Item	3006	30		OpenLevel179		1			1		
6	Item	242000	30	OpenLevel179			1			1		
