NpcName	NpcTemplateId	NpcLevel	TitleID	XPos	YPos	ZPos	CanAutoPath	StandDir	NpcSeriesAuto	Removewhendeath	IsMapMonster	NpcPath	bPathRecycle	nShareType
<i18n=6726>	7225	60		15754	14840	0	0	191	-1	0	0			1
<i18n=11229>	7217	60		18250	18084	0	0	191	-1	0	0			1
<i18n=1185>	7224	60		5620	17348	0	0	191	-1	0	0			1
<i18n=1185>	7224	60		7538	19222	0	0	191	-1	0	0			1
<i18n=1185>	7224	60		9044	21153	0	0	191	-1	0	0			1
<i18n=1185>	7224	60		7131	16123	0	0	191	-1	0	0			1
<i18n=1185>	7224	60		10811	19516	0	0	191	-1	0	0			1
<i18n=1185>	7224	60		9370	16973	0	0	191	-1	0	0			1
<i18n=1185>	7224	60		8629	14348	0	0	191	-1	0	0			1
<i18n=1185>	7224	60		22631	21614	0	0	191	-1	0	0			1
<i18n=1185>	7224	60		23121	18052	0	0	191	-1	0	0			1
<i18n=1185>	7224	60		24591	19826	0	0	191	-1	0	0			1
<i18n=1185>	7224	60		25131	15553	0	0	191	-1	0	0			1
<i18n=1185>	7224	60		25641	17830	0	0	191	-1	0	0			1
<i18n=1185>	7224	60		26731	17264	0	0	191	-1	0	0			1
