Key	AwardType	AwardSubType	Count	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut
1	Item	30939	1			1	1
2	Item	30940	1			1	1
3	Item	30941	1			1	1
4	Item	30942	1			1	1
5	Item	30943	1			1	1
6	Item	30944	1			1	1
7	Item	30945	1			1	1
8	Item	30946	1			1	1
9	Item	30947	1			1	1
10	Item	30948	1			1	1
11	Item	30949	1			1	1
12	Item	30950	1			1	1
13	Item	30951	1			1	1
14	Item	30952	1			1	1
15	Item	30953	1			1	1
16	Item	30954	1			1	1
17	Item	30955	1			1	1
18	Item	30956	1			1	1
19	Item	30957	1			1	1
20	Item	30968	1			1	1
21	Item	30969	1			1	1
22	Item	30970	1			1	1
23	Item	30971	1			1	1
24	Item	30972	1			1	1
25	Item	30973	1			1	1
26	Item	30974	1			1	1
27	Item	30975	1			1	1
28	Item	30976	1			1	1
29	Item	30977	1			1	1
