Key	AwardType	AwardSubType	Count	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut
1	Gold		180				1			1		
2	Gold		180				1			1		
3	Gold		180				1			1		
4	Gold		180				1			1		
5	Gold		180				1			1		
6	Gold		180				1			1		
7	Gold		180				1			1		
8	Gold		180				1			1		
9	Gold		180				1			1		
10	Gold		180				1			1		
11	Gold		180				1			1		
12	Gold		180				1			1		
13	Gold		180				1			1		
14	Gold		180				1			1		
15	Gold		180				1			1		
16	Gold		180				1			1		
17	Gold		180				1			1		
18	Gold		180				1			1		
19	Gold		180				1			1		
20	Gold		180				1			1		
1	Item	212	20				1			1		
2	Item	212	20				1			1		
3	Item	212	20				1			1		
4	Item	212	20				1			1		
5	Item	212	20				1			1		
6	Item	212	20				1			1		
7	Item	212	20				1			1		
8	Item	212	20				1			1		
9	Item	212	20				1			1		
10	Item	212	20				1			1		
11	Item	212	20				1			1		
12	Item	212	20				1			1		
13	Item	212	20				1			1		
14	Item	212	20				1			1		
15	Item	212	20				1			1		
16	Item	212	20				1			1		
17	Item	212	20				1			1		
18	Item	212	20				1			1		
19	Item	212	20				1			1		
20	Item	212	20				1			1		
1	Coin		10000				1			1		
2	Coin		10000				1			1		
3	Coin		10000				1			1		
4	Coin		10000				1			1		
5	Coin		10000				1			1		
6	Coin		10000				1			1		
7	Coin		10000				1			1		
8	Coin		10000				1			1		
9	Coin		10000				1			1		
10	Coin		10000				1			1		
11	Coin		10000				1			1		
12	Coin		10000				1			1		
13	Coin		10000				1			1		
14	Coin		10000				1			1		
15	Coin		10000				1			1		
16	Coin		10000				1			1		
17	Coin		10000				1			1		
18	Coin		10000				1			1		
19	Coin		10000				1			1		
20	Coin		10000				1			1		
