Key	Group	AwardType	AwardSubType	CountMin	CountMax	RandRate	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut
1	1	Item	785	1	1	2000				1			1		
2	1	Item	785	1	1	2000				1			1		
3	1	Item	785	1	1	2000				1			1		
4	1	Item	785	1	1	2000				1			1		
5	1	Item	785	1	1	2000				1			1		
6	1	Item	785	1	1	2000				1			1		
7	1	Item	785	1	1	2000				1			1		
8	1	Item	785	1	1	2000				1			1		
9	1	Item	785	1	1	2000				1			1		
10	1	Item	785	1	1	2000				1			1		
11	1	Item	785	1	1	2000				1			1		
12	1	Item	785	1	1	2000				1			1		
13	1	Item	785	1	1	2000				1			1		
14	1	Item	785	1	1	2000				1			1		
15	1	Item	785	1	1	2000				1			1		
16	1	Item	785	1	1	2000				1			1		
17	1	Item	785	1	1	2000				1			1		
18	1	Item	785	1	1	2000				1			1		
19	1	Item	785	1	1	2000				1			1		
20	1	Item	785	1	1	2000				1			1		
1	1	Contrib		500	500	5000				1			1		
2	1	Contrib		500	500	5000				1			1		
3	1	Contrib		500	500	5000				1			1		
4	1	Contrib		500	500	5000				1			1		
5	1	Contrib		500	500	5000				1			1		
6	1	Contrib		500	500	5000				1			1		
7	1	Contrib		500	500	5000				1			1		
8	1	Contrib		500	500	5000				1			1		
9	1	Contrib		500	500	5000				1			1		
10	1	Contrib		500	500	5000				1			1		
11	1	Contrib		500	500	5000				1			1		
12	1	Contrib		500	500	5000				1			1		
13	1	Contrib		500	500	5000				1			1		
14	1	Contrib		500	500	5000				1			1		
15	1	Contrib		500	500	5000				1			1		
16	1	Contrib		500	500	5000				1			1		
17	1	Contrib		500	500	5000				1			1		
18	1	Contrib		500	500	5000				1			1		
19	1	Contrib		500	500	5000				1			1		
20	1	Contrib		500	500	5000				1			1		
1	1	Item	1929	2	2	4000				1			1		
2	1	Item	1929	2	2	4000				1			1		
3	1	Item	1929	2	2	4000				1			1		
4	1	Item	1929	2	2	4000				1			1		
5	1	Item	1929	2	2	4000				1			1		
6	1	Item	1929	2	2	4000				1			1		
7	1	Item	1929	2	2	4000				1			1		
8	1	Item	1929	2	2	4000				1			1		
9	1	Item	1929	2	2	4000				1			1		
10	1	Item	1929	2	2	4000				1			1		
11	1	Item	1929	2	2	4000				1			1		
12	1	Item	1929	2	2	4000				1			1		
13	1	Item	1929	2	2	4000				1			1		
14	1	Item	1929	2	2	4000				1			1		
15	1	Item	1929	2	2	4000				1			1		
16	1	Item	1929	2	2	4000				1			1		
17	1	Item	1929	2	2	4000				1			1		
18	1	Item	1929	2	2	4000				1			1		
19	1	Item	1929	2	2	4000				1			1		
20	1	Item	1929	2	2	4000				1			1		
