NpcName	NpcTemplateId	NpcLevel	TitleID	XPos	YPos	ZPos	CanAutoPath	StandDir	NpcSeriesAuto	Removewhendeath	IsMapMonster	NpcPath	bPathRecycle	nShareType
<i18n=14171>	7244	60		20493	16912	0	0	191	-1	0	0			1
<i18n=2173>	7250	60		24273	13204	0	0	191	-1	0	0			1
<i18n=2173>	7250	60		27266	11399	0	0	191	-1	0	0			1
<i18n=2173>	7250	60		35923	18846	0	0	191	-1	0	0			1
<i18n=2173>	7250	60		32107	15964	0	0	191	-1	0	0			1
<i18n=2173>	7250	60		42365	14843	0	0	191	-1	0	0			1
<i18n=2173>	7250	60		49706	21562	0	0	191	-1	0	0			1
<i18n=3717>	7227	60		41374	33942	0	0	191	-1	0	0			1
<i18n=2566>	7242	60		25887	36345	0	0	191	-1	0	0			1
<i18n=828>	7240	60		32262	55204	0	0	191	-1	0	0			1
<i18n=7276>	7241	60		15787	45638	0	0	191	-1	0	0			1
<i18n=9211>	7215	60		7357	69111	0	0	191	-1	0	0			1
<i18n=11409>	7226	60		9592	68054	0	0	191	-1	0	0			1
<i18n=11409>	7226	60		8324	66314	0	0	191	-1	0	0			1
<i18n=11409>	7226	60		11298	66066	0	0	191	-1	0	0			1
<i18n=11409>	7226	60		10188	64692	0	0	191	-1	0	0			1
<i18n=12920>	7243	60		18746	74763	0	0	191	-1	0	0			1
<i18n=2173>	7250	60		14002	73729	0	0	191	-1	0	0			1
<i18n=2173>	7250	60		17866	69597	0	0	191	-1	0	0			1
