NpcName	ShowName	NpcTemplateId	NpcLevel	TitleID	XPos	YPos	ZPos	CanAutoPath	StandDir	NpcSeriesAuto	Removewhendeath	IsMapMonster	NpcPath	bPathRecycle	nShareType	LevelSettingKey
白池狼骑		12262	120		37412	41513	0	0	191	-1	0	0				
白池狼骑		12262	120		35753	37969	0	0	191	-1	0	0				
白池狼骑		12262	120		36373	39762	0	0	191	-1	0	0				
白池狼骑		12262	120		38672	36182	0	0	191	-1	0	0				
白池狼骑		12262	120		36313	41468	0	0	191	-1	0	0				
白池狼骑		12262	120		33525	37987	0	0	191	-1	0	0				
白池狼骑		12262	120		34030	39784	0	0	191	-1	0	0				
白池狼骑		12262	120		34631	37949	0	0	191	-1	0	0				
白池狼骑		12262	120		36414	34405	0	0	191	-1	0	0				
白池狼骑		12262	120		37474	36140	0	0	191	-1	0	0				
白池狼骑		12262	120		35194	41509	0	0	191	-1	0	0				
白池狼骑		12262	120		37584	34436	0	0	191	-1	0	0				
白池狼骑		12262	120		35233	34471	0	0	191	-1	0	0				
白池狼骑		12262	120		32895	39713	0	0	191	-1	0	0				
白池狼骑		12262	120		33984	41500	0	0	191	-1	0	0				
白池狼骑		12262	120		35245	39797	0	0	191	-1	0	0				
汉诸军		12261	120		83928	102198	0	0	191	-1	0	0				
汉诸军		12261	120		86060	107531	0	0	191	-1	0	0				
汉诸军		12261	120		84430	103907	0	0	191	-1	0	0				
汉诸军		12261	120		84940	102201	0	0	191	-1	0	0				
汉诸军		12261	120		86002	100304	0	0	191	-1	0	0				
汉诸军		12261	120		85017	107578	0	0	191	-1	0	0				
汉诸军		12261	120		89327	105729	0	0	191	-1	0	0				
汉诸军		12261	120		88307	107510	0	0	191	-1	0	0				
汉诸军		12261	120		88295	105755	0	0	191	-1	0	0				
汉诸军		12261	120		87169	100308	0	0	191	-1	0	0				
汉诸军		12261	120		83950	105838	0	0	191	-1	0	0				
汉诸军		12261	120		87216	107534	0	0	191	-1	0	0				
汉诸军		12261	120		87165	105745	0	0	191	-1	0	0				
汉诸军		12261	120		88779	103975	0	0	191	-1	0	0				
汉诸军		12261	120		87739	104002	0	0	191	-1	0	0				
汉诸军		12261	120		89303	102160	0	0	191	-1	0	0				
汉诸军		12261	120		86059	105809	0	0	191	-1	0	0				
汉诸军		12261	120		86611	103976	0	0	191	-1	0	0				
汉诸军		12261	120		84939	100340	0	0	191	-1	0	0				
汉诸军		12261	120		88260	102166	0	0	191	-1	0	0				
汉诸军		12261	120		85010	105817	0	0	191	-1	0	0				
汉诸军		12261	120		85447	103975	0	0	191	-1	0	0				
汉诸军		12261	120		86000	102179	0	0	191	-1	0	0				
汉诸军		12261	120		88270	100267	0	0	191	-1	0	0				
汉诸军		12261	120		87155	102156	0	0	191	-1	0	0				
白池狼骑		12262	120		37450	39788	0	0	191	-1	0	0				
白池狼骑		12262	120		38624	39815	0	0	191	-1	0	0				
白池狼骑		12262	120		36854	37968	0	0	191	-1	0	0				
白池狼骑		12262	120		35167	36257	0	0	191	-1	0	0				
白池狼骑		12262	120		38061	37869	0	0	191	-1	0	0				
白池狼骑		12262	120		32921	36298	0	0	191	-1	0	0				
白池狼骑		12262	120		33996	36300	0	0	191	-1	0	0				
白池狼骑		12262	120		36361	36190	0	0	191	-1	0	0				
弓骑十夫长		12260	120		90345	63219	0	0	191	-1	0	0				
弓骑十夫长		12260	120		90820	64974	0	0	191	-1	0	0				
弓骑十夫长		12260	120		89729	59670	0	0	191	-1	0	0				
弓骑十夫长		12260	120		88652	59637	0	0	191	-1	0	0				
弓骑十夫长		12260	120		87528	59664	0	0	191	-1	0	0				
弓骑十夫长		12260	120		89367	63178	0	0	191	-1	0	0				
弓骑十夫长		12260	120		89839	64977	0	0	191	-1	0	0				
弓骑十夫长		12260	120		87658	64942	0	0	191	-1	0	0				
弓骑十夫长		12260	120		87600	66702	0	0	191	-1	0	0				
弓骑十夫长		12260	120		86468	59647	0	0	191	-1	0	0				
弓骑十夫长		12260	120		86499	66671	0	0	191	-1	0	0				
弓骑十夫长		12260	120		89831	66683	0	0	191	-1	0	0				
弓骑十夫长		12260	120		88787	64923	0	0	191	-1	0	0				
弓骑十夫长		12260	120		88265	63270	0	0	191	-1	0	0				
弓骑十夫长		12260	120		89804	61360	0	0	191	-1	0	0				
弓骑十夫长		12260	120		88732	66699	0	0	191	-1	0	0				
弓骑十夫长		12260	120		86594	64979	0	0	191	-1	0	0				
弓骑十夫长		12260	120		87155	63298	0	0	191	-1	0	0				
弓骑十夫长		12260	120		87510	61388	0	0	191	-1	0	0				
弓骑十夫长		12260	120		90765	61399	0	0	191	-1	0	0				
弓骑十夫长		12260	120		85622	64956	0	0	191	-1	0	0				
弓骑十夫长		12260	120		86103	63347	0	0	191	-1	0	0				
弓骑十夫长		12260	120		85498	61441	0	0	191	-1	0	0				
弓骑十夫长		12260	120		86451	61413	0	0	191	-1	0	0				
弓骑十夫长		12260	120		88657	61346	0	0	191	-1	0	0				
汉诸军		12261	120		99709	94550	0	0	191	-1	0	0				
汉诸军		12261	120		94335	94630	0	0	191	-1	0	0				
汉诸军		12261	120		98696	96233	0	0	191	-1	0	0				
汉诸军		12261	120		97596	96221	0	0	191	-1	0	0				
汉诸军		12261	120		96440	96272	0	0	191	-1	0	0				
汉诸军		12261	120		95397	96319	0	0	191	-1	0	0				
汉诸军		12261	120		95399	94613	0	0	191	-1	0	0				
汉诸军		12261	120		96430	94623	0	0	191	-1	0	0				
汉诸军		12261	120		97563	94613	0	0	191	-1	0	0				
汉诸军		12261	120		98684	94569	0	0	191	-1	0	0				
汉诸军		12261	120		98128	92900	0	0	191	-1	0	0				
汉诸军		12261	120		99168	92873	0	0	191	-1	0	0				
汉诸军		12261	120		97000	92896	0	0	191	-1	0	0				
汉诸军		12261	120		95836	92895	0	0	191	-1	0	0				
汉诸军		12261	120		94819	92827	0	0	191	-1	0	0				
汉诸军		12261	120		98685	90997	0	0	191	-1	0	0				
汉诸军		12261	120		97580	91005	0	0	191	-1	0	0				
汉诸军		12261	120		96425	91011	0	0	191	-1	0	0				
汉诸军		12261	120		95365	91033	0	0	191	-1	0	0				
汉诸军		12261	120		95355	89423	0	0	191	-1	0	0				
汉诸军		12261	120		96418	89387	0	0	191	-1	0	0				
汉诸军		12261	120		97585	89391	0	0	191	-1	0	0				
汉诸军		12261	120		98659	89277	0	0	191	-1	0	0				
