Key	Group	AwardType	AwardSubType	CountMin	CountMax	RandRate	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut	IgnoreNoMonthCard	bZoneSystem	bCenterSystem	bServerSystem	bZoneNotify	bCenterNotify	bServerNotify	nMinNotifyLv	nMaxNotifyLv	szZCMsg	szZCTongMsg	szServerMsg	szServerTongMsg	szTongMsg
1	5	Item	1319	1	1	1000000			1	1			1		
1	1	Item	324	1	1	270000			1	1			1		
1	1	Item	412	1	1	190000			1	1			1		
1	1	Item	209	2	2	280000			1	1			1		
1	1	Item	210	1	1	230000			1	1			1		
1	1	Item	211	1	1	30000			1	1			1		
1	2	WuWeiRepute		10	10	1000000			1	1			1		
1	3	Coin		1500	1500	1000000			1	1			1		
1	4	Item	412	1	1	1000000			1	1			1		
2	11	Item	1320	1	1	1000000			1	1			1		
2	1	Item	324	2	2	350000			1	1			1		
2	1	Item	412	2	2	220000			1	1			1		
2	1	Item	210	2	2	310000			1	1			1		
2	1	Item	211	1	1	110000			1	1			1		
2	1	Item	213	1	1	10000			1	1			1		
2	2	WuWeiRepute		20	20	1000000	OpenLevel39		1	1			1		
2	3	Coin		3000	3000	1000000	OpenLevel39		1	1			1		
2	4	Item	502	2	2	1000000	OpenLevel39	OpenLevel69	1	1			1		
2	5	Item	503	2	2	1000000	OpenLevel69	OpenLevel99	1	1			1		
2	6	Item	504	2	2	1000000	OpenLevel99		1	1			1		
2	7	Item	20382	2	2	1000000	OpenLevel49		1	1			1		
2	8	Item	31413	1	1	1000000	OpenLevel39	OpenLevel69	1	1			1		
2	9	Item	31414	1	1	1000000	OpenLevel69	OpenLevel99	1	1			1		
2	10	Item	31419	1	1	1000000	OpenLevel99		1	1			1		
3	1	YuanBao		80	80	100000				1					
3	1	Item	211	1	1	50000				1					
3	1	Item	213	1	1	5000				1	1											1	1	999			<i18n=30538>	<i18n=30851>	<i18n=30538>
3	1	Item	412	8	8	25000				1	1												1	999					<i18n=30538>
3	1	Item	901	80	80	119600				1					
3	1	YuanBao		150	150	60000				1					
3	1	Item	506	4	4	100000				1					
3	1	Item	31001	8	8	110000				1					
3	1	Item	202	4	4	110000				1					
3	1	Item	3002	8	8	110000				1					
3	1	Item	215	1	1	400				1	1											1	1	999			<i18n=30538>	<i18n=30851>	<i18n=30538>
3	1	Item	813	1	1	100000				1					
3	1	Item	402	1	1	70000				1					
3	1	Item	203	4	4	40000				1					
4	1	Coin		5000	5000	85000			1	1			1		
4	1	Item	2005	4	4	150000			1	1			1		
4	1	Item	209	4	4	50000			1	1			1		
4	1	Item	209	3	3	85000			1	1			1		
4	1	Item	324	5	5	10000			1	1			1		
4	1	Item	901	40	40	150000			1	1			1		
4	1	Item	3001	40	40	150000			1	1			1		
4	1	Item	401	40	40	150000			1	1			1		
4	1	Item	31001	12	12	20000			1	1			1		
4	1	Item	3002	4	4	150000			1	1			1		
5	1	Coin		500	500	1000000			1	1			1		
6	1	Item	671626	1	1	1000000			1	1			1		
7	1	Item	412	10	10	1000000			1	1			1		
8	1	Item	3006	10	10	1000000			1	1			1		
9	1	Item	213	1	1	1000000			1	1			1						1				1	999			<i18n=31097>	<i18n=31098>
9	2	Item	1312	1	1	1000000			1	1			1		
10	1	Item	211	5	5	1000000			1	1			1		
11	1	Item	213	1	1	1000000			1	1			1		
12	1	Item	3006	20	20	1000000			1	1			1		
13	1	Item	203	30	30	1000000			1	1			1		
13	2	Item	901	5000	5000	1000000			1	1			1		
14	1	Item	650202	1	1	1000000			1	1			1		
14	2	Item	324	50	50	1000000			1	1			1		
14	3	Item	211	3	3	1000000			1	1			1		
14	4	Item	901	500	500	1000000			1	1			1		
15	1	Item	650293	1	1	1000000			1	1			1		
15	2	Item	324	30	30	1000000			1	1			1		
15	3	Item	211	4	4	1000000			1	1			1		
15	4	Item	901	300	300	1000000			1	1			1		
16	1	Item	650293	1	1	1000000			1	1			1		
16	2	Item	324	25	25	1000000			1	1			1		
16	3	Item	211	3	3	1000000			1	1			1		
16	4	Item	901	200	200	1000000			1	1			1		
17	1	Item	324	20	20	1000000			1	1			1		
17	2	Item	211	2	2	1000000			1	1			1		
17	3	Item	901	120	120	1000000			1	1			1		
18	1	Item	324	15	15	1000000			1	1			1		
18	2	Item	211	1	1	1000000			1	1			1		
18	3	Item	901	80	80	1000000			1	1			1		
19	1	Item	324	8	8	1000000			1	1			1		
19	2	Item	209	10	10	1000000			1	1			1		
19	3	Item	901	50	50	1000000			1	1			1		
20	1	Item	324	2	2	1000000			1	1			1		
21	1	Item	471	1	1	1000000			1	1			1		
21	2	Item	401	50	50	1000000			1	1			1		
21	3	Item	901	50	50	1000000			1	1			1		
21	4	Item	3006	1	1	1000000			1	1			1		
22	1	Item	201	10	10	1000000			1	1			1		
22	2	Item	3001	50	50	1000000			1	1			1		
22	3	Item	901	50	50	1000000			1	1			1		
22	4	Item	209	20	20	1000000			1	1			1		
23	1	KinContrib		500	500	1000000			1	1			1		
23	2	Item	401	50	50	1000000			1	1			1		
23	3	Item	901	50	50	1000000			1	1			1		
23	4	Item	3006	5	5	1000000			1	1			1		
24	1	Item	407	2	2	1000000			1	1			1		
24	2	Item	3001	50	50	1000000			1	1			1		
24	3	Item	901	50	50	1000000			1	1			1		
24	4	Item	211	2	2	1000000			1	1			1		
25	1	Item	31578	1	1	1000000			1	1			1		
