Key	Group	AwardType	AwardSubType	CountMin	CountMax	RandRate	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut	IgnoreNoMonthCard	bZoneSystem	bCenterSystem	bServerSystem	bZoneNotify	bCenterNotify	bServerNotify	nMinNotifyLv	nMaxNotifyLv	szZCMsg	szZCTongMsg	szServerMsg	szServerTongMsg	szTongMsg	szTeamMsg
1	1	Coin		12000	12000	70000				1			1		
1	1	Item	2005	8	8	120000				1			1		
1	1	Item	209	6	6	90000				1			1		
1	1	Item	211	1	1	45000				1			1		
1	1	Item	213	1	1	2500				1	1		1									1	1	999			<i18n=35742>	<i18n=35719>	<i18n=35715>
1	1	Item	412	4	4	40000				1			1		
1	1	Item	901	80	80	120000				1			1		
1	1	Item	3001	80	80	120000				1			1		
1	1	Item	31001	9	9	90000				1			1		
1	1	Item	201	16	16	120000				1			1		
1	1	Item	202	6	6	55000				1			1		
1	1	Item	3002	8	8	127500				1			1		
2	1	Item	215	1	1	500				1	1		1									1	1	999			<i18n=35742>	<i18n=35719>	<i18n=35715>
2	1	Item	31001	12	12	64000				1			1		
2	1	Item	3001	100	100	90000				1			1		
2	1	Item	901	100	100	90000				1			1		
2	1	Item	813	1	1	45000				1			1		
2	1	Item	2005	10	10	60000				1			1		
2	1	Item	213	1	1	10000				1	1		1									1	1	999			<i18n=35742>	<i18n=35719>	<i18n=35715>
2	1	Item	412	10	10	65000				1			1		
2	1	Item	211	2	2	100000				1			1		
2	1	Coin		20000	20000	60000				1			1		
2	1	Item	209	8	8	56500				1			1		
2	1	Item	201	20	20	90000				1			1		
2	1	Item	3002	10	10	90000				1			1		
2	1	Item	403	5	5	55000				1			1		
2	1	Item	506	5	5	60000				1			1		
2	1	Item	202	6	6	64000				1			1		
3	1	Item	201	20	20	1000000				1			1		
3	2	Item	901	200	200	1000000				1			1		
4	1	Item	209	10	10	1000000				1			1		
4	2	Item	3002	30	30	1000000				1			1		
4	3	Item	402	1	1	1000000				1			1		
5	1	Item	412	20	20	1000000				1			1		
5	2	Item	211	3	3	1000000				1			1		
5	3	Item	31462	1	1	1000000				1			1		
6	1	Item	3006	10	10	1000000				1			1		
6	2	Item	411	20	20	1000000	OpenLevel39	OpenLevel89		1			1		
6	3	Item	410	20	20	1000000	OpenLevel39	OpenLevel89		1			1		
6	4	Item	33019	8	8	1000000	OpenLevel89			1			1		
7	1	Item	35106	1	1	1000000	OpenLevel39	OpenLevel59		1			1		
7	2	Item	35107	1	1	1000000	OpenLevel59	OpenLevel79		1			1		
7	3	Item	35108	1	1	1000000	OpenLevel79	OpenLevel89		1			1		
7	4	Item	35109	1	1	1000000	OpenLevel89			1			1		
7	5	Item	403	30	30	1000000				1			1		
7	6	Item	324	30	30	1000000				1			1		
8	1	Item	213	1	1	1000000				1			1		
8	2	Item	3006	20	20	1000000				1			1		
8	3	Item	31412	1	1	1000000	OpenLevel39	OpenLevel99		1			1		
8	4	Item	671601	30	30	1000000	OpenLevel99			1			1		
9	1	Item	213	1	1	1000000				1			1		
9	2	Item	31412	1	1	1000000				1			1		
9	3	Item	34064	1	1	1000000	OpenLevel39	OpenLevel79		1			1		
9	4	Item	34065	1	1	1000000	OpenLevel79	OpenLevel89		1			1		
9	5	Item	34066	1	1	1000000	OpenLevel89			1			1		
10	1	Item	1376	1	1	1000000				1			1		2024-01-31 03:59:59
11	1	Item	215	1	1	1000000									
11	2	Item	213	1	1	1000000									
11	3	Item	211	2	2	1000000									
11	4	Item	211	1	1	1000000									
11	5	Item	209	8	8	1000000									
11	6	Item	209	6	6	1000000									
11	7	Item	403	5	5	1000000									
11	8	Item	506	5	5	1000000									
11	9	Item	412	10	10	1000000									
11	10	Item	412	4	4	1000000									
11	11	Item	813	1	1	1000000									
11	12	Item	901	100	100	1000000									
11	13	Item	901	80	80	1000000									
11	14	Item	31001	12	12	1000000									
11	15	Item	31001	9	9	1000000									
11	16	Item	3002	10	10	1000000									
11	17	Item	3002	8	8	1000000									
11	18	Item	2005	10	10	1000000									
11	19	Item	2005	8	8	1000000									
11	20	Item	202	6	6	1000000									
11	21	Item	201	20	20	1000000									
11	22	Item	201	16	16	1000000									
11	23	Item	3001	100	100	1000000									
11	24	Item	3001	80	80	1000000									
11	25	Coin		20000	20000	1000000									
11	26	Coin		12000	12000	1000000									
12	1	Coin		12000	12000	70000				1			1		
12	1	Item	2005	8	8	120000				1			1		
12	1	Item	209	6	6	90000				1			1		
12	1	Item	211	1	1	45000				1			1		
12	1	Item	213	1	1	2500				1	1		1									1	1	999			<i18n=35742>	<i18n=35719>	<i18n=35715>
12	1	Item	215	1	1	100				1	1		1									1	1	999			<i18n=35742>	<i18n=35719>	<i18n=35715>
12	1	Item	412	4	4	40000				1			1		
12	1	Item	901	80	80	120000				1			1		
12	1	Item	3001	80	80	120000				1			1		
12	1	Item	31001	9	9	90000				1			1		
12	1	Item	201	16	16	120000				1			1		
12	1	Item	202	6	6	55000				1			1		
12	1	Item	3002	8	8	127400				1			1		
13	1	Item	215	1	1	1000000									
13	2	Item	213	1	1	1000000									
13	3	Item	211	1	1	1000000									
13	4	Item	209	1	1	1000000									
13	5	Item	412	1	1	1000000									
13	6	Item	901	1	1	1000000									
13	7	Item	31001	1	1	1000000									
13	8	Item	202	1	1	1000000									
13	9	Item	201	1	1	1000000									
13	10	Item	3002	1	1	1000000									
13	11	Item	3001	1	1	1000000									
13	12	Coin		1	1	1000000									
13	13	Item	2005	1	1	1000000									
