Key	Group	AwardType	AwardSubType	CountMin	CountMax	RandRate	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut	BindType	IgnoreNoMonthCard	bZoneSystem	bCenterSystem	bServerSystem	bZoneNotify	bCenterNotify	bServerNotify	nMinNotifyLv	nMaxNotifyLv	szZCMsg	szZCTongMsg	szServerMsg	szServerTongMsg	szTongMsg	szTeamMsg
1	1	Item	1354	1	1	1000000				1			1		2024-01-31 03:59:59	
2	1	Item	1354	12	12	1000000				1			1		2024-01-31 03:59:59	
3	1	Item	1354	8	8	1000000				1			1		2024-01-31 03:59:59	
4	2	Item	1355	10	10	1000000				1			1		2024-01-31 03:59:59	
4	1	Coin		4000	4000	220000				1			1			
4	1	Item	324	1	1	170000				1			1			
4	1	Item	412	1	1	170000				1			1			
4	1	Item	209	2	2	250000				1			1			
4	1	Item	210	1	1	160000				1			1			
4	1	Item	211	1	1	30000				1			1			
5	2	Item	1355	15	15	1000000				1			1		2024-01-31 03:59:59	
5	1	Coin		4000	4000	220000				1			1			
5	1	Item	324	1	1	170000				1			1			
5	1	Item	412	1	1	170000				1			1			
5	1	Item	209	2	2	250000				1			1			
5	1	Item	210	1	1	160000				1			1			
5	1	Item	211	1	1	30000				1			1			
6	1	Item	502	5	5	100000	OpenLevel39	OpenLevel69		1			1			
6	1	Item	324	2	2	300000	OpenLevel39	OpenLevel69		1			1			
6	1	Item	412	2	2	190000	OpenLevel39	OpenLevel69		1			1			
6	1	Item	210	2	2	300000	OpenLevel39	OpenLevel69		1			1			
6	1	Item	211	1	1	100000	OpenLevel39	OpenLevel69		1			1			
6	1	Item	213	1	1	10000	OpenLevel39	OpenLevel69		1			1			
6	2	Item	503	5	5	100000	OpenLevel69	OpenLevel99		1			1			
6	2	Item	324	2	2	300000	OpenLevel69	OpenLevel99		1			1			
6	2	Item	412	2	2	190000	OpenLevel69	OpenLevel99		1			1			
6	2	Item	210	2	2	300000	OpenLevel69	OpenLevel99		1			1			
6	2	Item	211	1	1	100000	OpenLevel69	OpenLevel99		1			1			
6	2	Item	213	1	1	10000	OpenLevel69	OpenLevel99		1			1			
6	3	Item	504	5	5	100000	OpenLevel99			1			1			
6	3	Item	324	2	2	300000	OpenLevel99			1			1			
6	3	Item	412	2	2	190000	OpenLevel99			1			1			
6	3	Item	210	2	2	300000	OpenLevel99			1			1			
6	3	Item	211	1	1	100000	OpenLevel99			1			1			
6	3	Item	213	1	1	10000	OpenLevel99			1			1			
10	1	Coin		5000	5000	137500				1			1			
10	1	Item	2005	6	6	142500				1			1			
10	1	Item	209	4	4	112500				1			1			
10	1	Item	211	1	1	52500				1			1			
10	1	Item	412	5	5	55000				1			1			
10	1	Item	901	60	60	112500				1			1			
10	1	Item	3001	60	60	112500				1			1			
10	1	Item	401	60	60	112500				1			1			
10	1	Item	31001	12	12	50000				1			1			
10	1	Item	3002	6	6	112500				1			1			
11	1	YuanBao		88	88	100000				1			1			
11	1	YuanBao		888	888	10000				1	1		1										1	1	999		<i18n=35996>	<i18n=35996>	<i18n=35996>
11	1	YuanBao		168	168	60000				1			1			
11	1	Item	211	1	1	40000				1			1			
11	1	Item	213	1	1	10000				1	1		1										1	1	999		<i18n=35996>	<i18n=35996>	<i18n=35996>
11	1	Item	412	8	8	50000				1			1			
11	1	Item	901	80	80	114700				1			1			
11	1	Item	506	4	4	100000				1			1			
11	1	Item	31001	8	8	120000				1			1			
11	1	Item	201	16	16	120000				1			1			
11	1	Item	3002	8	8	90000				1			1			
11	1	Item	215	1	1	300				1	1		1										1	1	999		<i18n=35996>	<i18n=35996>	<i18n=35996>
11	1	Item	813	1	1	75000				1			1			
11	1	Item	402	1	1	40000				1			1			
11	1	Item	202	8	8	40000				1			1			
11	1	Item	1362	1	1	30000				1			1			
14	1	Item	3006	5	5	1000000				1			1			
15	1	Item	412	10	10	1000000				1			1			
16	1	Item	1377	1	1	1000000				1			1			
17	1	Item	213	1	1	1000000				1			1			
18	1	Item	211	10	10	1000000				1			1			
19	1	Item	213	1	1	1000000				1			1			
20	1	Item	3006	25	25	1000000				1			1			
21	1	Item	901	4000	4000	1000000				1			1			
21	2	Item	31001	350	350	1000000				1			1			
22	1	Item	213	1	1	1000000										
22	2	Item	211	1	1	1000000										
22	3	Item	412	1	1	1000000										
22	4	Item	1354	1	1	1000000										
22	5	Item	1355	1	1	1000000										
22	6	Coin		1	1	1000000										
22	7	Item	324	1	1	1000000										
22	8	Item	210	1	1	1000000										
22	9	Item	209	1	1	1000000										
23	1	Item	215	1	1	1000000										
23	2	Item	1377	1	1	1000000										
23	3	Item	213	1	1	1000000										
23	4	YuanBao		888	888	1000000										
23	5	Item	3006	1	1	1000000										
23	6	Item	211	1	1	1000000										
23	7	Item	1362	1	1	1000000										
23	8	Item	324	1	1	1000000										
23	9	Item	412	1	1	1000000										
23	10	Item	901	1	1	1000000										
23	11	Item	3001	1	1	1000000										
23	12	Item	401	1	1	1000000										
23	13	Item	31001	1	1	1000000										
23	14	Item	3002	1	1	1000000
23	15	Coin		1	1	1000000
