Batch	NpcType	NpcTemplateId	PosX	PosY	NpcSeriesAuto	ReqDeath	nTarget
1	0	3317	24411	36409	-1	1	1
1	0	3317	25128	35038	-1	1	1
1	0	3317	25172	37406	-1	1	1
1	0	3317	26002	36054	-1	1	1
1	0	3317	26079	38360	-1	1	1
1	0	3317	26804	36912	-1	1	1
1	0	3317	26022	37184	-1	1	1
1	0	3317	25258	36313	-1	1	1
1	0	3316	22341	56905	-1	1	2
1	0	3315	21366	56451	-1	1	2
1	0	3317	21771	54804	-1	1	2
1	0	3317	20672	57560	-1	1	2
1	0	3317	21561	57985	-1	1	2
1	0	3317	20199	56316	-1	1	2
1	0	3317	25396	62447	-1	1	3
1	0	3316	25411	60958	-1	1	3
1	0	3317	26259	61910	-1	1	3
1	0	3317	24468	60333	-1	1	3
1	0	3317	24583	61874	-1	1	3
1	0	3317	22484	55619	-1	1	2
1	0	3317	20833	55403	-1	1	2
1	0	3317	26601	60639	-1	1	3
1	0	3317	26042	59652	-1	1	3
1	0	3317	25162	59494	-1	1	3
1	0	3317	22471	65644	-1	1	4
1	0	3317	21650	65917	-1	1	4
1	0	3315	21696	64671	-1	1	4
1	0	3317	20570	64177	-1	1	4
1	0	3317	21318	63256	-1	1	4
1	0	3317	22256	63180	-1	1	4
1	0	3317	22727	64239	-1	1	4
1	0	3317	20856	65532	-1	1	4
2	0	3317	16335	60177	-1	0	0
2	0	3317	16295	61697	-1	0	0
2	0	3317	17030	62606	-1	0	0
2	0	3317	17996	62044	-1	0	0
2	0	3317	17249	60026	-1	0	0
2	0	3317	17863	60889	-1	0	0
2	0	3383	17099	61321	-1	1	5
0	0	3442	15426	34230	-1	0	0
