Key	AwardType	AwardSubType	Count	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut
1	YuanBao		200				1			1
1	Coin		18888				1			1
1	Item	15022	1				1			1
1	Item	11012	1				1			1
1	Item	31211	1				1			1
1	Item	31212	1				1			1
2	YuanBao		200				1			1
2	Coin		18888				1			1
2	Item	15023	1				1			1
2	Item	11013	1				1			1
2	Item	31213	1				1			1
2	Item	31214	1				1			1
3	YuanBao		200				1			1
3	Coin		18888				1			1
3	Item	15024	1				1			1
3	Item	11014	1				1			1
3	Item	31215	1				1			1
3	Item	31216	1				1			1
4	YuanBao		200				1			1
4	Coin		18888				1			1
4	Item	15025	1				1			1
4	Item	11015	1				1			1
4	Item	31217	1				1			1
4	Item	31218	1				1			1
5	YuanBao		200				1			1
5	Coin		18888				1			1
5	Item	15026	1				1			1
5	Item	11016	1				1			1
5	Item	31219	1				1			1
5	Item	31220	1				1			1
6	YuanBao		200				1			1
6	Coin		18888				1			1
6	Item	15027	1				1			1
6	Item	11017	1				1			1
6	Item	31221	1				1			1
6	Item	31222	1				1			1
7	YuanBao		200				1			1
7	Coin		18888				1			1
7	Item	15028	1				1			1
7	Item	11018	1				1			1
7	Item	31223	1				1			1
7	Item	31224	1				1			1
8	YuanBao		200				1			1
8	Coin		18888				1			1
8	Item	15029	1				1			1
8	Item	11019	1				1			1
8	Item	31225	1				1			1
8	Item	31226	1				1			1
9	YuanBao		200				1			1
9	Coin		18888				1			1
9	Item	15030	1				1			1
9	Item	11020	1				1			1
9	Item	31227	1				1			1
9	Item	31228	1				1			1
10	YuanBao		200				1			1
10	Coin		18888				1			1
10	Item	15047	1				1			1
10	Item	11039	1				1			1
10	Item	671931	1				1			1
10	Item	671941	1				1			1
11	YuanBao		200				1			1
11	Coin		18888				1			1
11	Item	15048	1				1			1
11	Item	11040	1				1			1
11	Item	671932	1				1			1
11	Item	671942	1				1			1
12	YuanBao		200				1			1
12	Coin		18888				1			1
12	Item	15049	1				1			1
12	Item	11041	1				1			1
12	Item	671933	1				1			1
12	Item	671943	1				1			1
13	YuanBao		200				1			1
13	Coin		18888				1			1
13	Item	15050	1				1			1
13	Item	11042	1				1			1
13	Item	671934	1				1			1
13	Item	671944	1				1			1
14	YuanBao		200				1			1
14	Coin		18888				1			1
14	Item	15051	1				1			1
14	Item	11043	1				1			1
14	Item	671935	1				1			1
14	Item	671945	1				1			1
15	YuanBao		200				1			1
15	Coin		18888				1			1
15	Item	15052	1				1			1
15	Item	11044	1				1			1
15	Item	671936	1				1			1
15	Item	671946	1				1			1
16	YuanBao		200				1			1
16	Coin		18888				1			1
16	Item	15053	1				1			1
16	Item	11045	1				1			1
16	Item	671937	1				1			1
16	Item	671947	1				1			1
17	YuanBao		200				1			1
17	Coin		18888				1			1
17	Item	15054	1				1			1
17	Item	11046	1				1			1
17	Item	673451	1				1			1
17	Item	673461	1				1			1
18	YuanBao		200				1			1
18	Coin		18888				1			1
18	Item	15095	1				1			1
18	Item	11075	1				1			1
18	Item	673452	1				1			1
18	Item	673462	1				1			1
19	YuanBao		200				1			1
19	Coin		18888				1			1
19	Item	15096	1				1			1
19	Item	11076	1				1			1
19	Item	673453	1				1			1
19	Item	673463	1				1			1
20	YuanBao		200				1			1
20	Coin		18888				1			1
20	Item	15097	1				1			1
20	Item	11077	1				1			1
20	Item	673454	1				1			1
20	Item	673464	1				1			1
21	YuanBao		200				1			1
21	Coin		18888				1			1
21	Item	15098	1				1			1
21	Item	11078	1				1			1
21	Item	673455	1				1			1
21	Item	673465	1				1			1
22	YuanBao		200				1			1
22	Coin		18888				1			1
22	Item	15099	1				1			1
22	Item	11079	1				1			1
22	Item	673456	1				1			1
22	Item	673466	1				1			1
23	YuanBao		200				1			1
23	Coin		18888				1			1
23	Item	15100	1				1			1
23	Item	11080	1				1			1
23	Item	673457	1				1			1
23	Item	673467	1				1			1
24	YuanBao		200				1			1
24	Coin		18888				1			1
24	Item	15101	1				1			1
24	Item	11081	1				1			1
24	Item	673458	1				1			1
24	Item	673468	1				1			1
25	YuanBao		200				1			1
25	Coin		18888				1			1
25	Item	15102	1				1			1
25	Item	11082	1				1			1
25	Item	673459	1				1			1
25	Item	673469	1				1			1
26	YuanBao		200				1			1
26	Coin		18888				1			1
26	Item	15103	1				1			1
26	Item	11083	1				1			1
26	Item	673460	1				1			1
26	Item	673470	1				1			1
