Key	Group	AwardType	AwardSubType	CountMin	CountMax	RandRate	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut	IgnoreNoMonthCard	bZoneSystem	bCenterSystem	bServerSystem	bZoneNotify	bCenterNotify	bServerNotify	nMinNotifyLv	nMaxNotifyLv	szZCMsg	szZCTongMsg	szServerMsg	szServerTongMsg	szTongMsg	szTeamMsg
1	1	Item	1145	1	1	1000000
1	2	Item	1144	1	1	1000000
1	3	Item	673859	1	1	1000000
1	4	Item	214	1	1	1000000
1	5	Item	1695	1	1	1000000
2	1	Item	1150	1	1	20000				1			1
2	1	Item	1151	1	1	20000				1			1
2	1	Item	1152	1	1	20000				1			1
2	1	Item	1153	1	1	20000				1			1
2	1	Item	1154	1	1	90000				1			1
2	1	Item	1155	1	1	90000				1			1
2	1	Item	1156	1	1	90000				1			1
2	1	Item	1157	1	1	90000				1			1
2	1	Item	1158	1	1	90000				1			1
2	1	Item	1159	1	1	90000				1			1
2	1	Item	1160	1	1	90000				1			1
2	1	Item	1161	1	1	90000				1			1
2	1	Item	1162	1	1	20000				1			1
2	1	Item	1163	1	1	30000				1			1
2	1	Item	1164	1	1	50000				1			1
2	1	Item	1165	1	1	100000				1			1
3	1	Item	1148	1	1	20000				1			1
3	1	Item	1149	1	1	20000				1			1
3	1	Item	1150	1	1	60000				1			1
3	1	Item	1151	1	1	60000				1			1
3	1	Item	1152	1	1	60000				1			1
3	1	Item	1153	1	1	60000				1			1
3	1	Item	1154	1	1	75000				1			1
3	1	Item	1155	1	1	75000				1			1
3	1	Item	1156	1	1	75000				1			1
3	1	Item	1157	1	1	75000				1			1
3	1	Item	1158	1	1	75000				1			1
3	1	Item	1159	1	1	75000				1			1
3	1	Item	1160	1	1	75000				1			1
3	1	Item	1161	1	1	75000				1			1
3	1	Item	1162	1	1	60000				1			1
3	1	Item	1163	1	1	60000				1			1
4	1	Item	1695	1	1	1000000				1			1
4	2	Item	673859	1	1	1000000				1			1
4	3	Item	214	1	1	1000000	OpenLevel39	OpenLevel139		1			1
4	4	Item	80305	4	4	1000000	OpenLevel139			1			1
4	5	Item	901	1000	1000	1000000				1			1
5	1	Item	1696	1	1	1000000				1			1
5	2	Item	673860	1	1	1000000				1			1
5	3	Item	213	1	1	1000000	OpenLevel39	OpenLevel139		1			1
5	4	Item	80305	2	2	1000000	OpenLevel139			1			1
5	5	Item	901	800	800	1000000				1			1
6	1	Item	1697	1	1	1000000				1			1
6	2	Item	673861	1	1	1000000				1			1
6	3	Item	211	8	8	1000000	OpenLevel39	OpenLevel139		1			1
6	4	Item	80000	100	100	1000000	OpenLevel139			1			1
6	5	Item	901	600	600	1000000				1			1
7	1	Item	211	6	6	1000000	OpenLevel39	OpenLevel139		1			1
7	2	Item	80000	80	80	1000000	OpenLevel139			1			1
7	3	Item	901	350	350	1000000				1			1
8	1	Item	211	4	4	1000000	OpenLevel39	OpenLevel139		1			1
8	2	Item	80000	50	50	1000000	OpenLevel139			1			1
8	3	Item	901	300	300	1000000				1			1
9	1	Item	211	2	2	1000000	OpenLevel39	OpenLevel139		1			1
9	2	Item	80000	30	30	1000000	OpenLevel139			1			1
9	3	Item	901	200	200	1000000				1			1
10	1	Item	901	333	333	1000000				1			1
11	1	Item	3006	10	10	1000000				1			1
12	1	Item	31413	8	8	1000000		OpenLevel69		1			1
12	2	Item	31414	8	8	1000000	OpenLevel69	OpenLevel99		1			1
12	3	Item	31419	8	8	1000000	OpenLevel99	OpenLevel129		1			1
12	4	Item	671715	8	8	1000000	OpenLevel129	OpenLevel159		1			1
12	5	Item	671716	8	8	1000000	OpenLevel159	OpenLevel189		1			1
12	6	Item	671717	8	8	1000000	OpenLevel189	OpenLevel219		1			1
12	7	Item	673543	8	8	1000000	OpenLevel219			1			1
13	1	Item	403	8	8	1000000				1			1
14	1	Item	31413	3	3	1000000		OpenLevel69		1			1
14	2	Item	31414	3	3	1000000	OpenLevel69	OpenLevel99		1			1
14	3	Item	31419	3	3	1000000	OpenLevel99	OpenLevel129		1			1
14	4	Item	671715	3	3	1000000	OpenLevel129	OpenLevel159		1			1
14	5	Item	671716	3	3	1000000	OpenLevel159	OpenLevel189		1			1
14	6	Item	671717	3	3	1000000	OpenLevel189	OpenLevel219		1			1
14	7	Item	673543	3	3	1000000	OpenLevel219			1			1
15	1	Item	31413	5	5	1000000		OpenLevel69		1			1
15	2	Item	31414	5	5	1000000	OpenLevel69	OpenLevel99		1			1
15	3	Item	31419	5	5	1000000	OpenLevel99	OpenLevel129		1			1
15	4	Item	671715	5	5	1000000	OpenLevel129	OpenLevel159		1			1
15	5	Item	671716	5	5	1000000	OpenLevel159	OpenLevel189		1			1
15	6	Item	671717	5	5	1000000	OpenLevel189	OpenLevel219		1			1
15	7	Item	673543	5	5	1000000	OpenLevel219			1			1
16	1	Item	1146	10	10	1000000				1			1
17	1	Item	1146	20	20	1000000				1			1
18	1	Item	1146	40	40	1000000				1			1
19	1	Item	1144	1	1	1000000				1			1
20	1	Item	1145	1	1	1000000				1			1
21	1	Item	901	200	200	1000000				1			1
22	1	Item	213	1	1	1000000	OpenLevel39	OpenLevel99		1			1
22	2	Item	33012	80	80	1000000	OpenLevel99			1			1
23	1	Item	673862	1	1	1000000				1			1
