IconId	Atlas	Sprite
100		UI/icon/item/other/itembox1.png
101		UI/icon/item/other/itembox2.png
102		UI/icon/item/other/itembox3.png
103		UI/icon/item/other/treasure_map.png
104		UI/icon/item/other/xuanjin1.png
105		UI/icon/item/other/xuanjin2.png
106		UI/icon/item/other/xuanjin3.png
107		UI/icon/item/other/xuanjin4.png
108		UI/icon/item/other/xuanjin5.png
109		UI/icon/item/other/xuanjin6.png
110		UI/icon/item/other/baoshi.png
111		UI/icon/item/other/buliao.png
112		UI/icon/item/other/caili.png
113		UI/icon/item/other/quest_0086_s_0.png
114		UI/icon/item/other/quest_0065_s_0.png
115		UI/icon/item/other/hudiehua.png
116		UI/icon/item/other/hujiapian.png
117		UI/icon/item/other/quest_0003_s_0.png
118		UI/icon/item/other/quest_0046_s_0.png
119		UI/icon/item/other/quest_0046_s_0.png
120		UI/icon/item/other/kuangshi.png
121		UI/icon/item/other/quest_0052_s_0.png
122		UI/icon/item/other/maopi.png
123		UI/icon/item/other/quest_0044_s_0.png
124		UI/icon/item/other/modaoshi.png
125		UI/icon/item/other/quest_0046_s_0.png
126		UI/icon/item/other/jz_xuanwuling.png
127		UI/icon/item/other/qiangshenfu.png
128		UI/icon/item/other/shouji.png
129		UI/icon/item/other/quest_0003_s_0.png
130		UI/icon/item/other/wuxingshi.png
131		UI/icon/item/other/lianhuatu1_1.png
132		UI/icon/item/other/lianhuatu2_1.png
133		UI/icon/item/other/lianhuatu3_1.png
134		UI/icon/item/other/lingfu_1.png
135		UI/icon/item/other/quest_0101_s_0.png
136		UI/icon/item/other/nverhong_1.png
137		UI/icon/item/other/qifulingpai_1.png
138		UI/icon/item/other/yaopai_1.png
139		UI/icon/item/other/yaoshi_1.png
140		UI/icon/item/other/jz_longhunpei.png
141		UI/icon/item/other/heshibi.png
142		UI/icon/item/other/xiuliandan.png
143		UI/icon/item/other/mingbuling_0.png
144		UI/icon/item/other/quest_0107.png
145		UI/icon/item/other/quest_0058_s_0.png
146		UI/icon/item/other/yinding_xiao_0.png
147		UI/icon/item/other/yinding_da_0.png
201		UI/icon/item/other/xuanjing_000_s_1.png
202		UI/icon/item/other/xuanjing_001_s_1.png
203		UI/icon/item/other/xuanjing_002_s_1.png
204		UI/icon/item/other/xuanjing_002a_s_1.png
205		UI/icon/item/other/xuanjing_003_s_1.png
206		UI/icon/item/other/xuanjing_004_s_1.png
207		UI/icon/item/other/xuanjing_005_s_1.png
208		UI/icon/item/other/xuanjing_006_s_1.png
209		UI/icon/item/other/xuanjing_007_s_1.png
210		UI/icon/item/other/xuanjing_008_s_1.png
211		UI/icon/item/other/xuanjing_009_s_1.png
212		UI/icon/item/other/xuanjing_010_s_1.png
227		UI/icon/item/other/qianqionggong.png
301		UI/icon/item/other/shengwangling_zhulu.png
311		UI/icon/item/other/shengwangling_wuwei.png
321		UI/icon/item/other/shengwangling_xiaoyao.png
322		UI/icon/item/other/chuanshenghailuo_xiao.png
323		UI/icon/item/other/chuanshenghailuo_da.png
324		UI/icon/item/other/qianlichuanyin.png
401		UI/icon/item/other/yijunlingpai_1.png
402		UI/icon/item/other/merchant_songjin_1.png
403		UI/icon/item/other/merchant_songjin_2.png
404		UI/icon/item/other/merchant_xoyo_2.png
405		UI/icon/item/other/merchant_xoyo_3.png
406		UI/icon/item/other/merchant_xoyo_4.png
407		UI/icon/item/other/merchant_xoyo_5.png
408		UI/icon/item/other/quest_0132.png
409		UI/icon/item/other/quest_0133.png
410		UI/icon/item/other/quest_0134.png
411		UI/icon/item/other/quest_0021.png
412		UI/icon/item/other/quest_0036.png
413		UI/icon/item/other/quest_0054.png
414		UI/icon/item/other/kuangding_107_s_0.png
415		UI/icon/item/other/kuangding_101_s_0.png
416		UI/icon/item/other/liansai_heitielingpai_0.png
417		UI/icon/item/other/zhuxiuling.png
418		UI/icon/item/other/jinghuoka.png
419		UI/icon/item/other/caiyunzhuiyue.png
420		UI/icon/item/other/canghaiyueming.png
421		UI/icon/money/jinghuo.png
422		UI/icon/item/other/baiyinyaoshi.png
423		UI/icon/item/other/jinghuoping.png
424		UI/icon/item/other/merchant_box_0.png
470		UI/icon/item/other/sanshengshi.png
501		UI/icon/item/stone/weijianding.png
502		UI/icon/item/stone/lv2yuankuang.png
503		UI/icon/item/stone/lv3yuankuang.png
504		UI/icon/item/stone/lv4yuankuang.png
505		UI/icon/item/stone/lv5yuankuang.png
506		UI/icon/item/stone/gem_key.png
507		UI/icon/item/stone/jinghua.png
508		UI/icon/item/stone/feihongchi.png
509		UI/icon/item/stone/lv6yuankuang.png
510		UI/icon/item/stone/lv7yuankuang.png
511		UI/icon/item/stone/lv8yuankuang.png
512		UI/icon/item/stone/lv9yuankuang.png
513		UI/icon/item/stone/lv10yuankuang.png
601		UI/icon/item/stone/bs_001.png
602		UI/icon/item/stone/bs_002.png
603		UI/icon/item/stone/bs_003.png
604		UI/icon/item/stone/bs_004.png
605		UI/icon/item/stone/bs_005.png
606		UI/icon/item/stone/bs_006.png
607		UI/icon/item/stone/bs_007.png
608		UI/icon/item/stone/bs_008.png
609		UI/icon/item/stone/bs_009.png
610		UI/icon/item/stone/bs_010.png
611		UI/icon/item/stone/bs_011.png
612		UI/icon/item/stone/bs_012.png
613		UI/icon/item/stone/bs_013.png
614		UI/icon/item/stone/bs_014.png
615		UI/icon/item/stone/bs_015.png
616		UI/icon/item/stone/bs_016.png
617		UI/icon/item/stone/bs_017.png
618		UI/icon/item/stone/bs_018.png
619		UI/icon/item/stone/bs_019.png
620		UI/icon/item/stone/bs_020.png
621		UI/icon/item/stone/bs_021.png
622		UI/icon/item/stone/bs_022.png
623		UI/icon/item/stone/bs_023.png
624		UI/icon/item/stone/bs_024.png
625		UI/icon/item/stone/bs_025.png
626		UI/icon/item/stone/bs_026.png
627		UI/icon/item/stone/bs_027.png
628		UI/icon/item/stone/bs_028.png
629		UI/icon/item/stone/bs_029.png
630		UI/icon/item/stone/bs_030.png
631		UI/icon/item/stone/bs_031.png
632		UI/icon/item/stone/bs_032.png
633		UI/icon/item/stone/bs_033.png
634		UI/icon/item/stone/bs_034.png
635		UI/icon/item/stone/bs_035.png
636		UI/icon/item/stone/bs_036.png
637		UI/icon/item/stone/bs_037.png
638		UI/icon/item/stone/bs_038.png
639		UI/icon/item/stone/bs_039.png
640		UI/icon/item/stone/bs_040.png
641		UI/icon/item/stone/bs_041.png
642		UI/icon/item/stone/bs_042.png
643		UI/icon/item/stone/bs_043.png
644		UI/icon/item/stone/bs_044.png
645		UI/icon/item/stone/bs_045.png
646		UI/icon/item/stone/bs_046.png
647		UI/icon/item/stone/bs_047.png
648		UI/icon/item/stone/bs_048.png
649		UI/icon/item/stone/bs_049.png
650		UI/icon/item/stone/bs_050.png
651		UI/icon/item/stone/bs_051.png
652		UI/icon/item/stone/bs_052.png
653		UI/icon/item/stone/bs_053.png
654		UI/icon/item/stone/bs_054.png
655		UI/icon/item/stone/bs_055.png
656		UI/icon/item/stone/bs_056.png
657		UI/icon/item/stone/bs_057.png
658		UI/icon/item/stone/bs_058.png
659		UI/icon/item/stone/bs_059.png
660		UI/icon/item/stone/bs_060.png
661		UI/icon/item/stone/bs_061.png
662		UI/icon/item/stone/bs_062.png
663		UI/icon/item/stone/bs_063.png
664		UI/icon/item/stone/bs_065.png
665		UI/icon/item/stone/bs_064.png
666		UI/icon/item/stone/bs_066.png
667		UI/icon/item/stone/bs_067.png
668		UI/icon/item/stone/bs_068.png
669		UI/icon/item/stone/bs_069.png
670		UI/icon/item/stone/bs_070.png
671		UI/icon/item/stone/bs_271.png
672		UI/icon/item/stone/bs_272.png
673		UI/icon/item/stone/bs_273.png
674		UI/icon/item/stone/bs_274.png
675		UI/icon/item/stone/bs_275.png
676		UI/icon/item/stone/bs_276.png
677		UI/icon/item/stone/bs_277.png
678		UI/icon/item/stone/bs_278.png
679		UI/icon/item/stone/bs_279.png
680		UI/icon/item/stone/bs_280.png
681		UI/icon/item/stone/bs_281.png
682		UI/icon/item/stone/bs_282.png
683		UI/icon/item/stone/bs_283.png
684		UI/icon/item/stone/bs_284.png
685		UI/icon/item/stone/bs_285.png
686		UI/icon/item/stone/bs_286.png
687		UI/icon/item/stone/bs_287.png
688		UI/icon/item/stone/bs_288.png
689		UI/icon/item/stone/bs_289.png
690		UI/icon/item/stone/bs_290.png
701		UI/icon/item/stone/gem2yuan_1.png
702		UI/icon/item/stone/gem2yuan_2.png
703		UI/icon/item/stone/gem2yuan_3.png
704		UI/icon/item/stone/gem2yuan_4.png
705		UI/icon/item/stone/gem2yuan_5.png
706		UI/icon/item/stone/gem2yuan_6.png
707		UI/icon/item/stone/gem2yuan_7.png
708		UI/icon/item/stone/gem2yuan_8.png
709		UI/icon/item/stone/gem2yuan_9.png
710		UI/icon/item/stone/gem2yuan_10.png
711		UI/icon/item/stone/gem2yuan_11.png
712		UI/icon/item/stone/gem2yuan_12.png
751		UI/icon/item/stone/gemyuan1.png
752		UI/icon/item/stone/gemyuan2.png
753		UI/icon/item/stone/gemyuan3.png
754		UI/icon/item/stone/gemyuan4.png
755		UI/icon/item/stone/gemyuan5.png
756		UI/icon/item/stone/gemyuan6.png
757		UI/icon/item/stone/gemyuan7.png
758		UI/icon/item/stone/gemyuan8.png
759		UI/icon/item/stone/gemyuan9.png
760		UI/icon/item/stone/gemyuan10.png
761		UI/icon/item/stone/gemyuan11.png
762		UI/icon/item/stone/gemyuan12.png
763		UI/icon/item/stone/gemyuan13.png
764		UI/icon/item/stone/gemyuan14.png
765		UI/icon/item/stone/gemyuan15.png
766		UI/icon/item/stone/gemyuan16.png
767		UI/icon/item/stone/gemyuan17.png
768		UI/icon/item/stone/gemyuan18.png
769		UI/icon/item/stone/gemyuan19.png
770		UI/icon/item/stone/gemyuan20.png
771		UI/icon/item/stone/gemyuan21.png
772		UI/icon/item/stone/gemyuan22.png
801		UI/icon/item/stone/bs_071.png
802		UI/icon/item/stone/bs_072.png
803		UI/icon/item/stone/bs_073.png
804		UI/icon/item/stone/bs_074.png
805		UI/icon/item/stone/bs_075.png
806		UI/icon/item/stone/bs_076.png
807		UI/icon/item/stone/bs_077.png
808		UI/icon/item/stone/bs_078.png
809		UI/icon/item/stone/bs_079.png
810		UI/icon/item/stone/bs_080.png
811		UI/icon/item/stone/bs_081.png
812		UI/icon/item/stone/bs_082.png
813		UI/icon/item/stone/bs_083.png
814		UI/icon/item/stone/bs_084.png
815		UI/icon/item/stone/bs_085.png
816		UI/icon/item/stone/bs_086.png
817		UI/icon/item/stone/bs_087.png
818		UI/icon/item/stone/bs_088.png
819		UI/icon/item/stone/bs_089.png
820		UI/icon/item/stone/bs_090.png
821		UI/icon/item/stone/bs_091.png
822		UI/icon/item/stone/bs_092.png
823		UI/icon/item/stone/bs_093.png
824		UI/icon/item/stone/bs_094.png
825		UI/icon/item/stone/bs_095.png
826		UI/icon/item/stone/bs_096.png
827		UI/icon/item/stone/bs_097.png
828		UI/icon/item/stone/bs_098.png
829		UI/icon/item/stone/bs_099.png
830		UI/icon/item/stone/bs_100.png
831		UI/icon/item/stone/bs_101.png
832		UI/icon/item/stone/bs_102.png
833		UI/icon/item/stone/bs_103.png
834		UI/icon/item/stone/bs_104.png
835		UI/icon/item/stone/bs_105.png
836		UI/icon/item/stone/bs_106.png
837		UI/icon/item/stone/bs_107.png
838		UI/icon/item/stone/bs_108.png
839		UI/icon/item/stone/bs_109.png
840		UI/icon/item/stone/bs_110.png
841		UI/icon/item/stone/bs_111.png
842		UI/icon/item/stone/bs_112.png
843		UI/icon/item/stone/bs_113.png
844		UI/icon/item/stone/bs_114.png
845		UI/icon/item/stone/bs_115.png
846		UI/icon/item/stone/bs_116.png
847		UI/icon/item/stone/bs_117.png
848		UI/icon/item/stone/bs_118.png
849		UI/icon/item/stone/bs_119.png
850		UI/icon/item/stone/bs_120.png
851		UI/icon/item/stone/bs_121.png
852		UI/icon/item/stone/bs_122.png
853		UI/icon/item/stone/bs_123.png
854		UI/icon/item/stone/bs_124.png
855		UI/icon/item/stone/bs_125.png
856		UI/icon/item/stone/bs_126.png
857		UI/icon/item/stone/bs_127.png
858		UI/icon/item/stone/bs_128.png
861		UI/icon/item/stone/bs_291.png
862		UI/icon/item/stone/bs_292.png
863		UI/icon/item/stone/bs_293.png
864		UI/icon/item/stone/bs_294.png
865		UI/icon/item/stone/bs_295.png
866		UI/icon/item/stone/bs_296.png
867		UI/icon/item/stone/bs_297.png
868		UI/icon/item/stone/bs_298.png
869		UI/icon/item/stone/bs_299.png
870		UI/icon/item/stone/bs_300.png
871		UI/icon/item/stone/bs_301.png
872		UI/icon/item/stone/bs_302.png
873		UI/icon/item/stone/bs_303.png
874		UI/icon/item/stone/bs_304.png
875		UI/icon/item/stone/bs_305.png
876		UI/icon/item/stone/bs_306.png
877		UI/icon/item/stone/bs_307.png
878		UI/icon/item/stone/bs_308.png
879		UI/icon/item/stone/bs_309.png
880		UI/icon/item/stone/bs_310.png
901		UI/icon/item/other/hunshi.png
902		UI/icon/item/other/txlp_lv1.png
903		UI/icon/item/other/txlp_lv2.png
904		UI/icon/item/other/txlp_lv3.png
905		UI/icon/item/other/txlp_lv4.png
