Key	Group	AwardType	AwardSubType	AwardValue2	CountMin	CountMax	RandRate	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut	BindType	IgnoreNoMonthCard	bZoneSystem	bCenterSystem	bServerSystem	bZoneNotify	bCenterNotify	bServerNotify	nMinNotifyLv	nMaxNotifyLv	szZCMsg	szZCTongMsg	szServerMsg	szServerTongMsg	szTongMsg	szTeamMsg
1	1	Item	211		1	1	40000		OpenLevel99		1			1
1	1	Item	3005		1	1	110000		OpenLevel99		1			1
1	1	Item	3006		1	1	80000		OpenLevel99		1			1
1	1	MingYangJiFen			5	5	70000		OpenLevel99		1			1
1	1	Item	3001		50	50	100000		OpenLevel99		1			1
1	1	Item	3002		5	5	100000		OpenLevel99		1			1
1	1	Item	901		50	50	110000		OpenLevel99		1			1
1	1	Item	201		10	10	100000		OpenLevel99		1			1
1	1	Item	202		4	4	60000		OpenLevel99		1			1
1	1	Item	2005		5	5	100000		OpenLevel99		1			1
1	1	Coin			4888	4888	80000		OpenLevel99		1			1
1	1	Coin			10888	10888	40000		OpenLevel99		1			1
1	1	Coin			68888	68888	10000		OpenLevel99		1			1
1	1	Item	211		1	1	40000	OpenLevel99			1			1
1	1	Item	3005		1	1	110000	OpenLevel99			1			1
1	1	Item	3006		1	1	80000	OpenLevel99			1			1
1	1	MingYangJiFen			5	5	70000	OpenLevel99			1			1
1	1	Item	411		3	3	100000	OpenLevel99			1			1
1	1	Item	410		3	3	100000	OpenLevel99			1			1
1	1	Item	901		50	50	110000	OpenLevel99			1			1
1	1	Item	33010		4	4	100000	OpenLevel99			1			1
1	1	Item	202		4	4	60000	OpenLevel99			1			1
1	1	Item	671601		2	2	100000	OpenLevel99			1			1
1	1	Coin			4888	4888	80000	OpenLevel99			1			1
1	1	Coin			10888	10888	40000	OpenLevel99			1			1
1	1	Coin			68888	68888	10000	OpenLevel99			1			1
3	1	Item	213		1	1	8500		OpenLevel99		1	1		1							1			1	1	999			<i18n=55553>	<i18n=55555>	<i18n=55554>
3	1	Item	211		1	1	50000		OpenLevel99		1			1
3	1	Item	3005		2	2	120000		OpenLevel99		1			1
3	1	Item	31413		1	1	30000		OpenLevel69		1	1		1							1			1	1	999			<i18n=55553>	<i18n=55555>	<i18n=55554>
3	1	Item	31414		1	1	30000	OpenLevel69	OpenLevel99		1	1		1							1			1	1	999			<i18n=55553>	<i18n=55555>	<i18n=55554>
3	1	Item	412		1	1	130000		OpenLevel99		1			1
3	1	Item	411		6	6	130000		OpenLevel99		1			1
3	1	Item	410		6	6	130000		OpenLevel99		1			1
3	1	Item	901		80	80	130000		OpenLevel99		1			1
3	1	Item	201		15	15	110000		OpenLevel99		1			1
3	1	Item	202		5	5	50000		OpenLevel99		1			1
3	1	YuanBao			88	88	80000		OpenLevel99		1			1
3	1	YuanBao			188	188	30000		OpenLevel99		1			1
3	1	YuanBao			8888	8888	1500		OpenLevel99		1	1		1							1			1	1	999			<i18n=55553>	<i18n=55555>	<i18n=55554>
3	2	MingYangJiFen			1	1	1000000		OpenLevel99		1			1
3	1	Item	213		1	1	8500	OpenLevel99			1	1		1							1			1	1	999			<i18n=55553>	<i18n=55555>	<i18n=55554>
3	1	Item	211		1	1	50000	OpenLevel99			1			1
3	1	Item	3005		2	2	120000	OpenLevel99			1			1
3	1	Item	31419		1	1	30000	OpenLevel99	OpenLevel129		1	1		1							1			1	1	999			<i18n=55553>	<i18n=55555>	<i18n=55554>
3	1	Item	671715		1	1	30000	OpenLevel129	OpenLevel159		1	1		1							1			1	1	999			<i18n=55553>	<i18n=55555>	<i18n=55554>
3	1	Item	671716		1	1	30000	OpenLevel159	OpenLevel189		1	1		1							1			1	1	999			<i18n=55553>	<i18n=55555>	<i18n=55554>
3	1	Item	671717		1	1	30000	OpenLevel189			1	1		1							1			1	1	999			<i18n=55553>	<i18n=55555>	<i18n=55554>
3	1	Item	33012		3	3	130000	OpenLevel99			1			1
3	1	Item	411		6	6	130000	OpenLevel99			1			1
