Key	AwardType	AwardSubType	Count	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut
1	Item	650043	1				1			1		
1	Item	671613	1				1			1		
1	Item	35138	20				1			1		
2	Item	650044	1				1			1		
2	Item	671614	1				1			1		
2	Item	35138	15				1			1		
3	Item	650045	1				1			1		
3	Item	671615	1				1			1		
3	Item	35138	12				1			1		
4	Item	650046	1				1			1		
4	Item	671616	1				1			1		
4	Item	35138	10				1			1		
5	Item	650046	1				1			1		
5	Item	671617	1				1			1		
5	Item	35138	8				1			1		
6	Item	650046	1				1			1		
6	Item	671618	1				1			1		
6	Item	35138	5				1			1		
