Key	Group	AwardType	AwardSubType	CountMin	CountMax	RandRate	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut	BindType
1	1	Item	650079	1	1	1000000				1			1
2	1	Item	650079	2	2	1000000				1			1
3	1	Item	650079	1	1	1000000				1			1
4	1	Item	3006	2	2	1000000				1			1
4	2	Item	3002	10	10	1000000				1			1
4	3	Coin		18888	18888	1000000				1			1
5	1	Coin		5000	5000	55000				1			1
5	1	Item	650080	1	1	150000				1			1
5	1	Item	213	1	1	250				1			1
5	1	Item	211	1	1	2500				1			1
5	1	Item	404	1	1	2500				1			1
5	1	Item	402	1	1	2500				1			1
5	1	Item	209	1	1	25000				1			1
5	1	Item	401	10	10	122250				1			1
5	1	Item	31001	1	1	100000				1			1
5	1	Item	2005	1	1	100000				1			1
5	1	Item	207	5	5	55000				1			1
5	1	Item	201	1	1	130000				1			1
5	1	Item	407	1	1	25000				1			1
5	1	Item	3001	5	5	130000				1			1
5	1	Item	3002	1	1	100000				1			1
6	1	Item	11023	1	1	1000000				1			1
7	1	Item	16023	1	1	1000000				1			1
8	1	Item	10023	1	1	1000000				1			1
9	1	Item	211	2	2	1000000				1			1
10	1	Item	209	5	5	1000000				1			1
11	1	Item	650078	1	1	1000000				1			1
12	1	Item	18023	1	1	1000000				1			1
13	1	Item	14023	1	1	1000000				1			1
14	1	Item	211	3	3	1000000				1			1
15	1	Item	210	2	2	1000000				1			1
16	1	YuanBao		4000	4000	1000000				1			1
17	1	Item	19024	1	1	1000000				1			1
18	1	Item	12024	1	1	1000000				1			1
19	1	Item	212	1	1	1000000				1			1
20	1	Item	210	3	3	1000000				1			1
21	1	Item	650086	1	1	500000				1			1
21	1	Item	650087	1	1	500000				1			1
22	1	Item	324	1	1	7500				1			1
22	1	Item	404	1	1	2500				1			1
22	1	Item	30700	1	1	120000				1			1
22	1	Item	30701	1	1	120000				1			1
22	1	Item	402	1	1	2500				1			1
22	1	Item	202	1	1	15000				1			1
22	1	Item	209	1	1	10000				1			1
22	1	Item	401	5	5	120000				1			1
22	1	Item	31001	1	1	45000				1			1
22	1	Item	2005	1	1	45000				1			1
22	1	Item	207	5	5	52500				1			1
22	1	Item	201	1	1	95000				1			1
22	1	Item	204	1	1	95000				1			1
22	1	Item	407	1	1	25000				1			1
22	1	Item	3001	5	5	100000				1			1
22	1	Item	3002	1	1	100000				1			1
22	1	Item	901	10	10	45000				1			1
23	1	Coin		100	100	1000000				1			1
24	1	Coin		1	1	1000000				1			1
25	1	Coin		200	200	400000				1			1
25	1	Coin		500	500	250000				1			1
25	1	Coin		1000	1000	200000				1			1
25	1	Coin		2000	2000	100000				1			1
25	1	Coin		5000	5000	40000				1			1
25	1	Coin		10000	10000	10000				1			1
26	1	Coin		100	100	1000000				1
27	1	Coin		1	1	1000000				1
28	1	YuanBao		4000	4000	1000000				1			1
28	2	Item	650078	1	1	1000000				1			1
28	3	Item	19024	1	1	1000000				1			1
28	4	Item	12024	1	1	1000000				1			1
28	5	Item	11023	1	1	1000000				1			1
28	6	Item	16023	1	1	1000000				1			1
28	7	Item	18023	1	1	1000000				1			1
28	8	Item	10023	1	1	1000000				1			1
28	9	Item	14023	1	1	1000000				1			1
28	10	Item	212	1	1	1000000				1			1
28	11	Item	211	3	3	1000000				1			1
28	12	Item	210	3	3	1000000				1			1
28	13	Item	209	5	5	1000000				1			1
29	1	Item	650091	1	1	1000000				1			1
29	2	Item	650092	1	1	1000000				1			1
29	3	Item	650093	1	1	1000000				1			1
30	1	Coin		28888	28888	1000000				1			1
30	2	ZhuLuRepute		100	100	1000000				1			1
31	1	Coin		28888	28888	1000000				1			1
31	2	WuWeiRepute		100	100	1000000				1			1
32	1	Coin		28888	28888	1000000				1			1
32	2	XiaoYaoRepute		100	100	1000000				1			1
33	1	Item	650108	1	1	1000000				1			1
33	2	Item	650081	1	1	1000000				1			1
33	3	Item	650101	1	1	1000000				1			1
33	4	Item	650143	1	1	1000000				1			1
34	1	Item	650109	1	1	1000000				1			1
34	2	Item	650082	1	1	1000000				1			1
34	3	Item	650102	1	1	1000000				1			1
34	4	Item	650143	1	1	1000000				1			1
35	1	Item	650109	1	1	1000000				1			1
35	2	Item	650083	1	1	1000000				1			1
35	3	Item	650103	1	1	1000000				1			1
35	4	Item	650143	1	1	1000000				1			1
36	1	Item	650109	1	1	1000000				1			1
36	2	Item	650084	1	1	1000000				1			1
36	3	Item	650104	1	1	1000000				1			1
36	4	Item	650143	1	1	1000000				1			1
37	1	Item	650078	1	1	1000000				1			1
37	2	Item	650085	1	1	1000000				1			1
37	3	Item	650105	1	1	1000000				1			1
38	1	Item	650078	1	1	1000000				1			1
38	2	Item	650085	1	1	1000000				1			1
38	3	Item	650106	1	1	1000000				1			1
39	1	Item	650110	1	1	1000000				1			1
39	2	Item	650111	1	1	1000000				1			1
39	3	Item	650107	1	1	1000000				1			1
40	1	Item	650112	1	1	1000000				1			1
40	2	Item	650108	1	1	1000000				1			1
40	3	Item	650081	1	1	1000000				1			1
40	4	Item	650082	1	1	1000000				1			1
40	5	Item	650083	1	1	1000000				1			1
40	6	Item	650084	1	1	1000000				1			1
40	7	Item	650085	1	1	1000000				1			1
40	8	Item	650101	1	1	1000000				1			1
40	9	Item	210	1	1	1000000				1			1
41	1	Coin		5000	5000	1000000				1			1
41	2	Item	213	1	1	1000000				1			1
41	3	Item	211	1	1	1000000				1			1
41	4	Item	404	1	1	1000000				1			1
41	5	Item	402	1	1	1000000				1			1
41	6	Item	209	1	1	1000000				1			1
41	7	Item	401	1	1	1000000				1			1
41	8	Item	650080	1	1	1000000				1			1
41	9	Item	31001	1	1	1000000				1			1
41	10	Item	2005	1	1	1000000				1			1
41	11	Item	207	1	1	1000000				1			1
41	12	Item	201	1	1	1000000				1			1
41	13	Item	407	1	1	1000000				1			1
41	14	Item	3001	1	1	1000000				1			1
41	15	Item	3002	1	1	1000000				1			1
42	1	Item	324	1	1	1000000				1			1
42	2	Item	404	1	1	1000000				1			1
42	3	Item	30700	1	1	1000000				1			1
42	4	Item	30701	1	1	1000000				1			1
42	5	Item	402	1	1	1000000				1			1
42	6	Item	202	1	1	1000000				1			1
42	7	Item	209	1	1	1000000				1			1
42	8	Item	401	5	5	1000000				1			1
42	9	Item	31001	1	1	1000000				1			1
42	10	Item	2005	1	1	1000000				1			1
42	11	Item	207	5	5	1000000				1			1
42	12	Item	201	1	1	1000000				1			1
42	13	Item	204	1	1	1000000				1			1
42	14	Item	407	1	1	1000000				1			1
42	15	Item	3001	5	5	1000000				1			1
42	16	Item	3002	1	1	1000000				1			1
42	17	Item	901	10	10	1000000				1			1
43	1	Item	3006	2	2	1000000				1			1
43	2	Item	31462	1	1	1000000				1			1
43	3	Coin		12888	12888	1000000				1			1
