Key	AwardType	AwardSubType	Count	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut
1	Item	31539	1		OpenLevel59	1	1					
1	Item	31540	1	OpenLevel59	OpenLevel69	1	1					
1	Item	31541	1	OpenLevel69	OpenLevel99	1	1					
1	Item	31542	1	OpenLevel99	OpenLevel129	1	1					
1	Item	671816	1	OpenLevel129	OpenLevel159	1	1					
1	Item	671817	1	OpenLevel159	OpenLevel189	1	1					
1	Item	671818	1	OpenLevel189	OpenLevel219	1	1					
1	Item	673597	1	OpenLevel219	OpenLevel249	1	1					
1	Item	673598	1	OpenLevel249	OpenLevel279	1	1					
1	Item	673599	1	OpenLevel279		1	1					
2	Item	31569	1		OpenLevel59	1	1					
2	Item	31570	1	OpenLevel59	OpenLevel69	1	1					
2	Item	31571	1	OpenLevel69	OpenLevel99	1	1					
2	Item	31572	1	OpenLevel99	OpenLevel129	1	1					
2	Item	671813	1	OpenLevel129	OpenLevel159	1	1					
2	Item	671814	1	OpenLevel159	OpenLevel189	1	1					
2	Item	671815	1	OpenLevel189	OpenLevel219	1	1					
2	Item	673594	1	OpenLevel219	OpenLevel249	1	1					
2	Item	673595	1	OpenLevel249	OpenLevel279	1	1					
2	Item	673596	1	OpenLevel279		1	1					
3	Item	31573	1		OpenLevel59	1	1					
3	Item	31574	1	OpenLevel59	OpenLevel69	1	1					
3	Item	31575	1	OpenLevel69	OpenLevel99	1	1					
3	Item	31576	1	OpenLevel99	OpenLevel129	1	1					
3	Item	671810	1	OpenLevel129	OpenLevel159	1	1					
3	Item	671811	1	OpenLevel159	OpenLevel189	1	1					
3	Item	671812	1	OpenLevel189	OpenLevel219	1	1					
3	Item	673591	1	OpenLevel219	OpenLevel249	1	1					
3	Item	673592	1	OpenLevel249	OpenLevel279	1	1					
3	Item	673593	1	OpenLevel279		1	1					
