Key	AwardType	AwardSubType	Count	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut
1	Item	324		OpenLevel59		1	1					
1	Item	912			OpenLevel59	1	1					
1	Item	913		OpenLevel49	OpenLevel69	1	1					
1	Item	914		OpenLevel59	OpenLevel79	1	1					
1	Item	915		OpenLevel69	OpenLevel89	1	1					
1	Item	916		OpenLevel79	OpenLevel99	1	1					
1	Item	917		OpenLevel89	OpenLevel109	1	1					
1	Item	905		OpenLevel99	OpenLevel129	1	1					
1	Item	906		OpenLevel109	OpenLevel149	1	1					
1	Item	918		OpenLevel129	OpenLevel169	1	1					
1	Item	919		OpenLevel149	OpenLevel189	1	1					
1	Item	920		OpenLevel169	OpenLevel209	1	1					
1	Item	907		OpenLevel189	OpenLevel229	1	1					
1	Item	923		OpenLevel209	OpenLevel249	1	1					
1	Item	924		OpenLevel229	OpenLevel269	1	1					
1	Item	925		OpenLevel249	OpenLevel289	1	1					
1	Item	926		OpenLevel269		1	1					
1	Item	927		OpenLevel289		1	1					
1	Item	33000		OpenLevel89	OpenLevel109	1	1					
1	Item	33001		OpenLevel109	OpenLevel129	1	1					
1	Item	33002		OpenLevel129	OpenLevel149	1	1					
1	Item	33003		OpenLevel149	OpenLevel169	1	1					
1	Item	33004		OpenLevel169	OpenLevel189	1	1					
1	Item	33005		OpenLevel189	OpenLevel209	1	1					
1	Item	33006		OpenLevel209	OpenLevel229	1	1					
1	Item	33007		OpenLevel229	OpenLevel249	1	1					
1	Item	33008		OpenLevel249	OpenLevel269	1	1					
1	Item	33009		OpenLevel269	OpenLevel289	1	1					
1	Item	32999		OpenLevel289		1	1					
1	Item	31402				1	1					
1	Item	31432				1	1					
1	Item	31412				1	1					
1	Item	2013				1	1					
1	Item	338		OpenLevel59	OpenLevel79	1	1					
1	Item	339		OpenLevel69	OpenLevel89	1	1					
1	Item	340		OpenLevel79	OpenLevel99	1	1					
1	Item	341		OpenLevel89	OpenLevel109	1	1					
1	Item	342		OpenLevel99	OpenLevel119	1	1					
1	Item	343		OpenLevel109	OpenLevel129	1	1					
1	Item	344		OpenLevel119	OpenLevel139	1	1					
1	Item	3537		OpenLevel129	OpenLevel149	1	1					
1	Item	3538		OpenLevel139	OpenLevel159	1	1					
1	Item	3539		OpenLevel149	OpenLevel169	1	1					
1	Item	3540		OpenLevel159	OpenLevel179	1	1					
1	Item	3541		OpenLevel169	OpenLevel189	1	1					
1	Item	3542		OpenLevel179	OpenLevel199	1	1					
1	Item	3543		OpenLevel189	OpenLevel209	1	1					
1	Item	3544		OpenLevel199	OpenLevel219	1	1					
1	Item	3619		OpenLevel209	OpenLevel229	1	1					
1	Item	3620		OpenLevel219	OpenLevel239	1	1					
1	Item	3621		OpenLevel229	OpenLevel249	1	1					
1	Item	3622		OpenLevel239	OpenLevel259	1	1					
1	Item	3623		OpenLevel249	OpenLevel269	1	1					
1	Item	3624		OpenLevel259	OpenLevel279	1	1					
1	Item	3625		OpenLevel269	OpenLevel289	1	1					
1	Item	3626		OpenLevel279	OpenLevel299	1	1					
1	Item	3627		OpenLevel289		1	1					
1	Item	3628		OpenLevel299		1	1					
1	Item	345		OpenLevel69	OpenLevel89	1	1					
1	Item	346		OpenLevel79	OpenLevel99	1	1					
1	Item	347		OpenLevel89	OpenLevel109	1	1					
1	Item	348		OpenLevel99	OpenLevel119	1	1					
1	Item	349		OpenLevel109	OpenLevel129	1	1					
1	Item	350		OpenLevel119	OpenLevel139	1	1					
1	Item	3545		OpenLevel129	OpenLevel149	1	1					
1	Item	3546		OpenLevel139	OpenLevel159	1	1					
1	Item	3547		OpenLevel149	OpenLevel169	1	1					
1	Item	3548		OpenLevel159	OpenLevel179	1	1					
1	Item	3549		OpenLevel169	OpenLevel189	1	1					
1	Item	3550		OpenLevel179	OpenLevel199	1	1					
1	Item	3551		OpenLevel189	OpenLevel209	1	1					
1	Item	3552		OpenLevel199	OpenLevel219	1	1					
1	Item	3629		OpenLevel209	OpenLevel229	1	1					
1	Item	3630		OpenLevel219	OpenLevel239	1	1					
1	Item	3631		OpenLevel229	OpenLevel249	1	1					
1	Item	3632		OpenLevel239	OpenLevel259	1	1					
1	Item	3633		OpenLevel249	OpenLevel269	1	1					
1	Item	3634		OpenLevel259	OpenLevel279	1	1					
1	Item	3635		OpenLevel269	OpenLevel289	1	1					
1	Item	3636		OpenLevel279	OpenLevel299	1	1					
1	Item	3637		OpenLevel289		1	1					
1	Item	3638		OpenLevel299		1	1					
1	Item	380		OpenLevel89	OpenLevel109	1	1					
1	Item	381		OpenLevel99	OpenLevel119	1	1					
1	Item	382		OpenLevel109	OpenLevel129	1	1					
1	Item	383		OpenLevel119	OpenLevel139	1	1					
1	Item	3601		OpenLevel129	OpenLevel149	1	1					
1	Item	3602		OpenLevel139	OpenLevel159	1	1					
1	Item	3603		OpenLevel149	OpenLevel169	1	1					
1	Item	3604		OpenLevel159	OpenLevel179	1	1					
1	Item	3605		OpenLevel169	OpenLevel189	1	1					
1	Item	3606		OpenLevel179	OpenLevel199	1	1					
1	Item	3607		OpenLevel189	OpenLevel209	1	1					
1	Item	3608		OpenLevel199	OpenLevel219	1	1					
1	Item	3699		OpenLevel209	OpenLevel229	1	1					
1	Item	3700		OpenLevel219	OpenLevel239	1	1					
1	Item	3701		OpenLevel229	OpenLevel249	1	1					
1	Item	3702		OpenLevel239	OpenLevel259	1	1					
1	Item	3703		OpenLevel249	OpenLevel269	1	1					
1	Item	3704		OpenLevel259	OpenLevel279	1	1					
1	Item	3705		OpenLevel269	OpenLevel289	1	1					
1	Item	3706		OpenLevel279	OpenLevel299	1	1					
1	Item	3707		OpenLevel289		1	1					
1	Item	3708		OpenLevel299		1	1					
1	Item	8982		OpenLevel39	OpenLevel49	1	1					
1	Item	8983		OpenLevel49	OpenLevel59	1	1					
1	Item	8984		OpenLevel59	OpenLevel69	1	1					
1	Item	8985		OpenLevel69	OpenLevel79	1	1					
1	Item	8986		OpenLevel79	OpenLevel89	1	1					
1	Item	8987		OpenLevel89	OpenLevel99	1	1					
1	Item	8988		OpenLevel99	OpenLevel109	1	1					
1	Item	8989		OpenLevel109	OpenLevel119	1	1					
1	Item	8990		OpenLevel119	OpenLevel129	1	1					
1	Item	671821		OpenLevel129	OpenLevel139	1	1					
1	Item	671822		OpenLevel139	OpenLevel149	1	1					
1	Item	671823		OpenLevel149	OpenLevel159	1	1					
1	Item	671824		OpenLevel159	OpenLevel169	1	1					
1	Item	671825		OpenLevel169	OpenLevel179	1	1					
1	Item	671826		OpenLevel179	OpenLevel189	1	1					
1	Item	671827		OpenLevel189	OpenLevel199	1	1					
1	Item	671828		OpenLevel199	OpenLevel209	1	1					
1	Item	673600		OpenLevel209	OpenLevel219	1	1					
1	Item	673601		OpenLevel219	OpenLevel229	1	1					
1	Item	673602		OpenLevel229	OpenLevel239	1	1					
1	Item	673603		OpenLevel239	OpenLevel249	1	1					
1	Item	673604		OpenLevel249	OpenLevel259	1	1					
1	Item	673605		OpenLevel259	OpenLevel269	1	1					
1	Item	673606		OpenLevel269	OpenLevel279	1	1					
1	Item	673607		OpenLevel279	OpenLevel289	1	1					
1	Item	673608		OpenLevel289	OpenLevel299	1	1					
1	Item	673609		OpenLevel299		1	1					
1	Item	8992		OpenLevel39	OpenLevel49	1	1					
1	Item	8993		OpenLevel49	OpenLevel59	1	1					
1	Item	8994		OpenLevel59	OpenLevel69	1	1					
1	Item	8995		OpenLevel69	OpenLevel79	1	1					
1	Item	8996		OpenLevel79	OpenLevel89	1	1					
1	Item	8997		OpenLevel89	OpenLevel99	1	1					
1	Item	8998		OpenLevel99	OpenLevel109	1	1					
1	Item	8999		OpenLevel109	OpenLevel119	1	1					
1	Item	9000		OpenLevel119	OpenLevel129	1	1					
1	Item	671831		OpenLevel129	OpenLevel139	1	1					
1	Item	671832		OpenLevel139	OpenLevel149	1	1					
1	Item	671833		OpenLevel149	OpenLevel159	1	1					
1	Item	671834		OpenLevel159	OpenLevel169	1	1					
1	Item	671835		OpenLevel169	OpenLevel179	1	1					
1	Item	671836		OpenLevel179	OpenLevel189	1	1					
1	Item	671837		OpenLevel189	OpenLevel199	1	1					
1	Item	671838		OpenLevel199	OpenLevel209	1	1					
1	Item	673610		OpenLevel209	OpenLevel219	1	1					
1	Item	673611		OpenLevel219	OpenLevel229	1	1					
1	Item	673612		OpenLevel229	OpenLevel239	1	1					
1	Item	673613		OpenLevel239	OpenLevel249	1	1					
1	Item	673614		OpenLevel249	OpenLevel259	1	1					
1	Item	673615		OpenLevel259	OpenLevel269	1	1					
1	Item	673616		OpenLevel269	OpenLevel279	1	1					
1	Item	673617		OpenLevel279	OpenLevel289	1	1					
1	Item	673618		OpenLevel289	OpenLevel299	1	1					
1	Item	673619		OpenLevel299		1	1					
