NpcName	NpcTemplateId	NpcLevel	TitleID	XPos	YPos	ZPos	CanAutoPath	StandDir	NpcSeriesAuto	Removewhendeath	IsMapMonster	NpcPath	bPathRecycle	nShareType
<i18n=9211>	7215	1		8525	17095	0	0	160	-1	0	0			1
<i18n=11409>	7226	1		7100	16527	0	0	191	-1	0	0			1
<i18n=11409>	7226	1		5788	15094	0	0	191	-1	0	0			1
<i18n=11409>	7226	1		7931	15388	0	0	100	-1	0	0			1
<i18n=11409>	7226	1		6556	13663	0	0	70	-1	0	0			1
<i18n=8807>	7223	1		14374	27618	0	0	191	-1	0	0			1
<i18n=8807>	7223	1		12175	25094	0	0	191	-1	0	0			1
<i18n=8807>	7223	1		14370	24447	0	0	191	-1	0	0			1
<i18n=8807>	7223	1		16162	26118	0	0	191	-1	0	0			1
<i18n=8807>	7223	1		15210	20338	0	0	191	-1	0	0			1
<i18n=8807>	7223	1		10861	22837	0	0	191	-1	0	0			1
<i18n=8807>	7223	1		16570	22650	0	0	191	-1	0	0			1
<i18n=8807>	7223	1		13087	20298	0	0	191	-1	0	0			1
<i18n=8807>	7223	1		18566	23882	0	0	191	-1	0	0			1
