NpcName	NpcTemplateId	NpcLevel	TitleID	XPos	YPos	ZPos	CanAutoPath	StandDir	NpcSeriesAuto	Removewhendeath	IsMapMonster	NpcPath	bPathRecycle	nShareType
<i18n=6803>	9120	30		43599	137293	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		46534	131931	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		45801	130354	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		42724	137133	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		43350	136014	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		43309	134073	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		44804	130339	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		42468	131641	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		46570	134707	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		46692	133362	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		46193	136394	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		46699	130206	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		44267	132107	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		45445	133493	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		44198	135788	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		15928	116012	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		14831	120709	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		17677	116210	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		16909	114655	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		14215	122009	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		15184	114990	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		13461	118567	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		14068	116581	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		19610	116325	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		19533	120374	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		16480	118473	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		18162	120742	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		18445	118139	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		13472	120642	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		17475	122830	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		23970	106284	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		21431	104547	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		19469	109025	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		18720	102648	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		21113	106867	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		22824	102614	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		20685	100782	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		21006	108844	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		19265	104531	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		19671	106741	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		24412	104651	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		19530	101179	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		23258	107993	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		23370	100987	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		22346	108864	0	0	191	-1	0	0			1
<i18n=6803>	9120	30		30187	82319	0	0	191	-1	0	0			1
