nBatch	szType	NpcTemplateId	PosX	PosY	nCamp
1	milu	13000	18650	19953	2
1	milu	13000	19503	21146	2
1	milu	13000	17821	19875	2
1	milu	13000	18673	21183	2
1	milu	13000	18296	20550	2
1	milu	13000	18184	19193	2
1	milu	13000	17413	18772	2
1	milu	13000	19056	19199	2
1	milu	13000	19026	20570	2
1	milu	13000	19406	19914	2
2	heixiong	13003	22161	21199	2
2	heixiong	13003	23016	21244	2
2	heixiong	13003	22588	20542	2
2	heixiong	13003	23405	20634	2
2	heixiong	13003	22185	19951	2
2	heixiong	13003	23031	20009	2
2	heixiong	13003	23817	20022	2
2	heixiong	13003	22680	19352	2
2	heixiong	13003	23451	19428	2
2	heixiong	13003	23915	18843	2
3	eyu	13006	17252	13182	2
3	eyu	13006	17965	13169	2
3	eyu	13006	16750	13902	2
3	eyu	13006	17513	13917	2
3	eyu	13006	18314	13963	2
3	eyu	13006	17597	12360	2
3	eyu	13006	18429	12376	2
3	eyu	13006	18849	13246	2
3	eyu	13006	18017	11689	2
3	eyu	13006	18866	11631	2
4	huanghu	13009	22993	11078	2
4	huanghu	13009	23802	11093	2
4	huanghu	13009	22466	11811	2
4	huanghu	13009	23382	11902	2
4	huanghu	13009	24268	11887	2
4	huanghu	13009	22909	12834	2
4	huanghu	13009	23840	12849	2
4	huanghu	13009	24718	12803	2
4	huanghu	13009	23479	13674	2
4	huanghu	13009	24268	13612	2
5	huanghu	13009	22993	11078	2
5	huanghu	13009	23802	11093	2
5	huanghu	13009	22466	11811	2
5	huanghu	13009	23382	11902	2
5	huanghu	13009	24268	11887	2
5	huanghu	13009	22909	12834	2
5	huanghu	13009	23840	12849	2
5	huanghu	13009	24718	12803	2
5	huanghu	13009	23479	13674	2
5	huanghu	13009	24268	13612	2
6	huanghu	13009	22993	11078	2
6	huanghu	13009	23802	11093	2
6	huanghu	13009	22466	11811	2
6	huanghu	13009	23382	11902	2
6	huanghu	13009	24268	11887	2
6	huanghu	13009	22909	12834	2
6	huanghu	13009	23840	12849	2
6	huanghu	13009	24718	12803	2
6	huanghu	13009	23479	13674	2
6	huanghu	13009	24268	13612	2
