Level	FightPower
1	1755
2	1755
3	1755
4	1755
5	1755
6	1755
7	1755
8	1755
9	1755
10	1755
11	1755
12	1755
13	1755
14	1755
15	1755
16	1755
17	1755
18	1755
19	1755
20	1755
21	1755
22	1755
23	1755
24	1755
25	1755
26	1755
27	1755
28	1755
29	1755
30	1755
31	1755
32	1755
33	1755
34	1755
35	1755
36	1755
37	1755
38	1755
39	1755
40	2430
41	2430
42	2430
43	2430
44	2430
45	2430
46	2430
47	2430
48	2430
49	2430
50	3105
51	3105
52	3105
53	3105
54	3105
55	3105
56	3105
57	3105
58	3105
59	3105
60	3555
61	3555
62	3555
63	3555
64	3555
65	3555
66	3555
67	3555
68	3555
69	3555
70	4230
71	4230
72	4230
73	4230
74	4230
75	4230
76	4230
77	4230
78	4230
79	4230
80	4680
81	4680
82	4680
83	4680
84	4680
85	4680
86	4680
87	4680
88	4680
89	4680
90	5355
91	5355
92	5355
93	5355
94	5355
95	5355
96	5355
97	5355
98	5355
99	5355
100	5805
101	5805
102	5805
103	5805
104	5805
105	5805
106	5805
107	5805
108	5805
109	5805
110	6255
111	6255
112	6255
113	6255
114	6255
115	6255
116	6255
117	6255
118	6255
119	6255
120	6705
121	6705
122	6705
123	6705
124	6705
125	6705
126	6705
127	6705
128	6705
129	6705
130	6705
131	6705
132	6705
133	6705
134	6705
135	6705
136	6705
137	6705
138	6705
139	6705
140	6705
141	6705
142	6705
143	6705
144	6705
145	6705
146	6705
147	6705
148	6705
149	6705
150	6705
151	6705
152	6705
153	6705
154	6705
155	6705
156	6705
157	6705
158	6705
159	6705
160	6705
161	6705
162	6705
163	6705
164	6705
165	6705
166	6705
167	6705
168	6705
169	6705
170	6705
171	6705
172	6705
173	6705
174	6705
175	6705
176	6705
177	6705
178	6705
179	6705
180	6705
181	6705
182	6705
183	6705
184	6705
185	6705
186	6705
187	6705
188	6705
189	6705
190	6705
191	6705
192	6705
193	6705
194	6705
195	6705
196	6705
197	6705
198	6705
199	6705
200	6705
