Level	FightPower
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	1350
51	1350
52	1350
53	1350
54	1350
55	1350
56	1350
57	1350
58	1350
59	1350
60	5800
61	5800
62	5800
63	5800
64	5800
65	5800
66	5800
67	5800
68	5800
69	5800
70	16625
71	16625
72	16625
73	16625
74	16625
75	16625
76	16625
77	16625
78	16625
79	16625
80	34750
81	34750
82	34750
83	34750
84	34750
85	34750
86	34750
87	34750
88	34750
89	34750
90	52500
91	52500
92	52500
93	52500
94	52500
95	52500
96	52500
97	52500
98	52500
99	52500
100	70250
101	70250
102	70250
103	70250
104	70250
105	70250
106	70250
107	70250
108	70250
109	70250
110	88500
111	88500
112	88500
113	88500
114	88500
115	88500
116	88500
117	88500
118	88500
119	88500
120	96000
121	96000
122	96000
123	96000
124	96000
125	96000
126	96000
127	96000
128	96000
129	96000
130	96000
131	96000
132	96000
133	96000
134	96000
135	96000
136	96000
137	96000
138	96000
139	96000
140	96000
141	96000
142	96000
143	96000
144	96000
145	96000
146	96000
147	96000
148	96000
149	96000
150	96000
151	96000
152	96000
153	96000
154	96000
155	96000
156	96000
157	96000
158	96000
159	96000
160	96000
161	96000
162	96000
163	96000
164	96000
165	96000
166	96000
167	96000
168	96000
169	96000
170	96000
171	96000
172	96000
173	96000
174	96000
175	96000
176	96000
177	96000
178	96000
179	96000
180	96000
181	96000
182	96000
183	96000
184	96000
185	96000
186	96000
187	96000
188	96000
189	96000
190	96000
191	96000
192	96000
193	96000
194	96000
195	96000
196	96000
197	96000
198	96000
199	96000
200	96000
