Level	FightPower
1	2816
2	2816
3	2816
4	2816
5	2816
6	2816
7	2816
8	2816
9	2816
10	2816
11	2816
12	2816
13	2816
14	2816
15	2816
16	2816
17	2816
18	2816
19	2816
20	2816
21	2816
22	2816
23	2816
24	2816
25	2816
26	2816
27	2816
28	2816
29	2816
30	2816
31	2816
32	2816
33	2816
34	2816
35	2816
36	2816
37	2816
38	2816
39	2816
40	4608
41	4608
42	4608
43	4608
44	4608
45	4608
46	4608
47	4608
48	4608
49	4608
50	6656
51	6656
52	6656
53	6656
54	6656
55	6656
56	6656
57	6656
58	6656
59	6656
60	8960
61	8960
62	8960
63	8960
64	8960
65	8960
66	8960
67	8960
68	8960
69	8960
70	11520
71	11520
72	11520
73	11520
74	11520
75	11520
76	11520
77	11520
78	11520
79	11520
80	14336
81	14336
82	14336
83	14336
84	14336
85	14336
86	14336
87	14336
88	14336
89	14336
90	17408
91	17408
92	17408
93	17408
94	17408
95	17408
96	17408
97	17408
98	17408
99	17408
100	20736
101	20736
102	20736
103	20736
104	20736
105	20736
106	20736
107	20736
108	20736
109	20736
110	24320
111	24320
112	24320
113	24320
114	24320
115	24320
116	24320
117	24320
118	24320
119	24320
120	27168
121	27168
122	27168
123	27168
124	27168
125	27168
126	27168
127	27168
128	27168
129	27168
130	27168
131	27168
132	27168
133	27168
134	27168
135	27168
136	27168
137	27168
138	27168
139	27168
140	27168
141	27168
142	27168
143	27168
144	27168
145	27168
146	27168
147	27168
148	27168
149	27168
150	27168
151	27168
152	27168
153	27168
154	27168
155	27168
156	27168
157	27168
158	27168
159	27168
160	27168
161	27168
162	27168
163	27168
164	27168
165	27168
166	27168
167	27168
168	27168
169	27168
170	27168
171	27168
172	27168
173	27168
174	27168
175	27168
176	27168
177	27168
178	27168
179	27168
180	27168
181	27168
182	27168
183	27168
184	27168
185	27168
186	27168
187	27168
188	27168
189	27168
190	27168
191	27168
192	27168
193	27168
194	27168
195	27168
196	27168
197	27168
198	27168
199	27168
200	27168
