Level	FightPower
1	0
2	1
3	2
4	3
5	4
6	5
7	6
8	7
9	8
10	9
11	10
12	11
13	12
14	13
15	14
16	15
17	16
18	17
19	18
20	19
21	20
22	21
23	22
24	23
25	24
26	25
27	26
28	27
29	28
30	29
31	30
32	31
33	32
34	33
35	34
36	35
37	36
38	37
39	38
40	5689
41	5689
42	5689
43	5689
44	5689
45	5689
46	5689
47	5689
48	5689
49	5689
50	13265
51	13265
52	13265
53	13265
54	13265
55	13265
56	13265
57	13265
58	13265
59	13265
60	22099
61	22099
62	22099
63	22099
64	22099
65	22099
66	22099
67	22099
68	22099
69	22099
70	42301
71	42301
72	42301
73	42301
74	42301
75	42301
76	42301
77	42301
78	42301
79	42301
80	58095
81	58095
82	58095
83	58095
84	58095
85	58095
86	58095
87	58095
88	58095
89	58095
90	95782
91	95782
92	95782
93	95782
94	95782
95	95782
96	95782
97	95782
98	95782
99	95782
100	124211
101	124211
102	124211
103	124211
104	124211
105	124211
106	124211
107	124211
108	124211
109	124211
110	183434
111	183434
112	183434
113	183434
114	183434
115	183434
116	183434
117	183434
118	183434
119	183434
120	211494
121	211494
122	211494
123	211494
124	211494
125	211494
126	211494
127	211494
128	211494
129	211494
130	211494
131	211494
132	211494
133	211494
134	211494
135	211494
136	211494
137	211494
138	211494
139	211494
140	211494
141	211494
142	211494
143	211494
144	211494
145	211494
146	211494
147	211494
148	211494
149	211494
150	211494
151	211494
152	211494
153	211494
154	211494
155	211494
156	211494
157	211494
158	211494
159	211494
160	211494
161	211494
162	211494
163	211494
164	211494
165	211494
166	211494
167	211494
168	211494
169	211494
170	211494
171	211494
172	211494
173	211494
174	211494
175	211494
176	211494
177	211494
178	211494
179	211494
180	211494
181	211494
182	211494
183	211494
184	211494
185	211494
186	211494
187	211494
188	211494
189	211494
190	211494
191	211494
192	211494
193	211494
194	211494
195	211494
196	211494
197	211494
198	211494
199	211494
200	211494
