Level	FightPower
1	1445
2	1445
3	1445
4	1445
5	1445
6	1445
7	1445
8	1445
9	1445
10	1445
11	1445
12	1445
13	1445
14	1445
15	1445
16	1445
17	1445
18	1445
19	1445
20	1445
21	1445
22	1445
23	1445
24	1445
25	1445
26	1445
27	1445
28	1445
29	1445
30	1445
31	1445
32	1445
33	1445
34	1445
35	1445
36	1445
37	1445
38	1445
39	1445
40	22438
41	22438
42	22438
43	22438
44	22438
45	22438
46	22438
47	22438
48	22438
49	22438
50	94438
51	94438
52	94438
53	94438
54	94438
55	94438
56	94438
57	94438
58	94438
59	94438
60	134938
61	134938
62	134938
63	134938
64	134938
65	134938
66	134938
67	134938
68	134938
69	134938
70	202438
71	202438
72	202438
73	202438
74	202438
75	202438
76	202438
77	202438
78	202438
79	202438
80	337438
81	337438
82	337438
83	337438
84	337438
85	337438
86	337438
87	337438
88	337438
89	337438
90	375125
91	375125
92	375125
93	375125
94	375125
95	375125
96	375125
97	375125
98	375125
99	375125
100	412812
101	412812
102	412812
103	412812
104	412812
105	412812
106	412812
107	412812
108	412812
109	412812
110	450499
111	450499
112	450499
113	450499
114	450499
115	450499
116	450499
117	450499
118	450499
119	450499
120	522797
121	522797
122	522797
123	522797
124	522797
125	522797
126	522797
127	522797
128	522797
129	522797
130	522797
131	522797
132	522797
133	522797
134	522797
135	522797
136	522797
137	522797
138	522797
139	522797
140	522797
141	522797
142	522797
143	522797
144	522797
145	522797
146	522797
147	522797
148	522797
149	522797
150	522797
151	522797
152	522797
153	522797
154	522797
155	522797
156	522797
157	522797
158	522797
159	522797
160	522797
161	522797
162	522797
163	522797
164	522797
165	522797
166	522797
167	522797
168	522797
169	522797
170	522797
171	522797
172	522797
173	522797
174	522797
175	522797
176	522797
177	522797
178	522797
179	522797
180	522797
181	522797
182	522797
183	522797
184	522797
185	522797
186	522797
187	522797
188	522797
189	522797
190	522797
191	522797
192	522797
193	522797
194	522797
195	522797
196	522797
197	522797
198	522797
199	522797
200	522797
