Level	FightPower
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	2700
61	2700
62	2700
63	2700
64	2700
65	2700
66	2700
67	2700
68	2700
69	2700
70	2700
71	2700
72	2700
73	2700
74	2700
75	2700
76	2700
77	2700
78	2700
79	2700
80	7200
81	7200
82	7200
83	7200
84	7200
85	7200
86	7200
87	7200
88	7200
89	7200
90	7200
91	7200
92	7200
93	7200
94	7200
95	7200
96	7200
97	7200
98	7200
99	7200
100	13500
101	13500
102	13500
103	13500
104	13500
105	13500
106	13500
107	13500
108	13500
109	13500
110	13500
111	13500
112	13500
113	13500
114	13500
115	13500
116	13500
117	13500
118	13500
119	13500
120	19800
121	19800
122	19800
123	19800
124	19800
125	19800
126	19800
127	19800
128	19800
129	19800
130	19800
131	19800
132	19800
133	19800
134	19800
135	19800
136	19800
137	19800
138	19800
139	19800
140	19800
141	19800
142	19800
143	19800
144	19800
145	19800
146	19800
147	19800
148	19800
149	19800
150	19800
151	19800
152	19800
153	19800
154	19800
155	19800
156	19800
157	19800
158	19800
159	19800
160	19800
161	19800
162	19800
163	19800
164	19800
165	19800
166	19800
167	19800
168	19800
169	19800
170	19800
171	19800
172	19800
173	19800
174	19800
175	19800
176	19800
177	19800
178	19800
179	19800
180	19800
181	19800
182	19800
183	19800
184	19800
185	19800
186	19800
187	19800
188	19800
189	19800
190	19800
191	19800
192	19800
193	19800
194	19800
195	19800
196	19800
197	19800
198	19800
199	19800
200	19800
