Key	Group	AwardType	AwardSubType	CountMin	CountMax	RandRate	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut
1	1	Item	1142	6	6	1000000				1			1
2	1	Item	1142	10	10	1000000				1			1
3	1	Item	1142	14	14	1000000				1			1
4	1	Item	1151	1	1	80000				1			1
4	1	Item	1154	1	1	90000				1			1
4	1	Item	1155	1	1	90000				1			1
4	1	Item	1156	1	1	90000				1			1
4	1	Item	1157	1	1	90000				1			1
4	1	Item	1158	1	1	90000				1			1
4	1	Item	1159	1	1	90000				1			1
4	1	Item	1160	1	1	90000				1			1
4	1	Item	1161	1	1	90000				1			1
4	1	Item	1162	1	1	20000				1			1
4	1	Item	1163	1	1	30000				1			1
4	1	Item	1164	1	1	50000				1			1
4	1	Item	1165	1	1	100000				1			1
5	1	Item	1152	1	1	80000				1			1
5	1	Item	1154	1	1	90000				1			1
5	1	Item	1155	1	1	90000				1			1
5	1	Item	1156	1	1	90000				1			1
5	1	Item	1157	1	1	90000				1			1
5	1	Item	1158	1	1	90000				1			1
5	1	Item	1159	1	1	90000				1			1
5	1	Item	1160	1	1	90000				1			1
5	1	Item	1161	1	1	90000				1			1
5	1	Item	1162	1	1	20000				1			1
5	1	Item	1163	1	1	30000				1			1
5	1	Item	1164	1	1	50000				1			1
5	1	Item	1165	1	1	100000				1			1
6	1	Item	1153	1	1	80000				1			1
6	1	Item	1154	1	1	90000				1			1
6	1	Item	1155	1	1	90000				1			1
6	1	Item	1156	1	1	90000				1			1
6	1	Item	1157	1	1	90000				1			1
6	1	Item	1158	1	1	90000				1			1
6	1	Item	1159	1	1	90000				1			1
6	1	Item	1160	1	1	90000				1			1
6	1	Item	1161	1	1	90000				1			1
6	1	Item	1162	1	1	20000				1			1
6	1	Item	1163	1	1	30000				1			1
6	1	Item	1164	1	1	50000				1			1
6	1	Item	1165	1	1	100000				1			1
7	1	Item	1150	1	1	80000				1			1
7	1	Item	1154	1	1	90000				1			1
7	1	Item	1155	1	1	90000				1			1
7	1	Item	1156	1	1	90000				1			1
7	1	Item	1157	1	1	90000				1			1
7	1	Item	1158	1	1	90000				1			1
7	1	Item	1159	1	1	90000				1			1
7	1	Item	1160	1	1	90000				1			1
7	1	Item	1161	1	1	90000				1			1
7	1	Item	1162	1	1	20000				1			1
7	1	Item	1163	1	1	30000				1			1
7	1	Item	1164	1	1	50000				1			1
7	1	Item	1165	1	1	100000				1			1
8	1	Item	1153	1	1	80000				1			1
8	1	Item	1154	1	1	90000				1			1
8	1	Item	1155	1	1	90000				1			1
8	1	Item	1156	1	1	90000				1			1
8	1	Item	1157	1	1	90000				1			1
8	1	Item	1158	1	1	90000				1			1
8	1	Item	1159	1	1	90000				1			1
8	1	Item	1160	1	1	90000				1			1
8	1	Item	1161	1	1	90000				1			1
8	1	Item	1162	1	1	20000				1			1
8	1	Item	1163	1	1	30000				1			1
8	1	Item	1164	1	1	50000				1			1
8	1	Item	1165	1	1	100000				1			1
9	1	Item	1152	1	1	80000				1			1
9	1	Item	1154	1	1	90000				1			1
9	1	Item	1155	1	1	90000				1			1
9	1	Item	1156	1	1	90000				1			1
9	1	Item	1157	1	1	90000				1			1
9	1	Item	1158	1	1	90000				1			1
9	1	Item	1159	1	1	90000				1			1
9	1	Item	1160	1	1	90000				1			1
9	1	Item	1161	1	1	90000				1			1
9	1	Item	1162	1	1	20000				1			1
9	1	Item	1163	1	1	30000				1			1
9	1	Item	1164	1	1	50000				1			1
9	1	Item	1165	1	1	100000				1			1
10	1	Item	1151	1	1	80000				1			1
10	1	Item	1154	1	1	90000				1			1
10	1	Item	1155	1	1	90000				1			1
10	1	Item	1156	1	1	90000				1			1
10	1	Item	1157	1	1	90000				1			1
10	1	Item	1158	1	1	90000				1			1
10	1	Item	1159	1	1	90000				1			1
10	1	Item	1160	1	1	90000				1			1
10	1	Item	1161	1	1	90000				1			1
10	1	Item	1162	1	1	20000				1			1
10	1	Item	1163	1	1	30000				1			1
10	1	Item	1164	1	1	50000				1			1
10	1	Item	1165	1	1	100000				1			1
11	1	Item	1150	1	1	80000				1			1
11	1	Item	1154	1	1	90000				1			1
11	1	Item	1155	1	1	90000				1			1
11	1	Item	1156	1	1	90000				1			1
11	1	Item	1157	1	1	90000				1			1
11	1	Item	1158	1	1	90000				1			1
11	1	Item	1159	1	1	90000				1			1
11	1	Item	1160	1	1	90000				1			1
11	1	Item	1161	1	1	90000				1			1
11	1	Item	1162	1	1	20000				1			1
11	1	Item	1163	1	1	30000				1			1
11	1	Item	1164	1	1	50000				1			1
11	1	Item	1165	1	1	100000				1			1
12	1	Item	1148	1	1	40000				1			1
12	1	Item	1151	1	1	240000				1			1
12	1	Item	1154	1	1	75000				1			1
12	1	Item	1155	1	1	75000				1			1
12	1	Item	1156	1	1	75000				1			1
12	1	Item	1157	1	1	75000				1			1
12	1	Item	1158	1	1	75000				1			1
12	1	Item	1159	1	1	75000				1			1
12	1	Item	1160	1	1	75000				1			1
12	1	Item	1161	1	1	75000				1			1
12	1	Item	1162	1	1	60000				1			1
12	1	Item	1163	1	1	60000				1			1
13	1	Item	1148	1	1	40000				1			1
13	1	Item	1152	1	1	240000				1			1
13	1	Item	1154	1	1	75000				1			1
13	1	Item	1155	1	1	75000				1			1
13	1	Item	1156	1	1	75000				1			1
13	1	Item	1157	1	1	75000				1			1
13	1	Item	1158	1	1	75000				1			1
13	1	Item	1159	1	1	75000				1			1
13	1	Item	1160	1	1	75000				1			1
13	1	Item	1161	1	1	75000				1			1
13	1	Item	1162	1	1	60000				1			1
13	1	Item	1163	1	1	60000				1			1
14	1	Item	1149	1	1	40000				1			1
14	1	Item	1153	1	1	240000				1			1
14	1	Item	1154	1	1	75000				1			1
14	1	Item	1155	1	1	75000				1			1
14	1	Item	1156	1	1	75000				1			1
14	1	Item	1157	1	1	75000				1			1
14	1	Item	1158	1	1	75000				1			1
14	1	Item	1159	1	1	75000				1			1
14	1	Item	1160	1	1	75000				1			1
14	1	Item	1161	1	1	75000				1			1
14	1	Item	1162	1	1	60000				1			1
