Batch	NpcType	NpcTemplateId	PosX	PosY	NpcSeriesAuto	ReqDeath	nTarget
0	0	3429	42235	60240	-1	0	1
1	0	3337	29743	36071	-1	0	1
1	0	3337	30328	36603	-1	0	1
1	0	3337	30913	36069	-1	0	1
1	0	3337	29802	35123	-1	0	1
1	0	3337	30418	34489	-1	0	1
1	0	3337	30974	35083	-1	0	1
1	0	3352	29770	31853	-1	0	2
1	0	3352	30511	31778	-1	0	2
1	0	3352	31302	31729	-1	0	2
1	0	3352	29765	30503	-1	0	2
1	0	3352	30498	30203	-1	0	2
1	0	3352	31361	30053	-1	0	2
1	0	3353	26747	25828	-1	0	3
1	0	3353	27247	25328	-1	0	3
1	0	3353	27755	25703	-1	0	3
1	0	3353	27294	24353	-1	0	3
1	0	3353	26796	23803	-1	0	3
1	0	3353	27831	23703	-1	0	3
1	0	3323	21923	27276	-1	0	4
1	0	3323	22801	27260	-1	0	4
1	0	3323	23628	27218	-1	0	4
1	0	3318	22043	25128	-1	0	4
1	0	3318	22848	25095	-1	0	4
1	0	3318	23666	25091	-1	0	4
1	0	3403	22394	26106	-1	0	4
1	0	3403	23307	26041	-1	0	4
2	0	3466	16512	38342	-1	0	0
2	0	3466	16557	30065	-1	0	0
2	0	3466	21137	30948	-1	0	0
2	0	3466	15733	32733	-1	0	0
2	0	3466	15610	36048	-1	0	0
2	0	3466	18729	41142	-1	0	0
2	0	3466	21108	39848	-1	0	0
2	0	3466	20245	28770	-1	0	0
2	0	3466	18189	27041	-1	0	0
2	0	3466	21318	33433	-1	0	0
2	0	3466	18635	29328	-1	0	0
2	0	3466	17956	39009	-1	0	0
2	0	3466	19473	38825	-1	0	0
2	0	3466	21255	37621	-1	0	0
3	0	3406	18893	33526	-1	1	5
