Batch	NpcType	NpcTemplateId	PosX	PosY	NpcSeriesAuto	ReqDeath	nTarget
1	0	3426	28792	68067	-1	0	0
2	0	3331	23416	64642	-1	1	1
2	0	3331	25812	63449	-1	1	1
2	0	3331	24363	65566	-1	1	1
2	0	3331	25200	62615	-1	1	1
2	0	3331	24911	64339	-1	1	1
2	0	3331	24351	62239	-1	1	1
2	0	3331	24059	63786	-1	1	1
2	0	3331	25922	64644	-1	1	1
2	0	3331	25466	65548	-1	1	1
2	0	3331	23463	62716	-1	1	1
3	0	3331	15102	52075	-1	1	2
3	0	3331	16356	50964	-1	1	2
3	0	3331	15479	48845	-1	1	2
3	0	3331	14745	49751	-1	1	2
3	0	3331	17217	50446	-1	1	2
3	0	3331	16958	52076	-1	1	2
3	0	3331	15558	50331	-1	1	2
3	0	3331	14617	51092	-1	1	2
3	0	3331	16418	49123	-1	1	2
3	0	3331	16032	52273	-1	1	2
4	0	3331	18910	32853	-1	1	3
4	0	3331	19908	33702	-1	1	3
4	0	3331	17431	35923	-1	1	3
4	0	3331	20412	35182	-1	1	3
4	0	3331	18160	34655	-1	1	3
4	0	3331	17976	32299	-1	1	3
4	0	3331	17199	33670	-1	1	3
4	0	3331	18447	36551	-1	1	3
4	0	3331	19203	35292	-1	1	3
4	0	3331	19763	36891	-1	1	3
5	0	3331	26975	29303	-1	1	4
5	0	3331	27899	28567	-1	1	4
5	0	3331	29623	30297	-1	1	4
5	0	3331	27742	30614	-1	1	4
5	0	3331	29214	27220	-1	1	4
5	0	3331	27078	27485	-1	1	4
5	0	3331	28808	28989	-1	1	4
5	0	3331	30039	28667	-1	1	4
5	0	3331	27999	26785	-1	1	4
5	0	3331	28664	30959	-1	1	4
