Key	Group	AwardType	AwardSubType	CountMin	CountMax	RandRate	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut
1	1	Item	2018	3	3	300000				1					
1	1	Item	2018	4	4	500000				1					
1	1	Item	2018	6	6	200000				1					
2	1	Item	2018	1	1	200000				1					
2	1	Item	2018	2	2	400000				1					
2	1	Item	2018	3	3	400000				1					
3	1	Item	2018	25	25	150000				1					
3	2	Item	2018	30	30	300000				1					
3	3	Item	2018	40	40	200000				1					
3	4	Item	2018	50	50	200000				1					
3	5	Item	2018	80	80	150000				1					
4	1	Item	2018	20	20	1000000				1					
5	1	Item	2018	10	10	1000000				1					
