Key	AwardType	AwardSubType	Count	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut
5	Item	1256	3			1	1				
6	Item	1256	5			1	1				
11	Item	1256	4			1	1				
12	Item	1256	10			1	1				
17	Item	1256	4			1	1				
18	Item	1256	10			1	1				
23	Item	1256	4			1	1				
24	Item	1256	10			1	1				
25	Item	1256	10			1	1				
30	Item	1256	4			1	1				
31	Item	1256	10			1	1				
32	Item	1256	10			1	1				
43	Item	5447	1			1	1				
44	Item	5447	1			1	1				
45	Item	5447	1			1	1				
46	Item	5447	1			1	1				
36	Item	5547	1			1	1				
37	Item	5547	1			1	1				
38	Item	5547	1			1	1				
39	Item	5547	1			1	1				
29	Item	5546	1			1	1				
30	Item	5546	1			1	1				
31	Item	5546	1			1	1				
32	Item	5546	1			1	1				
22	Item	5545	1			1	1				
23	Item	5545	1			1	1				
24	Item	5545	1			1	1				
25	Item	5545	1			1	1				
16	Item	5544	1			1	1				
17	Item	5544	1			1	1				
18	Item	5544	1			1	1				
8	Item	5543	1			1	1				
9	Item	5543	1			1	1				
10	Item	5543	3			1	1				
11	Item	5543	3			1	1				
12	Item	5543	3			1	1				
99	Item	20233	1			1	1				
38	Item	20639	1			1	1				
39	Item	20639	2			1	1				
45	Item	20639	1			1	1				
46	Item	20639	2			1	1				
24	Item	20333	1			1	1				
25	Item	20333	2			1	1				
31	Item	20333	1			1	1				
32	Item	20333	2			1	1				
30	Item	20638	1			1	1				
36	Item	20638	1			1	1				
37	Item	20638	1			1	1				
43	Item	20638	1			1	1				
44	Item	20638	1			1	1				
23	Item	20332	1			1	1				
35	Item	20332	1			1	1				
42	Item	20332	1			1	1				
27	Item	20637	1			1	1				
28	Item	20637	2			1	1				
29	Item	20637	2			1	1				
34	Item	20637	1			1	1				
41	Item	20637	1			1	1				
20	Item	20331	1			1	1				
21	Item	20331	2			1	1				
22	Item	20331	2			1	1				
35	Item	20348	20			1	1				
42	Item	20348	20			1	1				
3	Item	1335	2			1	1				
4	Item	1335	3			1	1				
13	Item	1335	1			1	1				
14	Item	1335	1			1	1				
19	Item	1335	2			1	1				
20	Item	1335	2			1	1				
26	Item	1335	2			1	1				
27	Item	1335	2			1	1				
33	Item	1335	2			1	1				
34	Item	1335	2			1	1				
40	Item	1335	2			1	1				
41	Item	1335	2			1	1				
1	Item	1334	1			1	1				
2	Item	1334	2			1	1				
7	Item	1334	1			1	1				
99	Item	1334	1			1	1				
6	Item	2165	5			1	1				
11	Item	2165	1			1	1				
12	Item	2165	3			1	1				
17	Item	2165	1			1	1				
18	Item	2165	3			1	1				
22	Item	2165	1			1	1				
29	Item	2165	1			1	1				
36	Item	2165	1			1	1				
43	Item	2165	1			1	1				
1	Contrib		1000			1	1				
2	Contrib		1500			1	1				
3	Contrib		2000			1	1				
7	Contrib		2000			1	1				
8	Contrib		2000			1	1				
10	Contrib		2500			1	1				
13	Contrib		1000			1	1				
14	Contrib		2000			1	1				
15	Contrib		3000			1	1				
16	Contrib		3000			1	1				
19	Contrib		1000			1	1				
20	Contrib		1000			1	1				
21	Contrib		3000			1	1				
26	Contrib		1000			1	1				
27	Contrib		1000			1	1				
28	Contrib		3000			1	1				
33	Contrib		1000			1	1				
34	Contrib		1000			1	1				
40	Contrib		1000			1	1				
41	Contrib		1000			1	1				
4	Item	2164	3			1	1				
5	Item	2164	5			1	1				
6	Item	2164	10			1	1				
7	Item	2164	1			1	1				
8	Item	2164	1			1	1				
9	Item	2164	2			1	1				
10	Item	2164	3			1	1				
14	Item	2164	1			1	1				
15	Item	2164	2			1	1				
16	Item	2164	3			1	1				
99	Item	2164	1			1	1				
39	Item	1396	1			1	1				
45	Item	1396	1			1	1				
46	Item	1396	1			1	1				
22	Item	1395	1			1	1				
23	Item	1395	1			1	1				
24	Item	1395	1			1	1				
25	Item	1395	2			1	1				
29	Item	1395	1			1	1				
30	Item	1395	1			1	1				
31	Item	1395	1			1	1				
32	Item	1395	2			1	1				
35	Item	1395	1			1	1				
36	Item	1395	1			1	1				
37	Item	1395	1			1	1				
38	Item	1395	1			1	1				
42	Item	1395	1			1	1				
43	Item	1395	1			1	1				
44	Item	1395	1			1	1				
9	Item	1394	1			1	1				
10	Item	1394	4			1	1				
15	Item	1394	2			1	1				
16	Item	1394	4			1	1				
21	Item	1394	2			1	1				
28	Item	1394	2			1	1				
1	Item	2163	1			1	1				
2	Item	2163	2			1	1				
3	Item	2163	3			1	1				
39	Item	20712	3			1	1				
46	Item	20712	3			1	1				
37	Item	20711	10			1	1				
38	Item	20711	25			1	1				
44	Item	20711	10			1	1				
45	Item	20711	22			1	1				
13	Item	785	5			1	1				
19	Item	785	5			1	1				
26	Item	785	5			1	1				
33	Item	785	5			1	1				
40	Item	785	5			1	1				
4	Item	1969	20			1	1				
5	Item	1969	20			1	1				
11	Item	1969	20			1	1				
17	Item	1969	20			1	1				
4	Item	1968	20			1	1				
5	Item	1968	25			1	1				
6	Item	1968	30			1	1				
12	Item	1968	20			1	1				
18	Item	1968	20			1	1				
