Key	Group	AwardType	AwardSubType	CountMin	CountMax	RandRate	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut
2904	1	Item	20092	1	1	225000			1	1				
2905	1	Item	20093	1	1	225000			1	1				
2906	1	Item	20094	1	1	225000			1	1				
2907	1	Item	20098	1	1	225000			1	1				
1	1	Item	20378	1	1	225000			1	1				
2904	1	Item	20093	1	1	45000			1	1				
2905	1	Item	20098	1	1	45000			1	1				
2906	1	Item	20092	1	1	45000			1	1				
2907	1	Item	20094	1	1	45000			1	1				
1	1	Item	20093	1	1	45000			1	1				
2904	1	Item	2904	1	1	5000			1	1				
2905	1	Item	2905	1	1	5000			1	1				
2906	1	Item	2906	1	1	5000			1	1				
2907	1	Item	2907	1	1	5000			1	1				
1	1	Item	2909	1	1	5000			1	1				
2904	1	Item	20070	1	1	50000			1	1				
2905	1	Item	20070	1	1	50000			1	1				
2906	1	Item	20070	1	1	50000			1	1				
2907	1	Item	20070	1	1	50000			1	1				
1	1	Item	20070	1	1	50000			1	1				
2904	1	Contrib		1000	1000	125000			1	1				
2905	1	Contrib		1000	1000	125000			1	1				
2906	1	Contrib		1000	1000	125000			1	1				
2907	1	Contrib		1000	1000	125000			1	1				
1	1	Contrib		1000	1000	125000			1	1				
2904	1	Item	786	3	3	75000			1	1				
2905	1	Item	786	3	3	75000			1	1				
2906	1	Item	786	3	3	75000			1	1				
2907	1	Item	786	3	3	75000			1	1				
1	1	Item	786	3	3	75000			1	1				
2904	1	Item	785	3	3	75000			1	1				
2905	1	Item	785	3	3	75000			1	1				
2906	1	Item	785	3	3	75000			1	1				
2907	1	Item	785	3	3	75000			1	1				
1	1	Item	785	3	3	75000			1	1				
2904	1	Item	1969	2	2	100000			1	1				
2905	1	Item	1969	2	2	100000			1	1				
2906	1	Item	1969	2	2	100000			1	1				
2907	1	Item	1969	2	2	100000			1	1				
1	1	Item	1969	2	2	100000			1	1				
2904	1	Item	1968	2	2	100000			1	1				
2905	1	Item	1968	2	2	100000			1	1				
2906	1	Item	1968	2	2	100000			1	1				
2907	1	Item	1968	2	2	100000			1	1				
1	1	Item	1968	2	2	100000			1	1				
2904	1	Item	222	5	5	200000			1	1				
2905	1	Item	222	5	5	200000			1	1				
2906	1	Item	222	5	5	200000			1	1				
2907	1	Item	222	5	5	200000			1	1				
1	1	Item	222	5	5	200000			1	1				
2904	2	Item	20092	5	5	225000			1	1				
2905	2	Item	20093	5	5	225000			1	1				
2906	2	Item	20094	5	5	225000			1	1				
2907	2	Item	20098	5	5	225000			1	1				
2	2	Item	20378	5	5	225000			1	1				
2904	2	Item	20093	5	5	45000			1	1				
2905	2	Item	20098	5	5	45000			1	1				
2906	2	Item	20092	5	5	45000			1	1				
2907	2	Item	20094	5	5	45000			1	1				
2	2	Item	20093	5	5	45000			1	1				
2904	2	Item	2904	1	1	27000			1	1				
2905	2	Item	2905	1	1	27000			1	1				
2906	2	Item	2906	1	1	27000			1	1				
2907	2	Item	2907	1	1	27000			1	1				
2	2	Item	2909	1	1	27000			1	1				
2904	2	Item	20070	5	5	50000			1	1				
2905	2	Item	20070	5	5	50000			1	1				
2906	2	Item	20070	5	5	50000			1	1				
2907	2	Item	20070	5	5	50000			1	1				
2	2	Item	20070	5	5	50000			1	1				
2904	2	Contrib		5000	5000	120000			1	1				
2905	2	Contrib		5000	5000	120000			1	1				
2906	2	Contrib		5000	5000	120000			1	1				
2907	2	Contrib		5000	5000	120000			1	1				
2	2	Contrib		5000	5000	120000			1	1				
2904	2	Item	786	10	10	75000			1	1				
2905	2	Item	786	10	10	75000			1	1				
2906	2	Item	786	10	10	75000			1	1				
2907	2	Item	786	10	10	75000			1	1				
2	2	Item	786	10	10	75000			1	1				
2904	2	Item	785	10	10	75000			1	1				
2905	2	Item	785	10	10	75000			1	1				
2906	2	Item	785	10	10	75000			1	1				
2907	2	Item	785	10	10	75000			1	1				
2	2	Item	785	10	10	75000			1	1				
2904	2	Item	1969	10	10	100000			1	1				
2905	2	Item	1969	10	10	100000			1	1				
2906	2	Item	1969	10	10	100000			1	1				
2907	2	Item	1969	10	10	100000			1	1				
2	2	Item	1969	10	10	100000			1	1				
2904	2	Item	1968	10	10	83000			1	1				
2905	2	Item	1968	10	10	83000			1	1				
2906	2	Item	1968	10	10	83000			1	1				
2907	2	Item	1968	10	10	83000			1	1				
2	2	Item	1968	10	10	83000			1	1				
2904	2	Item	222	10	10	200000			1	1				
2905	2	Item	222	10	10	200000			1	1				
2906	2	Item	222	10	10	200000			1	1				
2907	2	Item	222	10	10	200000			1	1				
2	2	Item	222	10	10	200000			1	1				
