NpcName	NpcTemplateId	NpcLevel	TitleID	XPos	YPos	ZPos	CanAutoPath	StandDir	NpcSeriesAuto	Removewhendeath	IsMapMonster	NpcPath	bPathRecycle	nShareType	ShowName	LevelSettingKey
<i18n=14621>	9216	90		50377	47800	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		37606	70658	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		43995	70545	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		44086	68248	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		41191	68005	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		43298	66693	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		42141	65802	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		40197	65928	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		38396	66933	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		39818	73731	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		42169	71093	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		42468	67849	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		39888	67974	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		57160	95438	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		59020	90442	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		55798	92962	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		57726	89604	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		54513	91323	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		58575	94747	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		54385	95901	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		57340	97519	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		59904	92359	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		57024	90997	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		58378	92692	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		79005	118305	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		77798	110696	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		74908	117139	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		77690	115036	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		75245	112679	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		77466	118837	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		74873	114891	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		78974	111053	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		76560	113389	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		76412	116587	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		53204	121648	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		54164	120510	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		54896	118126	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		55073	115521	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		53783	114230	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		50190	114131	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		48946	121101	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		50006	122305	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		53272	116540	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		51795	120296	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		50486	119941	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		52232	115854	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		55272	82756	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		56663	83179	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		57656	77201	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		58840	75393	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		55596	76269	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		60334	78234	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		54470	80727	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		60001	82433	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		58667	80295	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		59959	76484	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		54634	78532	0	0	191	-1	0	0			1		maplevel190
<i18n=673>	9213	90		58773	77575	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		79883	137138	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		81512	136463	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		83222	138470	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		85019	135904	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		85646	131780	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		79379	131945	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		81853	131699	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		86135	133825	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		81420	138840	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		79021	134865	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		83186	132479	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		82805	129761	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		98064	113459	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		101190	115113	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		99455	114470	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		100805	108749	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		100738	112695	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		102715	108177	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		101909	107720	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		98119	108145	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		98164	110675	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		99666	109805	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		99350	106528	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		102098	109827	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		99335	112102	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		93869	71787	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		95287	71780	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		96375	70937	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		97015	64436	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		93000	63602	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		92015	66110	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		92431	70233	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		93157	68931	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		94586	69382	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		95884	63230	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		94795	65653	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		103592	59438	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		102911	57761	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		104529	54975	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		108177	59145	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		105171	53158	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		104539	58603	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		103916	54300	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		107242	60591	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		108666	57465	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		106720	53164	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		107218	54974	0	0	191	-1	0	0			1		maplevel190
<i18n=6957>	9214	90		107762	54036	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		103991	40859	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		104173	38420	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		105388	34984	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		104715	32540	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		103027	32503	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		100572	33820	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		105350	37350	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		100103	38904	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		100884	40846	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		101566	38706	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		101794	32812	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		94222	41994	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		90051	41954	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		93103	40983	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		95073	45936	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		91509	49016	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		88974	44288	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		90399	48405	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		93745	45870	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		92786	48437	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		93562	43355	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		94117	47325	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		83364	34805	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		85801	37443	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		88096	35302	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		83360	32730	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		85635	29818	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		85897	31705	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		84446	35108	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		87124	35253	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		84834	32568	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		86785	30075	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		86887	32524	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		65024	63659	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		66787	64150	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		68360	63643	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		63338	57088	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		63776	62910	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		66284	59549	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		68417	57514	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		69248	56216	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		67016	55577	0	0	191	-1	0	0			1		maplevel190
<i18n=767>	9215	90		69847	58412	0	0	191	-1	0	0			1		maplevel190
<i18n=14621>	9216	90		51813	48578	0	0	191	-1	0	0			1		maplevel190
<i18n=14621>	9216	90		54675	46581	0	0	191	-1	0	0			1		maplevel190
<i18n=14621>	9216	90		54205	40798	0	0	191	-1	0	0			1		maplevel190
<i18n=14621>	9216	90		49614	45845	0	0	191	-1	0	0			1		maplevel190
<i18n=14621>	9216	90		54523	42392	0	0	191	-1	0	0			1		maplevel190
<i18n=14621>	9216	90		49740	43659	0	0	191	-1	0	0			1		maplevel190
<i18n=14621>	9216	90		50788	44943	0	0	191	-1	0	0			1		maplevel190
<i18n=14621>	9216	90		51102	46636	0	0	191	-1	0	0			1		maplevel190
<i18n=14621>	9216	90		53584	44194	0	0	191	-1	0	0			1		maplevel190
<i18n=14621>	9216	90		53292	42564	0	0	191	-1	0	0			1		maplevel190
<i18n=14621>	9216	90		51360	40642	0	0	191	-1	0	0			1		maplevel190
<i18n=14621>	9216	90		52648	40652	0	0	191	-1	0	0			1		maplevel190
<i18n=14621>	9216	90		25025	59392	0	0	191	-1	0	0			1		maplevel190
<i18n=14621>	9216	90		27846	60706	0	0	191	-1	0	0			1		maplevel190
<i18n=14621>	9216	90		29772	59792	0	0	191	-1	0	0			1		maplevel190
<i18n=14621>	9216	90		30651	58361	0	0	191	-1	0	0			1		maplevel190
<i18n=14621>	9216	90		30192	53376	0	0	191	-1	0	0			1		maplevel190
<i18n=14621>	9216	90		27227	52627	0	0	191	-1	0	0			1		maplevel190
<i18n=14621>	9216	90		25806	55291	0	0	191	-1	0	0			1		maplevel190
