Key	Group	AwardType	AwardSubType	CountMin	CountMax	RandRate	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut
1	1	Item	209	1	1	260000
1	1	Item	211	1	1	100000
1	1	Item	901	20	20	150000
1	1	Item	901	50	50	100000
1	1	Coin		3000	3000	150000
1	1	Coin		5000	5000	100000
1	1	Item	301014	1	1	1591
1	1	Item	301114	1	1	1591
1	1	Item	301214	1	1	1591
1	1	Item	301314	1	1	1591
1	1	Item	301414	1	1	1591
1	1	Item	301514	1	1	1591
1	1	Item	301614	1	1	1591
1	1	Item	301714	1	1	1591
1	1	Item	301814	1	1	1591
1	1	Item	301914	1	1	1591
1	1	Item	302014	1	1	1591
1	1	Item	302114	1	1	1591
1	1	Item	302214	1	1	1591
1	1	Item	302314	1	1	1591
1	1	Item	302414	1	1	1591
1	1	Item	302514	1	1	1591
1	1	Item	302614	1	1	1591
1	1	Item	302714	1	1	1591
1	1	Item	302814	1	1	1591
1	1	Item	302914	1	1	1591
1	1	Item	303014	1	1	1591
1	1	Item	303114	1	1	1591
1	1	Item	303214	1	1	1591
1	1	Item	303314	1	1	1591
1	1	Item	303414	1	1	1591
1	1	Item	303514	1	1	1591
1	1	Item	303614	1	1	1591
1	1	Item	303714	1	1	1591
1	1	Item	303814	1	1	1591
1	1	Item	303914	1	1	1591
1	1	Item	304014	1	1	1591
1	1	Item	304114	1	1	1591
1	1	Item	304214	1	1	1591
1	1	Item	304314	1	1	1591
1	1	Item	304414	1	1	1591
1	1	Item	304514	1	1	1591
1	1	Item	304614	1	1	1591
1	1	Item	304714	1	1	1591
1	1	Item	304814	1	1	1591
1	1	Item	304914	1	1	1591
1	1	Item	305014	1	1	1590
1	1	Item	305114	1	1	1590
1	1	Item	305214	1	1	1590
1	1	Item	305314	1	1	1590
1	1	JingHuo		100	100	40000
1	1	JingHuo		200	200	30000
2	1	Item	209	1	1	260000
2	1	Item	211	1	1	100000
2	1	Item	901	20	20	150000
2	1	Item	901	50	50	100000
2	1	Coin		3000	3000	150000
2	1	Coin		5000	5000	100000
2	1	Item	301014	1	1	1591
2	1	Item	301114	1	1	1591
2	1	Item	301214	1	1	1591
2	1	Item	301314	1	1	1591
2	1	Item	301414	1	1	1591
2	1	Item	301514	1	1	1591
2	1	Item	301614	1	1	1591
