Key	AwardType	AwardSubType	Count	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut
1001	Item	207	1				1			1
1002	Coin		200				1			1
1003	KinContrib		50				1			1
1004	Item	3001	2				1			1
1005	Item	3002	1				1			1
1006	KinContrib		50				1			1
1007	Item	901	10				1			1
1008	Item	209	1				1			1
1009	Coin		200				1			1
1010	Item	3001	2				1			1
1011	Item	3002	1				1			1
1012	Item	901	10				1			1
1013	Item	3003	1				1			1
1014	Item	209	1				1			1
1015	KinContrib		50				1			1
1016	Coin		200				1			1
1017	Item	3003	1				1			1
1018	Item	3001	2				1			1
1019	Item	3002	1				1			1
1020	KinContrib		100				1			1
1021	Item	207	1				1			1
1022	Coin		200				1			1
1023	KinContrib		50				1			1
1024	Item	3001	2				1			1
1025	Item	3002	1				1			1
1026	KinContrib		50				1			1
1027	Item	901	10				1			1
1028	Item	209	1				1			1
1029	Coin		200				1			1
1030	Item	3001	2				1			1
1031	Item	3002	1				1			1
1032	Item	901	10				1			1
1033	Item	3003	1				1			1
1034	Item	209	1				1			1
1035	KinContrib		50				1			1
1036	Coin		200				1			1
1037	Item	3003	1				1			1
1038	Item	3001	2				1			1
1039	Item	3002	1				1			1
1040	KinContrib		100				1			1
1041	Item	207	1				1			1
1042	Coin		200				1			1
1043	KinContrib		50				1			1
1044	Item	3001	2				1			1
1045	Item	3002	1				1			1
1046	KinContrib		50				1			1
1047	Item	901	10				1			1
1048	Item	209	1				1			1
1049	Coin		200				1			1
1050	Item	3001	2				1			1
1051	Item	3002	1				1			1
1052	Item	901	10				1			1
1053	Item	3003	1				1			1
1054	Item	209	1				1			1
1055	KinContrib		50				1			1
1056	Coin		200				1			1
1057	Item	3003	1				1			1
1058	Item	3001	2				1			1
1059	Item	3002	1				1			1
1060	KinContrib		100				1			1
1061	Item	201	1				1			1
1062	Coin		200				1			1
1063	KinContrib		50				1			1
1064	Item	3001	2				1			1
1065	Item	3002	1				1			1
1066	KinContrib		50				1			1
1067	Item	901	10				1			1
1068	Item	209	1				1			1
1069	Coin		200				1			1
1070	Item	3001	2				1			1
1071	Item	3002	1				1			1
1072	Item	901	10				1			1
1073	Item	3003	1				1			1
1074	Item	209	1				1			1
1075	KinContrib		50				1			1
1076	Coin		200				1			1
1077	Item	31001	1				1			1
1078	Item	3001	2				1			1
1079	Item	3002	1				1			1
1080	Item	3006	1				1			1
1081	Item	201	1				1			1
1082	Coin		200				1			1
1083	KinContrib		50				1			1
1084	Item	3001	2				1			1
1085	Item	3002	1				1			1
1086	KinContrib		50				1			1
1087	Item	901	20				1			1
1088	Item	209	1				1			1
1089	Coin		200				1			1
1090	Item	3001	2				1			1
1091	Item	3002	1				1			1
1092	Item	901	20				1			1
1093	Item	31001	1				1			1
1094	Item	209	1				1			1
1095	KinContrib		50				1			1
1096	Coin		200				1			1
1097	Item	3003	1				1			1
1098	Item	3001	2				1			1
1099	Item	3002	1				1			1
1100	Item	3006	1				1			1
2001	Item	207	4				1			1
2002	Coin		800				1			1
2003	KinContrib		200				1			1
2004	Item	3001	8				1			1
2005	Item	3002	2				1			1
2006	KinContrib		200				1			1
2007	Item	901	40				1			1
2008	Item	209	4				1			1
2009	Coin		800				1			1
2010	Item	3001	8				1			1
2011	Item	3002	2				1			1
2012	Item	901	40				1			1
2013	Item	3003	4				1			1
2014	Item	209	4				1			1
2015	KinContrib		200				1			1
2016	Coin		800				1			1
2017	Item	3003	4				1			1
2018	Item	3001	8				1			1
2019	Item	3002	2				1			1
2020	KinContrib		400				1			1
2021	Item	207	4				1			1
2022	Coin		800				1			1
2023	KinContrib		200				1			1
2024	Item	3001	8				1			1
2025	Item	3002	2				1			1
2026	KinContrib		200				1			1
2027	Item	901	40				1			1
2028	Item	209	4				1			1
2029	Coin		800				1			1
2030	Item	3001	8				1			1
2031	Item	3002	2				1			1
2032	Item	901	40				1			1
2033	Item	3003	4				1			1
2034	Item	209	4				1			1
2035	KinContrib		200				1			1
2036	Coin		800				1			1
2037	Item	3003	4				1			1
2038	Item	3001	8				1			1
2039	Item	3002	2				1			1
2040	KinContrib		400				1			1
2041	Item	207	4				1			1
2042	Coin		800				1			1
2043	KinContrib		200				1			1
2044	Item	3001	8				1			1
2045	Item	3002	2				1			1
2046	KinContrib		200				1			1
2047	Item	901	40				1			1
2048	Item	209	4				1			1
2049	Coin		800				1			1
2050	Item	3001	8				1			1
2051	Item	3002	2				1			1
2052	Item	901	40				1			1
2053	Item	3003	4				1			1
2054	Item	209	4				1			1
2055	KinContrib		200				1			1
2056	Coin		800				1			1
2057	Item	3003	4				1			1
2058	Item	3001	8				1			1
2059	Item	3002	2				1			1
2060	KinContrib		400				1			1
2061	Item	201	4				1			1
2062	Coin		800				1			1
2063	KinContrib		200				1			1
2064	Item	3001	8				1			1
2065	Item	3002	2				1			1
