NpcName	NpcTemplateId	NpcLevel	TitleID	XPos	YPos	ZPos	CanAutoPath	StandDir	NpcSeriesAuto	Removewhendeath	IsMapMonster	NpcPath	bPathRecycle	nShareType	ShowName	LevelSettingKey
<i18n=12187>	9040	50		65876	51624	0	0	191	-1	0	0			1		
<i18n=3442>	9041	50		118021	99696	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		24802	151176	0	0	191	-1	0	0			1		
<i18n=13027>	11033	1		72424	57035	0	0	191	-1	0	0					
<i18n=13027>	11033	1		76551	57278	0	0	191	-1	0	0					
<i18n=13027>	11033	1		79274	56022	0	0	191	-1	0	0					
<i18n=7108>	11034	1		34847	71266	0	0	191	-1	0	0					
<i18n=7108>	11034	1		33011	73103	0	0	191	-1	0	0					
<i18n=7108>	11034	1		31850	75591	0	0	191	-1	0	0					
<i18n=4788>	11037	1		75731	58778	0	0	191	-1	0	0					
<i18n=4788>	11037	1		72401	59064	0	0	191	-1	0	0					
<i18n=4788>	11037	1		79800	57662	0	0	191	-1	0	0					
<i18n=11671>	11036	1		34204	74102	0	0	191	-1	0	0					
<i18n=11671>	11036	1		35906	72164	0	0	191	-1	0	0					
<i18n=11671>	11036	1		32905	76846	0	0	191	-1	0	0					
<i18n=944>	9042	50		23371	151028	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		22226	150042	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		21694	146190	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		23313	144346	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		25187	143491	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		24947	145224	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		26539	145596	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		26154	149113	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		27866	147620	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		26437	150818	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		27737	149575	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		26269	147400	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		26799	143820	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		23312	149144	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		24899	119146	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		26102	121090	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		22928	118930	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		24552	121284	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		21576	118356	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		21981	122468	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		24922	116977	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		26511	115103	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		27779	118690	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		27559	120202	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		26417	119104	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		23329	123258	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		26077	122964	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		23144	121095	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		27218	121600	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		39128	89033	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		37118	91346	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		35545	89742	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		34789	88138	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		34659	86000	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		35016	84043	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		35782	82387	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		37495	82560	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		40545	84683	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		40704	87300	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		38629	91570	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		36499	88664	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		40509	90903	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		37802	89498	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		38843	83275	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		46549	74194	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		43961	74360	0	0	191	-1	0	0			1		
<i18n=944>	9042	50		44481	70306	0	0	191	-1	0	0			1		
