Batch	NpcType	NpcTemplateId	PosX	PosY	NpcSeriesAuto	ReqDeath	nTarget
1	0	3311	19601	33591	-1	1	1
1	0	3311	18935	36390	-1	1	1
1	0	3309	19778	35385	-1	1	1
1	0	3311	19702	37697	-1	1	1
1	0	3311	20776	38137	-1	1	1
1	0	3311	21706	36915	-1	1	1
1	0	3311	20488	36635	-1	1	1
1	0	3311	21397	35358	-1	1	1
1	0	3311	18721	34685	-1	1	1
1	0	3311	20752	34157	-1	1	1
1	0	3311	16927	23849	-1	1	2
1	0	3311	18094	23551	-1	1	2
1	0	3310	15772	26284	-1	1	2
1	0	3311	16073	24764	-1	1	2
1	0	3311	17811	25214	-1	1	2
1	0	3311	18983	25053	-1	1	2
1	0	3311	18544	26523	-1	1	2
1	0	3311	17726	27547	-1	1	2
1	0	3311	16563	27563	-1	1	2
1	0	3311	16987	26142	-1	1	2
1	0	3311	26727	20573	-1	1	3
1	0	3311	23701	20786	-1	1	3
1	0	3311	25007	20775	-1	1	3
1	0	3309	25810	21684	-1	1	3
1	0	3311	24999	23226	-1	1	3
1	0	3311	26936	22249	-1	1	3
1	0	3311	24491	19385	-1	1	3
1	0	3311	24116	22275	-1	1	3
1	0	3311	26185	23456	-1	1	3
1	0	3311	25647	19456	-1	1	3
1	0	3311	30422	30776	-1	1	4
1	0	3311	30715	31914	-1	1	4
1	0	3311	29506	28372	-1	1	4
1	0	3311	30468	28646	-1	1	4
1	0	3310	29913	29718	-1	1	4
1	0	3311	28727	29353	-1	1	4
1	0	3311	29694	31832	-1	1	4
1	0	3311	28881	30803	-1	1	4
1	0	3311	31271	29599	-1	1	4
1	0	3311	31409	30829	-1	1	4
