nTemplateId	nExtAttrNum	nExtAttrGroupId	nLianHuaExp	nSkillId	nSkillLv	nOrder	nSeries	nSilver	nFightPower	nQualityLevel
660101	2	1	313	10707	1	1	9	31300	2650
660102	2	1	319	10707	2	2	9	31900	2930
660103	2	1	325	10707	3	3	9	32500	3015
660104	3	1	488	10707	4	4	9	48800	4520
660105	3	1	498	10707	5	5	9	49800	4650
660106	3	1	506	10707	6	6	9	50600	4775
660107	4	1	675	10707	7	7	9	67500	6365
660108	4	1	688	10707	8	8	9	68800	6535
660109	4	1	700	10707	9	9	9	70000	6705
660110	5	1	875	10707	10	10	9	87500	8380
660111	5	1	888	10707	11	11	9	88800	8550
660201	2	1	313	10709	1	1	9	31300	2650
660202	2	1	319	10709	2	2	9	31900	2930
660203	2	1	325	10709	3	3	9	32500	3015
660204	3	1	488	10709	4	4	9	48800	4520
660205	3	1	498	10709	5	5	9	49800	4650
660206	3	1	506	10709	6	6	9	50600	4775
660207	4	1	675	10709	7	7	9	67500	6365
660208	4	1	688	10709	8	8	9	68800	6535
660209	4	1	700	10709	9	9	9	70000	6705
660210	5	1	875	10709	10	10	9	87500	8380
660211	5	1	888	10709	11	11	9	88800	8550
660301	2	2	313	10711	1	1	10	31300	2650
660302	2	2	319	10711	2	2	10	31900	2930
660303	2	2	325	10711	3	3	10	32500	3015
660304	3	2	488	10711	4	4	10	48800	4520
660305	3	2	498	10711	5	5	10	49800	4650
660306	3	2	506	10711	6	6	10	50600	4775
660307	4	2	675	10711	7	7	10	67500	6365
660308	4	2	688	10711	8	8	10	68800	6535
660309	4	2	700	10711	9	9	10	70000	6705
660310	5	2	875	10711	10	10	10	87500	8380
660311	5	2	888	10711	11	11	10	88800	8550
660401	2	2	313	10713	1	1	10	31300	2650
660402	2	2	319	10713	2	2	10	31900	2930
660403	2	2	325	10713	3	3	10	32500	3015
660404	3	2	488	10713	4	4	10	48800	4520
660405	3	2	498	10713	5	5	10	49800	4650
660406	3	2	506	10713	6	6	10	50600	4775
660407	4	2	675	10713	7	7	10	67500	6365
660408	4	2	688	10713	8	8	10	68800	6535
660409	4	2	700	10713	9	9	10	70000	6705
660410	5	2	875	10713	10	10	10	87500	8380
660411	5	2	888	10713	11	11	10	88800	8550
660501	2	2	313	10715	1	1	10	31300	2650
660502	2	2	319	10715	2	2	10	31900	2930
660503	2	2	325	10715	3	3	10	32500	3015
660504	3	2	488	10715	4	4	10	48800	4520
660505	3	2	498	10715	5	5	10	49800	4650
660506	3	2	506	10715	6	6	10	50600	4775
660507	4	2	675	10715	7	7	10	67500	6365
660508	4	2	688	10715	8	8	10	68800	6535
660509	4	2	700	10715	9	9	10	70000	6705
660510	5	2	875	10715	10	10	10	87500	8380
660511	5	2	888	10715	11	11	10	88800	8550
660601	2	3	313	10717	1	1	11	31300	2650
660602	2	3	319	10717	2	2	11	31900	2930
660603	2	3	325	10717	3	3	11	32500	3015
660604	3	3	488	10717	4	4	11	48800	4520
660605	3	3	498	10717	5	5	11	49800	4650
660606	3	3	506	10717	6	6	11	50600	4775
660607	4	3	675	10717	7	7	11	67500	6365
660608	4	3	688	10717	8	8	11	68800	6535
660609	4	3	700	10717	9	9	11	70000	6705
660610	5	3	875	10717	10	10	11	87500	8380
660611	5	3	888	10717	11	11	11	88800	8550
660701	2	3	313	10719	1	1	11	31300	2650
660702	2	3	319	10719	2	2	11	31900	2930
660703	2	3	325	10719	3	3	11	32500	3015
660704	3	3	488	10719	4	4	11	48800	4520
660705	3	3	498	10719	5	5	11	49800	4650
660706	3	3	506	10719	6	6	11	50600	4775
660707	4	3	675	10719	7	7	11	67500	6365
660708	4	3	688	10719	8	8	11	68800	6535
660709	4	3	700	10719	9	9	11	70000	6705
660710	5	3	875	10719	10	10	11	87500	8380
660711	5	3	888	10719	11	11	11	88800	8550
660801	2	3	313	10721	1	1	11	31300	2650
660802	2	3	319	10721	2	2	11	31900	2930
660803	2	3	325	10721	3	3	11	32500	3015
660804	3	3	488	10721	4	4	11	48800	4520
660805	3	3	498	10721	5	5	11	49800	4650
660806	3	3	506	10721	6	6	11	50600	4775
660807	4	3	675	10721	7	7	11	67500	6365
660808	4	3	688	10721	8	8	11	68800	6535
660809	4	3	700	10721	9	9	11	70000	6705
660810	5	3	875	10721	10	10	11	87500	8380
660811	5	3	888	10721	11	11	11	88800	8550
660901	2	4	313	10723	1	1	12	31300	2650
660902	2	4	319	10723	2	2	12	31900	2930
660903	2	4	325	10723	3	3	12	32500	3015
660904	3	4	488	10723	4	4	12	48800	4520
660905	3	4	498	10723	5	5	12	49800	4650
660906	3	4	506	10723	6	6	12	50600	4775
660907	4	4	675	10723	7	7	12	67500	6365
660908	4	4	688	10723	8	8	12	68800	6535
660909	4	4	700	10723	9	9	12	70000	6705
660910	5	4	875	10723	10	10	12	87500	8380
660911	5	4	888	10723	11	11	12	88800	8550
661001	2	4	313	10725	1	1	12	31300	2650
661002	2	4	319	10725	2	2	12	31900	2930
661003	2	4	325	10725	3	3	12	32500	3015
661004	3	4	488	10725	4	4	12	48800	4520
661005	3	4	498	10725	5	5	12	49800	4650
661006	3	4	506	10725	6	6	12	50600	4775
661007	4	4	675	10725	7	7	12	67500	6365
661008	4	4	688	10725	8	8	12	68800	6535
661009	4	4	700	10725	9	9	12	70000	6705
661010	5	4	875	10725	10	10	12	87500	8380
661011	5	4	888	10725	11	11	12	88800	8550
661101	2	4	313	10727	1	1	12	31300	2650
661102	2	4	319	10727	2	2	12	31900	2930
661103	2	4	325	10727	3	3	12	32500	3015
661104	3	4	488	10727	4	4	12	48800	4520
661105	3	4	498	10727	5	5	12	49800	4650
661106	3	4	506	10727	6	6	12	50600	4775
661107	4	4	675	10727	7	7	12	67500	6365
661108	4	4	688	10727	8	8	12	68800	6535
661109	4	4	700	10727	9	9	12	70000	6705
661110	5	4	875	10727	10	10	12	87500	8380
661111	5	4	888	10727	11	11	12	88800	8550
661201	2	4	313	10729	1	1	12	31300	2650
661202	2	4	319	10729	2	2	12	31900	2930
661203	2	4	325	10729	3	3	12	32500	3015
661204	3	4	488	10729	4	4	12	48800	4520
661205	3	4	498	10729	5	5	12	49800	4650
661206	3	4	506	10729	6	6	12	50600	4775
661207	4	4	675	10729	7	7	12	67500	6365
661208	4	4	688	10729	8	8	12	68800	6535
661209	4	4	700	10729	9	9	12	70000	6705
661210	5	4	875	10729	10	10	12	87500	8380
661211	5	4	888	10729	11	11	12	88800	8550
661301	2	5	313	10731	1	1	13	31300	2650
661302	2	5	319	10731	2	2	13	31900	2930
661303	2	5	325	10731	3	3	13	32500	3015
661304	3	5	488	10731	4	4	13	48800	4520
661305	3	5	498	10731	5	5	13	49800	4650
661306	3	5	506	10731	6	6	13	50600	4775
661307	4	5	675	10731	7	7	13	67500	6365
661308	4	5	688	10731	8	8	13	68800	6535
661309	4	5	700	10731	9	9	13	70000	6705
661310	5	5	875	10731	10	10	13	87500	8380
661311	5	5	888	10731	11	11	13	88800	8550
670101	2	1	63			1	9	6300	530
670102	2	1	64			2	9	6400	585
670103	2	1	65			3	9	6500	605
670104	3	1	98			4	9	9800	905
670105	3	1	100			5	9	10000	930
670106	3	1	101			6	9	10100	955
670107	4	1	135			7	9	13500	1275
670108	4	1	138			8	9	13800	1305
670109	4	1	140			9	9	14000	1340
670110	5	1	175			10	9	17500	1675
670111	5	1	178			11	9	17800	1710
670201	2	2	63			1	10	6300	530
670202	2	2	64			2	10	6400	585
670203	2	2	65			3	10	6500	605
670204	3	2	98			4	10	9800	905
670205	3	2	100			5	10	10000	930
670206	3	2	101			6	10	10100	955
670207	4	2	135			7	10	13500	1275
670208	4	2	138			8	10	13800	1305
670209	4	2	140			9	10	14000	1340
670210	5	2	175			10	10	17500	1675
670211	5	2	178			11	10	17800	1710
670301	2	3	63			1	11	6300	530
670302	2	3	64			2	11	6400	585
670303	2	3	65			3	11	6500	605
670304	3	3	98			4	11	9800	905
670305	3	3	100			5	11	10000	930
670306	3	3	101			6	11	10100	955
670307	4	3	135			7	11	13500	1275
670308	4	3	138			8	11	13800	1305
670309	4	3	140			9	11	14000	1340
670310	5	3	175			10	11	17500	1675
670311	5	3	178			11	11	17800	1710
670401	2	4	63			1	12	6300	530
670402	2	4	64			2	12	6400	585
670403	2	4	65			3	12	6500	605
670404	3	4	98			4	12	9800	905
670405	3	4	100			5	12	10000	930
670406	3	4	101			6	12	10100	955
670407	4	4	135			7	12	13500	1275
670408	4	4	138			8	12	13800	1305
670409	4	4	140			9	12	14000	1340
670410	5	4	175			10	12	17500	1675
670411	5	4	178			11	12	17800	1710
670501	2	5	63			1	13	6300	530
670502	2	5	64			2	13	6400	585
670503	2	5	65			3	13	6500	605
670504	3	5	98			4	13	9800	905
670505	3	5	100			5	13	10000	930
670506	3	5	101			6	13	10100	955
670507	4	5	135			7	13	13500	1275
670508	4	5	138			8	13	13800	1305
670509	4	5	140			9	13	14000	1340
670510	5	5	175			10	13	17500	1675
670511	5	5	178			11	13	17800	1710
670601	2	6	23			1	9	2300	95
670602	2	6	23			2	9	2300	105
670603	2	6	24			3	9	2400	110
670604	3	6	35			4	9	3500	160
670605	3	6	35			5	9	3500	165
670606	3	6	36			6	9	3600	170
670607	4	6	49			7	9	4900	225
670608	4	6	49			8	9	4900	235
670609	4	6	50			9	9	5000	240
670610	5	6	63			10	9	6300	300
670611	5	6	64			11	9	6400	305
670701	2	7	23			1	10	2300	95
670702	2	7	23			2	10	2300	105
670703	2	7	24			3	10	2400	110
670704	3	7	35			4	10	3500	160
670705	3	7	35			5	10	3500	165
670706	3	7	36			6	10	3600	170
670707	4	7	49			7	10	4900	225
670708	4	7	49			8	10	4900	235
670709	4	7	50			9	10	5000	240
670710	5	7	63			10	10	6300	300
670711	5	7	64			11	10	6400	305
670801	2	8	23			1	11	2300	95
670802	2	8	23			2	11	2300	105
670803	2	8	24			3	11	2400	110
670804	3	8	35			4	11	3500	160
670805	3	8	35			5	11	3500	165
670806	3	8	36			6	11	3600	170
670807	4	8	49			7	11	4900	225
670808	4	8	49			8	11	4900	235
670809	4	8	50			9	11	5000	240
670810	5	8	63			10	11	6300	300
670811	5	8	64			11	11	6400	305
670901	2	9	23			1	12	2300	95
670902	2	9	23			2	12	2300	105
670903	2	9	24			3	12	2400	110
670904	3	9	35			4	12	3500	160
670905	3	9	35			5	12	3500	165
670906	3	9	36			6	12	3600	170
670907	4	9	49			7	12	4900	225
670908	4	9	49			8	12	4900	235
670909	4	9	50			9	12	5000	240
670910	5	9	63			10	12	6300	300
670911	5	9	64			11	12	6400	305
671001	2	10	23			1	13	2300	95
671002	2	10	23			2	13	2300	105
671003	2	10	24			3	13	2400	110
671004	3	10	35			4	13	3500	160
671005	3	10	35			5	13	3500	165
671006	3	10	36			6	13	3600	170
671007	4	10	49			7	13	4900	225
671008	4	10	49			8	13	4900	235
671009	4	10	50			9	13	5000	240
671010	5	10	63			10	13	6300	300
671011	5	10	64			11	13	6400	305
671101	2	11	10			1	9	1000	40
671102	2	11	11			2	9	1100	45
671103	2	11	11			3	9	1100	45
671104	3	11	16			4	9	1600	70
671105	3	11	16			5	9	1600	70
671106	3	11	18			6	9	1800	70
671107	4	11	23			7	9	2300	95
671108	4	11	23			8	9	2300	100
671109	4	11	24			9	9	2400	100
671110	5	11	29			10	9	2900	125
671111	5	11	30			11	9	3000	130
671201	2	12	10			1	10	1000	40
671202	2	12	11			2	10	1100	45
671203	2	12	11			3	10	1100	45
671204	3	12	16			4	10	1600	70
671205	3	12	16			5	10	1600	70
671206	3	12	18			6	10	1800	70
671207	4	12	23			7	10	2300	95
671208	4	12	23			8	10	2300	100
671209	4	12	24			9	10	2400	100
671210	5	12	29			10	10	2900	125
671211	5	12	30			11	10	3000	130
671301	2	13	10			1	11	1000	40
671302	2	13	11			2	11	1100	45
671303	2	13	11			3	11	1100	45
671304	3	13	16			4	11	1600	70
671305	3	13	16			5	11	1600	70
671306	3	13	18			6	11	1800	70
671307	4	13	23			7	11	2300	95
671308	4	13	23			8	11	2300	100
671309	4	13	24			9	11	2400	100
671310	5	13	29			10	11	2900	125
671311	5	13	30			11	11	3000	130
671401	2	14	10			1	12	1000	40
671402	2	14	11			2	12	1100	45
671403	2	14	11			3	12	1100	45
671404	3	14	16			4	12	1600	70
671405	3	14	16			5	12	1600	70
671406	3	14	18			6	12	1800	70
671407	4	14	23			7	12	2300	95
671408	4	14	23			8	12	2300	100
671409	4	14	24			9	12	2400	100
671410	5	14	29			10	12	2900	125
671411	5	14	30			11	12	3000	130
671501	2	15	10			1	13	1000	40
671502	2	15	11			2	13	1100	45
671503	2	15	11			3	13	1100	45
671504	3	15	16			4	13	1600	70
671505	3	15	16			5	13	1600	70
671506	3	15	18			6	13	1800	70
671507	4	15	23			7	13	2300	95
671508	4	15	23			8	13	2300	100
671509	4	15	24			9	13	2400	100
671510	5	15	29			10	13	2900	125
671511	5	15	30			11	13	3000	130
700101	5	1	313	10707	11	12	9	31300	8635
700102	6	1	319	10707	11	13	9	31900	10310
700103	6	1	325	10707	11	14	9	32500	10395
700104	6	1	488	10707	11	15	9	48800	10480
700105	6	1	498	10707	11	16	9	49800	10565
700106	6	1	506	10707	11	17	9	50600	10650
700107	6	1	675	10707	11	18	9	67500	10650
700108	6	1	688	10707	11	19	9	68800	10815
700109	6	1	700	10707	11	20	9	70000	10900
700110	6	1	875	10707	11	21	9	87500	10985
700201	5	1	313	10709	11	12	9	31300	8635
700202	6	1	319	10709	11	13	9	31900	10310
700203	6	1	325	10709	11	14	9	32500	10395
700204	6	1	488	10709	11	15	9	48800	10480
700205	6	1	498	10709	11	16	9	49800	10565
700206	6	1	506	10709	11	17	9	50600	10650
700207	6	1	675	10709	11	18	9	67500	10650
700208	6	1	688	10709	11	19	9	68800	10815
700209	6	1	700	10709	11	20	9	70000	10900
700210	6	1	875	10709	11	21	9	87500	10985
700301	5	2	313	10711	11	12	10	31300	8635
700302	6	2	319	10711	11	13	10	31900	10310
700303	6	2	325	10711	11	14	10	32500	10395
700304	6	2	488	10711	11	15	10	48800	10480
700305	6	2	498	10711	11	16	10	49800	10565
700306	6	2	506	10711	11	17	10	50600	10650
700307	6	2	675	10711	11	18	10	67500	10650
700308	6	2	688	10711	11	19	10	68800	10815
700309	6	2	700	10711	11	20	10	70000	10900
700310	6	2	875	10711	11	21	10	87500	10985
700401	5	2	313	10713	11	12	10	31300	8635
700402	6	2	319	10713	11	13	10	31900	10310
