Key	AwardType	AwardSubType	Count	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut
1	Item	917			OpenLevel109	1	1					
1	Item	905		OpenLevel99	OpenLevel129	1	1					
1	Item	906		OpenLevel109	OpenLevel149	1	1					
1	Item	918		OpenLevel129	OpenLevel169	1	1					
1	Item	919		OpenLevel149	OpenLevel189	1	1					
1	Item	920		OpenLevel169	OpenLevel209	1	1					
1	Item	907		OpenLevel189	OpenLevel229	1	1					
1	Item	923		OpenLevel209	OpenLevel249	1	1					
1	Item	924		OpenLevel229	OpenLevel269	1	1					
1	Item	925		OpenLevel249	OpenLevel289	1	1					
1	Item	926		OpenLevel269		1	1					
1	Item	927		OpenLevel289		1	1					
1	Item	31563				1	1					
1	Item	31401				1	1					
1	Item	31008		OpenLevel99	OpenLevel119	1	1					
1	Item	31009		OpenLevel109	OpenLevel139	1	1					
1	Item	31010		OpenLevel129	OpenLevel159	1	1					
1	Item	31011		OpenLevel149	OpenLevel179	1	1					
1	Item	31012		OpenLevel169	OpenLevel199	1	1					
1	Item	31013		OpenLevel189	OpenLevel219	1	1					
1	Item	31014		OpenLevel209	OpenLevel239	1	1					
1	Item	31015		OpenLevel229	OpenLevel259	1	1					
1	Item	31016		OpenLevel249	OpenLevel279	1	1					
1	Item	31017		OpenLevel269	OpenLevel299	1	1					
1	Item	31018		OpenLevel289		1	1					
1	Item	33000	1		OpenLevel109	1	1					
1	Item	33001	1	OpenLevel109	OpenLevel129	1	1					
1	Item	33002	1	OpenLevel129	OpenLevel149	1	1					
1	Item	33003	1	OpenLevel149	OpenLevel169	1	1					
1	Item	33004	1	OpenLevel169	OpenLevel189	1	1					
1	Item	33005	1	OpenLevel189	OpenLevel209	1	1					
1	Item	33006	1	OpenLevel209	OpenLevel229	1	1					
1	Item	33007	1	OpenLevel229	OpenLevel249	1	1					
1	Item	33008	1	OpenLevel249	OpenLevel269	1	1					
1	Item	33009	1	OpenLevel269	OpenLevel289	1	1					
1	Item	32999	1	OpenLevel289		1	1					
1	Item	33014		OpenLevel99		1	1					
