Key	AwardType	AwardSubType	Count	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut
1	Item	33010	3			1	1					
1	Item	33013	5			1	1					
1	Item	33014	10			1	1					
1	Item	33000	1	OpenLevel89	OpenLevel109	1	1					
1	Item	33001	1	OpenLevel109	OpenLevel129	1	1					
1	Item	33002	1	OpenLevel129	OpenLevel149	1	1					
1	Item	33003	1	OpenLevel149	OpenLevel169	1	1					
1	Item	33004	1	OpenLevel169	OpenLevel189	1	1					
1	Item	33005	1	OpenLevel189	OpenLevel209	1	1					
1	Item	33006	1	OpenLevel209	OpenLevel229	1	1					
1	Item	33007	1	OpenLevel229	OpenLevel249	1	1					
1	Item	33008	1	OpenLevel249	OpenLevel269	1	1					
1	Item	33009	1	OpenLevel269	OpenLevel289	1	1					
1	Item	32999	1	OpenLevel289		1	1					
1	Item	2503	10	OpenLevel169		1	1					
2	Item	33010	3			1	1					
2	Item	33013	5			1	1					
2	Item	33014	6			1	1					
2	Item	33000	1	OpenLevel89	OpenLevel109	1	1					
2	Item	33001	1	OpenLevel109	OpenLevel129	1	1					
2	Item	33002	1	OpenLevel129	OpenLevel149	1	1					
2	Item	33003	1	OpenLevel149	OpenLevel169	1	1					
2	Item	33004	1	OpenLevel169	OpenLevel189	1	1					
2	Item	33005	1	OpenLevel189	OpenLevel209	1	1					
2	Item	33006	1	OpenLevel209	OpenLevel229	1	1					
2	Item	33007	1	OpenLevel229	OpenLevel249	1	1					
2	Item	33008	1	OpenLevel249	OpenLevel269	1	1					
2	Item	33009	1	OpenLevel269	OpenLevel289	1	1					
2	Item	32999	1	OpenLevel289		1	1					
2	Item	2503	6	OpenLevel169		1	1					
3	Item	33010	3			1	1					
3	Item	33013	5			1	1					
