Key	AwardType	AwardSubType	Count	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut
1	Item	208	1				1			1
2	Item	209	1				1			1
3	Item	210	1				1			1
4	Item	211	1				1			1
5	Item	212	1				1			1
6	Item	213	1				1			1
7	Item	208	5				1			1
8	Item	209	5				1			1
9	Item	210	5				1			1
10	Item	211	5				1			1
11	Item	212	5				1			1
12	Item	213	5				1			1
13	Item	208	25				1			1
14	Item	209	25				1			1
15	Item	210	25				1			1
16	Item	211	25				1			1
17	Item	212	25				1			1
18	Item	213	25				1			1
