Key	AwardType	AwardSubType	Count	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut
1	Item	1996	2				1			1
2	Item	1996	6				1			1
3	Item	1999	2				1			1
4	Item	1999	7				1			1
5	Item	1999	24				1			1
6	Item	1998	8				1			1
7	Item	1996	10				1			1
8	Item	1996	30				1			1
9	Item	1999	10				1			1
10	Item	1999	35				1			1
11	Item	1998	12				1			1
12	Item	1998	40				1			1
13	Item	1996	50				1			1
14	Item	1999	15				1			1
15	Item	1999	50				1			1
16	Item	1998	10				1			1
16	Item	1999	75				1			1
17	Item	1998	60				1			1
18	Item	1995	20				1			1
