Key	AwardType	AwardSubType	Count	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut
1	Item	30962	1				1			1
2	Item	30962	3				1			1
3	Item	30962	10				1			1
4	Item	30962	35				1			1
5	Item	30962	120				1			1
6	Item	30962	400				1			1
7	Item	30962	5				1			1
8	Item	30962	15				1			1
9	Item	30962	50				1			1
10	Item	30962	175				1			1
11	Item	30962	600				1			1
12	Item	30962	2000				1			1
13	Item	30962	25				1			1
14	Item	30962	75				1			1
15	Item	30962	250				1			1
16	Item	30962	875				1			1
17	Item	30962	3000				1			1
18	Item	30962	10000				1			1
