Key	AwardType	AwardSubType	Count	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut
1	Coin		700				1			1
2	Coin		2100				1			1
3	Coin		7000				1			1
4	Coin		24500				1			1
5	Coin		84000				1			1
6	Coin		280000				1			1
7	Coin		3500				1			1
8	Coin		10500				1			1
9	Coin		35000				1			1
10	Coin		122500				1			1
11	Coin		420000				1			1
12	Coin		1400000				1			1
13	Coin		17500				1			1
14	Coin		52500				1			1
15	Coin		175000				1			1
16	Coin		612500				1			1
17	Coin		2100000				1			1
18	Coin		7000000				1			1
