Key	Group	AwardType	AwardSubType	CountMin	CountMax	RandRate	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut
3	1	Coin		15000	15000	50000			1	1					
3	1	Coin		6000	6000	300000			1	1					
3	1	Coin		3000	3000	650000			1	1					
3	2	Contrib		1500	1500	20000			1	1					
3	2	Contrib		300	300	330000			1	1					
3	2	Contrib		150	150	650000			1	1					
3	4	Item	788	2	2	1000000			1	1					
4	1	Coin		15000	15000	50000			1	1					
4	1	Coin		6000	6000	300000			1	1					
4	1	Coin		3000	3000	650000			1	1					
4	2	Contrib		1500	1500	20000			1	1					
4	2	Contrib		300	300	330000			1	1					
4	2	Contrib		150	150	650000			1	1					
4	4	Item	788	2	2	1000000			1	1					
5	1	Coin		15000	15000	50000			1	1					
5	1	Coin		6000	6000	300000			1	1					
5	1	Coin		3000	3000	650000			1	1					
5	2	Contrib		1500	1500	20000			1	1					
5	2	Contrib		300	300	330000			1	1					
5	2	Contrib		150	150	650000			1	1					
5	4	Item	788	2	2	1000000			1	1					
6	1	Coin		15000	15000	50000			1	1					
6	1	Coin		6000	6000	300000			1	1					
6	1	Coin		3000	3000	650000			1	1					
6	2	Contrib		1500	1500	20000			1	1					
6	2	Contrib		300	300	330000			1	1					
6	2	Contrib		150	150	650000			1	1					
6	4	Item	788	2	2	1000000			1	1					
7	1	Coin		15000	15000	50000			1	1					
7	1	Coin		6000	6000	300000			1	1					
7	1	Coin		3000	3000	650000			1	1					
7	2	Contrib		1500	1500	20000			1	1					
7	2	Contrib		300	300	330000			1	1					
7	2	Contrib		150	150	650000			1	1					
7	4	Item	789	2	2	1000000			1	1					
8	1	Coin		15000	15000	50000			1	1					
8	1	Coin		6000	6000	300000			1	1					
8	1	Coin		3000	3000	650000			1	1					
8	2	Contrib		1500	1500	20000			1	1					
8	2	Contrib		300	300	330000			1	1					
8	2	Contrib		150	150	650000			1	1					
8	4	Item	789	2	2	1000000			1	1					
9	1	Coin		15000	15000	50000			1	1					
9	1	Coin		6000	6000	300000			1	1					
9	1	Coin		3000	3000	650000			1	1					
9	2	Contrib		1500	1500	20000			1	1					
9	2	Contrib		300	300	330000			1	1					
9	2	Contrib		150	150	650000			1	1					
9	4	Item	790	2	2	1000000			1	1					
10	1	Coin		15000	15000	50000			1	1					
10	1	Coin		6000	6000	300000			1	1					
10	1	Coin		3000	3000	650000			1	1					
10	2	Contrib		1500	1500	20000			1	1					
10	2	Contrib		300	300	330000			1	1					
10	2	Contrib		150	150	650000			1	1					
10	4	Item	790	2	2	1000000			1	1					
11	1	Coin		15000	15000	50000			1	1					
11	1	Coin		6000	6000	300000			1	1					
11	1	Coin		3000	3000	650000			1	1					
11	2	Contrib		1500	1500	20000			1	1					
11	2	Contrib		300	300	330000			1	1					
11	2	Contrib		150	150	650000			1	1					
11	3	Item	232	2	2	1000000			1	1					
11	4	Item	791	2	2	1000000			1	1					
12	1	Coin		15000	15000	50000			1	1					
12	1	Coin		6000	6000	300000			1	1					
12	1	Coin		3000	3000	650000			1	1					
12	2	Contrib		1500	1500	20000			1	1					
12	2	Contrib		300	300	330000			1	1					
