Key	Group	AwardType	AwardSubType	CountMin	CountMax	RandRate	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut
3	1	Coin		12000	12000	50000			1	1					
3	1	Coin		4200	4200	300000			1	1					
3	1	Coin		1800	1800	650000			1	1					
3	2	Contrib		900	900	20000			1	1					
3	2	Contrib		225	225	330000			1	1					
3	2	Contrib		90	90	650000			1	1					
3	4	Item	788	1	1	1000000			1	1					
4	1	Coin		12000	12000	50000			1	1					
4	1	Coin		4200	4200	300000			1	1					
4	1	Coin		1800	1800	650000			1	1					
4	2	Contrib		900	900	20000			1	1					
4	2	Contrib		225	225	330000			1	1					
4	2	Contrib		90	90	650000			1	1					
4	4	Item	788	1	1	1000000			1	1					
5	1	Coin		12000	12000	50000			1	1					
5	1	Coin		4200	4200	300000			1	1					
5	1	Coin		1800	1800	650000			1	1					
5	2	Contrib		900	900	20000			1	1					
5	2	Contrib		225	225	330000			1	1					
5	2	Contrib		90	90	650000			1	1					
5	4	Item	788	1	1	1000000			1	1					
6	1	Coin		12000	12000	50000			1	1					
6	1	Coin		4200	4200	300000			1	1					
6	1	Coin		1800	1800	650000			1	1					
6	2	Contrib		900	900	20000			1	1					
6	2	Contrib		225	225	330000			1	1					
6	2	Contrib		90	90	650000			1	1					
6	4	Item	788	1	1	1000000			1	1					
7	1	Coin		12000	12000	50000			1	1					
7	1	Coin		4200	4200	300000			1	1					
7	1	Coin		1800	1800	650000			1	1					
7	2	Contrib		900	900	20000			1	1					
7	2	Contrib		225	225	330000			1	1					
7	2	Contrib		90	90	650000			1	1					
7	4	Item	789	1	1	1000000			1	1					
8	1	Coin		12000	12000	50000			1	1					
8	1	Coin		4200	4200	300000			1	1					
8	1	Coin		1800	1800	650000			1	1					
8	2	Contrib		900	900	20000			1	1					
8	2	Contrib		225	225	330000			1	1					
8	2	Contrib		90	90	650000			1	1					
8	4	Item	789	1	1	1000000			1	1					
9	1	Coin		12000	12000	50000			1	1					
9	1	Coin		4200	4200	300000			1	1					
9	1	Coin		1800	1800	650000			1	1					
9	2	Contrib		900	900	20000			1	1					
9	2	Contrib		225	225	330000			1	1					
9	2	Contrib		90	90	650000			1	1					
9	4	Item	790	1	1	1000000			1	1					
10	1	Coin		12000	12000	50000			1	1					
10	1	Coin		4200	4200	300000			1	1					
10	1	Coin		1800	1800	650000			1	1					
10	2	Contrib		900	900	20000			1	1					
10	2	Contrib		225	225	330000			1	1					
10	2	Contrib		90	90	650000			1	1					
10	4	Item	790	1	1	1000000			1	1					
11	1	Coin		12000	12000	50000			1	1					
11	1	Coin		4200	4200	300000			1	1					
11	1	Coin		1800	1800	650000			1	1					
11	2	Contrib		900	900	20000			1	1					
11	2	Contrib		225	225	330000			1	1					
11	2	Contrib		90	90	650000			1	1					
11	3	Item	232	1	1	1000000			1	1					
11	4	Item	791	1	1	1000000			1	1					
12	1	Coin		12000	12000	50000			1	1					
12	1	Coin		4200	4200	300000			1	1					
12	1	Coin		1800	1800	650000			1	1					
12	2	Contrib		900	900	20000			1	1					
12	2	Contrib		225	225	330000			1	1					
12	2	Contrib		90	90	650000			1	1					
12	3	Item	232	1	1	1000000			1	1					
12	4	Item	791	1	1	1000000			1	1					
13	1	Coin		12000	12000	50000			1	1					
13	1	Coin		4200	4200	300000			1	1					
13	1	Coin		1800	1800	650000			1	1					
13	2	Contrib		900	900	20000			1	1					
13	2	Contrib		225	225	330000			1	1					
13	2	Contrib		90	90	650000			1	1					
13	3	Item	232	1	1	1000000			1	1					
13	4	Item	792	1	1	1000000			1	1					
14	1	Coin		12000	12000	50000			1	1					
14	1	Coin		4200	4200	300000			1	1					
14	1	Coin		1800	1800	650000			1	1					
14	2	Contrib		900	900	20000			1	1					
14	2	Contrib		225	225	330000			1	1					
14	2	Contrib		90	90	650000			1	1					
14	3	Item	232	1	1	1000000			1	1					
14	4	Item	792	1	1	1000000			1	1					
15	1	Coin		12000	12000	50000			1	1					
15	1	Coin		4200	4200	300000			1	1					
15	1	Coin		1800	1800	650000			1	1					
15	2	Contrib		900	900	20000			1	1					
15	2	Contrib		225	225	330000			1	1					
15	2	Contrib		90	90	650000			1	1					
15	3	Item	232	1	1	1000000			1	1					
15	4	Item	793	1	1	1000000			1	1					
16	1	Coin		12000	12000	50000			1	1					
16	1	Coin		4200	4200	300000			1	1					
16	1	Coin		1800	1800	650000			1	1					
16	2	Contrib		900	900	20000			1	1					
16	2	Contrib		225	225	330000			1	1					
16	2	Contrib		90	90	650000			1	1					
16	3	Item	232	1	1	1000000			1	1					
16	4	Item	793	1	1	1000000			1	1					
17	1	Coin		12000	12000	50000			1	1					
17	1	Coin		4200	4200	300000			1	1					
17	1	Coin		1800	1800	650000			1	1					
17	2	Contrib		900	900	20000			1	1					
17	2	Contrib		225	225	330000			1	1					
17	2	Contrib		90	90	650000			1	1					
17	3	Item	232	1	1	1000000			1	1					
17	4	Item	794	1	1	1000000			1	1					
18	1	Coin		12000	12000	50000			1	1					
18	1	Coin		4200	4200	300000			1	1					
18	1	Coin		1800	1800	650000			1	1					
18	2	Contrib		900	900	20000			1	1					
18	2	Contrib		225	225	330000			1	1					
18	2	Contrib		90	90	650000			1	1					
18	3	Item	232	1	1	1000000			1	1					
18	4	Item	794	1	1	1000000			1	1					
19	1	Coin		12000	12000	50000			1	1					
19	1	Coin		4200	4200	300000			1	1					
19	1	Coin		1800	1800	650000			1	1					
19	2	Contrib		900	900	20000			1	1					
19	2	Contrib		225	225	330000			1	1					
19	2	Contrib		90	90	650000			1	1					
