Key	Group	AwardType	AwardSubType	CountMin	CountMax	RandRate	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut	BindType
1	1	Item	101	1	1	100000				1			1
1	1	Item	102	1	1	100000				1			1
1	1	Item	102	1	1	100000				1			1
1	1	Item	102	1	1	60000				1			1
1	1	Item	102	1	1	100000				1			1
1	1	Item	102	1	1	80000				1			1
1	1	Item	102	1	1	40000				1			1
1	1	Item	102	1	1	0				1			1
1	1	Item	102	1	1	20000				1			1
1	1	Item	102	1	1	20000				1			1
1	1	Item	102	1	1	20000				1			1
1	1	Item	102	1	1	0				1			1
1	1	Item	102	1	1	0				1			1
1	1	Item	102	1	1	100000				1			1
1	1	YuanBao		200	200	100000				1			1
1	1	Coin		30000	30000	160000				1			1
2	1	Item	101	1	1	100000				1			1
2	1	Item	101	1	1	100000				1			1
2	1	Item	101	1	1	100000				1			1
2	1	Item	101	1	1	60000				1			1
2	1	Item	101	1	1	100000				1			1
2	1	Item	101	1	1	80000				1			1
2	1	Item	101	1	1	40000				1			1
2	1	Item	101	1	1	20000				1			1
2	1	Item	101	1	1	20000				1			1
2	1	Item	101	1	1	20000				1			1
2	1	Item	101	1	1	20000				1			1
2	1	Item	101	1	1	20000				1			1
2	1	Item	101	1	1	20000				1			1
2	1	Item	101	1	1	100000				1			1
2	1	YuanBao		200	200	100000				1			1
2	1	Coin		30000	30000	100000				1			1
3	1	Item	102	1	1	100000				1			1
3	1	Item	103	1	1	100000				1			1
3	1	Item	104	1	1	100000				1			1			1
3	1	Item	105	1	1	60000				1			1
3	1	Item	106	1	1	100000				1			1
3	1	Item	107	1	1	80000				1			1
3	1	Item	108	1	1	40000				1			1
3	1	Item	109	1	1	20000				1			1
3	1	Item	110	1	1	20000				1			1
3	1	Item	111	1	1	20000				1			1
3	1	Item	112	1	1	20000				1			1
3	1	Item	113	1	1	20000				1			1
3	1	Item	114	1	1	20000				1			1
3	1	Item	115	1	1	100000				1			1
3	1	YuanBao		200	200	100000				1			1
3	1	Coin		30000	30000	100000				1			1
4	1	Item	102	1	1	100000				1			1
4	1	Item	102	1	1	100000				1			1
4	1	Item	102	1	1	100000				1			1
4	1	Item	102	1	1	60000				1			1
4	1	Item	102	1	1	100000				1			1
4	1	Item	102	1	1	80000				1			1
4	1	Item	102	1	1	40000				1			1
4	1	Item	102	1	1	20000				1			1
4	1	Item	102	1	1	20000				1			1
4	1	Item	102	1	1	20000				1			1
4	1	Item	102	1	1	20000				1			1
4	1	Item	102	1	1	20000				1			1
4	1	Item	102	1	1	20000				1			1
4	1	Item	102	1	1	100000				1			1
4	1	YuanBao		200	200	100000				1			1
4	1	Coin		30000	30000	100000				1			1
