Key	Group	AwardType	AwardSubType	CountMin	CountMax	RandRate	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut
1	1	Item	101	1	1	224			1	1
1	1	Item	101	1	1	224			1	1
1	1	Item	101	1	1	224			1	1
1	1	Item	101	1	1	224			1	1
1	1	Item	101	1	1	224			1	1
1	1	Item	101	1	1	224			1	1
1	1	Item	101	1	1	224			1	1
1	1	Item	101	1	1	224			1	1
1	1	Item	101	1	1	224			1	1
1	1	Item	101	1	1	224			1	1
1	1	Item	101	1	1	224			1	1
1	1	Item	101	1	1	224			1	1
1	1	Item	101	1	1	224			1	1
1	1	Item	101	1	1	224			1	1
1	1	Item	101	1	1	224			1	1
1	1	Item	101	1	1	224			1	1
1	1	Item	101	1	1	224			1	1
1	1	Item	101	1	1	224			1	1
1	1	Item	101	1	1	223			1	1
2	1	Item	101	1	1	255			1	1
2	1	Item	101	1	1	255			1	1
2	1	Item	101	1	1	255			1	1
2	1	Item	101	1	1	255			1	1
2	1	Item	101	1	1	255			1	1
2	1	Item	101	1	1	255			1	1
2	1	Item	101	1	1	255			1	1
2	1	Item	101	1	1	255			1	1
2	1	Item	101	1	1	255			1	1
2	1	Item	101	1	1	255			1	1
2	1	Item	101	1	1	255			1	1
2	1	Item	101	1	1	255			1	1
2	1	Item	101	1	1	255			1	1
2	1	Item	101	1	1	255			1	1
2	1	Item	101	1	1	255			1	1
2	1	Item	101	1	1	255			1	1
2	1	Item	101	1	1	255			1	1
2	1	Item	101	1	1	255			1	1
2	1	Item	101	1	1	255			1	1
2	1	Item	101	1	1	261			1	1
3	1	Item	101	1	1	266			1	1
3	1	Item	101	1	1	266			1	1
3	1	Item	101	1	1	266			1	1
3	1	Item	101	1	1	266			1	1
3	1	Item	101	1	1	266			1	1
3	1	Item	101	1	1	266			1	1
3	1	Item	101	1	1	266			1	1
3	1	Item	101	1	1	266			1	1
3	1	Item	101	1	1	266			1	1
3	1	Item	101	1	1	266			1	1
3	1	Item	101	1	1	266			1	1
3	1	Item	101	1	1	266			1	1
3	1	Item	101	1	1	266			1	1
3	1	Item	101	1	1	266			1	1
3	1	Item	101	1	1	266			1	1
3	1	Item	101	1	1	266			1	1
3	1	Item	101	1	1	266			1	1
3	1	Item	101	1	1	266			1	1
3	1	Item	101	1	1	266			1	1
3	1	Item	101	1	1	265			1	1
4	1	Item	101	1	1	266			1	1
4	1	Item	101	1	1	266			1	1
4	1	Item	101	1	1	266			1	1
4	1	Item	101	1	1	266			1	1
4	1	Item	101	1	1	266			1	1
4	1	Item	101	1	1	266			1	1
4	1	Item	101	1	1	266			1	1
4	1	Item	101	1	1	266			1	1
4	1	Item	101	1	1	266			1	1
4	1	Item	101	1	1	266			1	1
4	1	Item	101	1	1	266			1	1
4	1	Item	101	1	1	266			1	1
4	1	Item	101	1	1	266			1	1
4	1	Item	101	1	1	266			1	1
4	1	Item	101	1	1	266			1	1
4	1	Item	101	1	1	266			1	1
4	1	Item	101	1	1	266			1	1
4	1	Item	101	1	1	266			1	1
4	1	Item	101	1	1	266			1	1
4	1	Item	101	1	1	265			1	1
5	1	Item	101	1	1	277			1	1
5	1	Item	101	1	1	277			1	1
5	1	Item	101	1	1	277			1	1
5	1	Item	101	1	1	277			1	1
5	1	Item	101	1	1	277			1	1
5	1	Item	101	1	1	277			1	1
5	1	Item	101	1	1	277			1	1
5	1	Item	101	1	1	277			1	1
5	1	Item	101	1	1	277			1	1
5	1	Item	101	1	1	277			1	1
5	1	Item	101	1	1	277			1	1
5	1	Item	101	1	1	277			1	1
5	1	Item	101	1	1	277			1	1
5	1	Item	101	1	1	277			1	1
5	1	Item	101	1	1	277			1	1
5	1	Item	101	1	1	277			1	1
5	1	Item	101	1	1	277			1	1
5	1	Item	101	1	1	277			1	1
5	1	Item	101	1	1	277			1	1
5	1	Item	101	1	1	269			1	1
1	1	Item	101	1	1	11383			1	1
2	1	Item	101	1	1	12766			1	1
3	1	Item	101	1	1	6383			1	1
4	1	Item	101	1	1	6383			1	1
5	1	Item	101	1	1	5319			1	1
3	1	Item	101	1	1	3723			1	1
4	1	Item	101	1	1	4200			1	1
5	1	Item	101	1	1	3900			1	1
3	1	Item	101	1	1	1900			1	1
4	1	Item	101	1	1	2100			1	1
5	1	Item	101	1	1	2100			1	1
1	1	Item	101	1	1	10200			1	1
2	1	Item	101	1	1	13500			1	1
3	1	Item	101	1	1	7979			1	1
4	1	Item	101	1	1	7872			1	1
5	1	Item	101	1	1	7979			1	1
1	1	Item	101	1	1	23440			1	1
2	1	Item	101	1	1	23050			1	1
3	1	Item	101	1	1	22691			1	1
4	1	Item	101	1	1	23179			1	1
5	1	Item	101	1	1	21638			1	1
1	1	Item	101	1	1	50000			1	1
2	1	Item	101	1	1	50000			1	1
3	1	Item	101	1	1	50000			1	1
4	1	Item	101	1	1	50000			1	1
5	1	Item	101	1	1	50000			1	1
1	1	Item	101	1	1	11			1	1
1	1	Item	101	1	1	11			1	1
1	1	Item	101	1	1	11			1	1
1	1	Item	101	1	1	11			1	1
1	1	Item	101	1	1	11			1	1
1	1	Item	101	1	1	11			1	1
1	1	Item	101	1	1	11			1	1
1	1	Item	101	1	1	11			1	1
1	1	Item	101	1	1	11			1	1
1	1	Item	101	1	1	11			1	1
1	1	Item	101	1	1	11			1	1
1	1	Item	101	1	1	11			1	1
1	1	Item	101	1	1	11			1	1
1	1	Item	101	1	1	11			1	1
1	1	Item	101	1	1	11			1	1
1	1	Item	101	1	1	11			1	1
1	1	Item	101	1	1	11			1	1
1	1	Item	101	1	1	11			1	1
1	1	Item	101	1	1	11			1	1
1	1	Item	101	1	1	11			1	1
1	1	Item	101	1	1	11			1	1
1	1	Item	101	1	1	11			1	1
1	1	Item	101	1	1	11			1	1
1	1	Item	101	1	1	11			1	1
1	1	Item	101	1	1	11			1	1
1	1	Item	101	1	1	11			1	1
1	1	Item	101	1	1	-2			1	1
2	1	Item	101	1	1	12			1	1
2	1	Item	101	1	1	12			1	1
2	1	Item	101	1	1	12			1	1
2	1	Item	101	1	1	12			1	1
2	1	Item	101	1	1	12			1	1
2	1	Item	101	1	1	12			1	1
2	1	Item	101	1	1	12			1	1
2	1	Item	101	1	1	12			1	1
2	1	Item	101	1	1	12			1	1
2	1	Item	101	1	1	12			1	1
2	1	Item	101	1	1	12			1	1
2	1	Item	101	1	1	12			1	1
2	1	Item	101	1	1	12			1	1
2	1	Item	101	1	1	12			1	1
2	1	Item	101	1	1	12			1	1
2	1	Item	101	1	1	12			1	1
2	1	Item	101	1	1	12			1	1
2	1	Item	101	1	1	12			1	1
2	1	Item	101	1	1	12			1	1
2	1	Item	101	1	1	12			1	1
2	1	Item	101	1	1	12			1	1
2	1	Item	101	1	1	12			1	1
2	1	Item	101	1	1	12			1	1
2	1	Item	101	1	1	12			1	1
2	1	Item	101	1	1	12			1	1
2	1	Item	101	1	1	12			1	1
2	1	Item	101	1	1	7			1	1
3	1	Item	101	1	1	12			1	1
3	1	Item	101	1	1	12			1	1
3	1	Item	101	1	1	12			1	1
3	1	Item	101	1	1	12			1	1
3	1	Item	101	1	1	12			1	1
3	1	Item	101	1	1	12			1	1
3	1	Item	101	1	1	12			1	1
3	1	Item	101	1	1	12			1	1
3	1	Item	101	1	1	12			1	1
3	1	Item	101	1	1	12			1	1
3	1	Item	101	1	1	12			1	1
3	1	Item	101	1	1	12			1	1
3	1	Item	101	1	1	12			1	1
3	1	Item	101	1	1	12			1	1
3	1	Item	101	1	1	12			1	1
3	1	Item	101	1	1	12			1	1
3	1	Item	101	1	1	12			1	1
3	1	Item	101	1	1	12			1	1
3	1	Item	101	1	1	12			1	1
3	1	Item	101	1	1	12			1	1
3	1	Item	101	1	1	12			1	1
3	1	Item	101	1	1	12			1	1
3	1	Item	101	1	1	12			1	1
3	1	Item	101	1	1	12			1	1
3	1	Item	101	1	1	12			1	1
3	1	Item	101	1	1	12			1	1
3	1	Item	101	1	1	7			1	1
4	1	Item	101	1	1	14			1	1
4	1	Item	101	1	1	14			1	1
4	1	Item	101	1	1	14			1	1
4	1	Item	101	1	1	14			1	1
4	1	Item	101	1	1	14			1	1
4	1	Item	101	1	1	14			1	1
4	1	Item	101	1	1	14			1	1
4	1	Item	101	1	1	14			1	1
4	1	Item	101	1	1	14			1	1
4	1	Item	101	1	1	14			1	1
4	1	Item	101	1	1	14			1	1
4	1	Item	101	1	1	14			1	1
4	1	Item	101	1	1	14			1	1
4	1	Item	101	1	1	14			1	1
4	1	Item	101	1	1	14			1	1
4	1	Item	101	1	1	14			1	1
4	1	Item	101	1	1	14			1	1
4	1	Item	101	1	1	14			1	1
4	1	Item	101	1	1	14			1	1
4	1	Item	101	1	1	14			1	1
4	1	Item	101	1	1	14			1	1
4	1	Item	101	1	1	14			1	1
4	1	Item	101	1	1	14			1	1
4	1	Item	101	1	1	14			1	1
4	1	Item	101	1	1	14			1	1
4	1	Item	101	1	1	14			1	1
4	1	Item	101	1	1	8			1	1
5	1	Item	101	1	1	16			1	1
5	1	Item	101	1	1	16			1	1
5	1	Item	101	1	1	16			1	1
5	1	Item	101	1	1	16			1	1
5	1	Item	101	1	1	16			1	1
5	1	Item	101	1	1	16			1	1
5	1	Item	101	1	1	16			1	1
5	1	Item	101	1	1	16			1	1
5	1	Item	101	1	1	16			1	1
5	1	Item	101	1	1	16			1	1
5	1	Item	101	1	1	16			1	1
5	1	Item	101	1	1	16			1	1
5	1	Item	101	1	1	16			1	1
5	1	Item	101	1	1	16			1	1
5	1	Item	101	1	1	16			1	1
5	1	Item	101	1	1	16			1	1
5	1	Item	101	1	1	16			1	1
5	1	Item	101	1	1	16			1	1
5	1	Item	101	1	1	16			1	1
5	1	Item	101	1	1	16			1	1
5	1	Item	101	1	1	16			1	1
5	1	Item	101	1	1	16			1	1
5	1	Item	101	1	1	16			1	1
5	1	Item	101	1	1	16			1	1
5	1	Item	101	1	1	16			1	1
5	1	Item	101	1	1	16			1	1
5	1	Item	101	1	1	10			1	1
1	1	Item	101	1	1	106			1	1
1	1	Item	101	1	1	106			1	1
1	1	Item	101	1	1	106			1	1
1	1	Item	101	1	1	106			1	1
1	1	Item	101	1	1	106			1	1
1	1	Item	101	1	1	106			1	1
1	1	Item	101	1	1	106			1	1
1	1	Item	101	1	1	106			1	1
1	1	Item	101	1	1	106			1	1
1	1	Item	101	1	1	106			1	1
1	1	Item	101	1	1	106			1	1
1	1	Item	101	1	1	106			1	1
1	1	Item	101	1	1	106			1	1
1	1	Item	101	1	1	106			1	1
1	1	Item	101	1	1	106			1	1
1	1	Item	101	1	1	106			1	1
1	1	Item	101	1	1	106			1	1
1	1	Item	101	1	1	106			1	1
1	1	Item	101	1	1	106			1	1
1	1	Item	101	1	1	106			1	1
1	1	Item	101	1	1	106			1	1
1	1	Item	101	1	1	106			1	1
1	1	Item	101	1	1	106			1	1
1	1	Item	101	1	1	106			1	1
