Key	Group	AwardType	AwardSubType	CountMin	CountMax	RandRate	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut
1	1	Item	212	5	5	229000			1	1				
1	1	Item	212	50	50	20000			1	1				
1	1	Item	212	500	500	1000			1	1				
1	1	Contrib		5	5	229000			1	1				
1	1	Contrib		50	50	20000			1	1				
1	1	Contrib		500	500	1000			1	1				
1	1	Gold		5	5	229000			1	1				
1	1	Gold		50	50	20000			1	1				
1	1	Gold		500	500	1000			1	1				
1	1	Coin		500	500	229000			1	1				
1	1	Coin		5000	5000	20000			1	1				
1	1	Coin		50000	50000	1000			1	1				
