Key	Group	AwardType	AwardSubType	CountMin	CountMax	RandRate	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut
1	1	Coin		888	888	400000			1	1					
1	1	Item	212	1	1	500000			1	1					
1	1	Item	888	1	1	40000			1	1					
1	1	Item	1929	1	1	20000			1	1					
1	1	Item	30373	1	1	38900			1	1					
1	1	Item	1393	1	1	1000			1	1	1				
1	1	Item	1394	1	1	100			1	1	1				
2	1	Coin		888	888	400000			1	1					
2	1	Item	212	1	1	500000			1	1					
2	1	Item	888	1	1	40000			1	1					
2	1	Item	1929	1	1	20000			1	1					
2	1	Item	30373	1	1	38900			1	1					
2	1	Item	1393	1	1	1000			1	1	1				
2	1	Item	1394	1	1	100			1	1	1				
3	1	Coin		888	888	400000			1	1					
3	1	Item	212	1	1	500000			1	1					
3	1	Item	888	1	1	40000			1	1					
3	1	Item	1929	1	1	20000			1	1					
3	1	Item	30373	1	1	38900			1	1					
3	1	Item	1393	1	1	1000			1	1	1				
3	1	Item	1394	1	1	100			1	1	1				
4	1	Coin		888	888	400000			1	1					
4	1	Item	212	1	1	500000			1	1					
4	1	Item	888	1	1	40000			1	1					
4	1	Item	1929	1	1	20000			1	1					
4	1	Item	30373	1	1	38900			1	1					
4	1	Item	1393	1	1	1000			1	1	1				
4	1	Item	1394	1	1	100			1	1	1				
5	1	Coin		888	888	400000			1	1					
5	1	Item	212	1	1	500000			1	1					
5	1	Item	888	1	1	40000			1	1					
5	1	Item	1929	1	1	20000			1	1					
5	1	Item	30373	1	1	38900			1	1					
5	1	Item	1393	1	1	1000			1	1	1				
5	1	Item	1394	1	1	100			1	1	1				
6	1	Coin		888	888	400000			1	1					
6	1	Item	212	1	1	500000			1	1					
6	1	Item	888	1	1	40000			1	1					
6	1	Item	1929	1	1	20000			1	1					
6	1	Item	30373	1	1	38900			1	1					
6	1	Item	1393	1	1	1000			1	1	1				
6	1	Item	1394	1	1	100			1	1	1				
7	1	Coin		888	888	400000			1	1					
7	1	Item	212	1	1	500000			1	1					
7	1	Item	888	1	1	40000			1	1					
7	1	Item	1929	1	1	20000			1	1					
7	1	Item	30373	1	1	38900			1	1					
7	1	Item	1393	1	1	1000			1	1	1				
7	1	Item	1394	1	1	100			1	1	1				
8	1	Coin		888	888	400000			1	1					
8	1	Item	212	1	1	500000			1	1					
8	1	Item	888	1	1	40000			1	1					
8	1	Item	1929	1	1	20000			1	1					
8	1	Item	30373	1	1	38900			1	1					
8	1	Item	1393	1	1	1000			1	1	1				
8	1	Item	1394	1	1	100			1	1	1				
9	1	Coin		888	888	400000			1	1					
9	1	Item	212	1	1	500000			1	1					
9	1	Item	888	1	1	40000			1	1					
9	1	Item	1929	1	1	20000			1	1					
9	1	Item	30373	1	1	38900			1	1					
9	1	Item	1393	1	1	1000			1	1	1				
9	1	Item	1394	1	1	100			1	1	1				
10	1	Coin		888	888	400000			1	1					
10	1	Item	212	1	1	500000			1	1					
10	1	Item	888	1	1	40000			1	1					
10	1	Item	1929	1	1	20000			1	1					
10	1	Item	30373	1	1	38900			1	1					
10	1	Item	1393	1	1	1000			1	1	1				
10	1	Item	1394	1	1	100			1	1	1				
