Key	Group	AwardType	AwardSubType	CountMin	CountMax	RandRate	TimeFrameMin	TimeFrameMax	IsAdd2Auction
1	1	Item	1971	1	1	88750			0
1	1	Item	1972	1	1	88750			0
1	1	Item	1973	1	1	88750			0
1	1	Item	1974	1	1	88750			0
1	1	Item	1975	1	1	88750			0
1	1	Item	1976	1	1	88750			0
1	1	Item	1977	1	1	88750			0
1	1	Item	1978	1	1	88750			0
1	1	Item	1979	1	1	15333			0
1	1	Item	1980	1	1	15333			0
1	1	Item	1981	1	1	15333			0
1	1	Item	1982	1	1	15333			0
1	1	Item	1983	1	1	15333			0
1	1	Item	1984	1	1	15333			0
1	1	Item	1985	1	1	15333			0
1	1	Item	1986	1	1	15333			0
1	1	Item	1987	1	1	15333			0
1	1	Item	1988	1	1	15333			0
1	1	Item	1989	1	1	15333			0
1	1	Item	1990	1	1	15333			0
1	1	Item	1991	1	1	15333			0
1	1	Item	1992	1	1	15333			0
1	1	Item	1993	1	1	15338			0
1	1	Item	1994	1	1	2000			0
1	1	Item	1995	1	1	2000			0
1	1	Item	1996	1	1	2000			0
1	1	Item	1997	1	1	2000			0
1	1	Item	1998	1	1	2000			0
1	1	Item	1999	1	1	2000			0
1	1	Item	2000	1	1	2000			0
1	1	Item	2001	1	1	2000			0
1	1	Item	2002	1	1	2000			0
1	1	Item	2003	1	1	2000			0
1	1	Item	2004	1	1	2000			0
1	1	Item	2005	1	1	2000			0
1	1	Item	2006	1	1	2000			0
1	1	Item	2007	1	1	2000			0
1	1	Item	2008	1	1	2000			0
1	1	Item	2009	1	1	2000			0
1	1	Item	2010	1	1	2000			0
1	1	Item	2011	1	1	2000			0
1	1	Item	2012	1	1	2000			0
1	1	Item	2013	1	1	2000			0
1	1	Item	2014	1	1	2000			0
1	1	Item	2015	1	1	2000			0
1	1	Item	2016	1	1	2000			0
1	1	Item	2017	1	1	2000			0
1	1	Item	2018	1	1	2000			0
1	1	Item	2019	1	1	2000			0
1	1	Item	2020	1	1	2000			0
1	1	Item	2021	1	1	2000			0
1	1	Item	2022	1	1	2000			0
1	1	Item	2023	1	1	2000			0
