Key	Group	AwardType	AwardSubType	CountMin	CountMax	RandRate	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut
1	1	Item	40341	1	1	185000			1	1					
1	1	Item	40350	1	1	185000			1	1					
1	1	Item	40352	1	1	185000			1	1					
1	1	Item	40353	1	1	185000			1	1					
1	1	Item	40354	1	1	185000			1	1					
1	1	Item	40322	1	1	15000			1	1					
1	1	Item	40323	1	1	15000			1	1					
1	1	Item	40329	1	1	15000			1	1					
1	1	Item	40336	1	1	15000			1	1					
1	1	Item	40340	1	1	15000			1	1					
