Key	AwardType	AwardSubType	Count	TimeFrameStart	TimeFrameEnd	bCenterMsg	bSysMsg	bTongMsg	bTeamMsg	bAwardTips	bFlyTips	TimeOut
1	Coin		3000				1			1		
1	Item	20382	7	OpenLevel59			1			1		
1	KinContrib		900				1			1		
1	TongFund		500				1			1		
1	BasicExp		100				1			1		
2	Coin		2500				1			1		
2	Item	20382	6	OpenLevel59			1			1		
2	KinContrib		850				1			1		
2	TongFund		450				1			1		
2	BasicExp		95				1			1		
3	Coin		2000				1			1		
3	Item	20382	5	OpenLevel59			1			1		
3	KinContrib		800				1			1		
3	TongFund		400				1			1		
3	BasicExp		90				1			1		
4	Coin		1500				1			1		
4	Item	20382	4	OpenLevel59			1			1		
4	KinContrib		750				1			1		
4	TongFund		350				1			1		
4	BasicExp		85				1			1		
5	Coin		1000				1			1		
5	Item	20382	3	OpenLevel59			1			1		
5	KinContrib		700				1			1		
5	TongFund		300				1			1		
5	BasicExp		80				1			1		
6	Coin		500				1			1		
6	Item	20382	2	OpenLevel59			1			1		
6	KinContrib		650				1			1		
6	TongFund		250				1			1		
6	BasicExp		75				1			1		
101	Coin		2500				1			1		
101	Item	20382	6	OpenLevel59			1			1		
101	KinContrib		850				1			1		
101	TongFund		450				1			1		
101	BasicExp		95				1			1		
102	Coin		2000				1			1		
102	Item	20382	5	OpenLevel59			1			1		
102	KinContrib		800				1			1		
102	TongFund		400				1			1		
102	BasicExp		90				1			1		
103	Coin		1500				1			1		
103	Item	20382	4	OpenLevel59			1			1		
103	KinContrib		750				1			1		
103	TongFund		350				1			1		
103	BasicExp		85				1			1		
104	Coin		1000				1			1		
104	Item	20382	3	OpenLevel59			1			1		
104	KinContrib		700				1			1		
104	TongFund		300				1			1		
104	BasicExp		80				1			1		
105	Coin		500				1			1		
105	Item	20382	2	OpenLevel59			1			1		
105	KinContrib		650				1			1		
105	TongFund		250				1			1		
105	BasicExp		75				1			1		
106	Coin		500				1			1		
106	Item	20382	1	OpenLevel59			1			1		
106	KinContrib		600				1			1		
106	TongFund		200				1			1		
106	BasicExp		70				1			1		
201	Coin		2000				1			1		
201	Item	20382	5	OpenLevel59			1			1		
201	KinContrib		800				1			1		
201	TongFund		400				1			1		
201	BasicExp		90				1			1		
202	Coin		1500				1			1		
202	Item	20382	4	OpenLevel59			1			1		
202	KinContrib		750				1			1		
202	TongFund		350				1			1		
202	BasicExp		85				1			1		
203	Coin		1000				1			1		
203	Item	20382	3	OpenLevel59			1			1		
203	KinContrib		700				1			1		
203	TongFund		300				1			1		
203	BasicExp		80				1			1		
204	Coin		500				1			1		
204	Item	20382	2	OpenLevel59			1			1		
204	KinContrib		650				1			1		
204	TongFund		250				1			1		
204	BasicExp		75				1			1		
205	Coin		500				1			1		
205	Item	20382	1	OpenLevel59			1			1		
205	KinContrib		600				1			1		
205	TongFund		200				1			1		
205	BasicExp		70				1			1		
206	Coin		500				1			1		
206	KinContrib		550				1			1		
206	TongFund		150				1			1		
206	BasicExp		65				1			1		
7	Coin		3000				1			1		
7	KinContrib		900				1			1		
7	TongFund		500				1			1		
7	BasicExp		100				1			1		
8	Coin		2500				1			1		
8	KinContrib		850				1			1		
8	TongFund		450				1			1		
8	BasicExp		95				1			1		
9	Coin		2000				1			1		
9	KinContrib		800				1			1		
9	TongFund		400				1			1		
9	BasicExp		90				1			1		
10	Coin		1500				1			1		
10	KinContrib		750				1			1		
10	TongFund		350				1			1		
10	BasicExp		85				1			1		
11	Coin		1000				1			1		
11	KinContrib		700				1			1		
11	TongFund		300				1			1		
11	BasicExp		80				1			1		
12	Coin		500				1			1		
12	KinContrib		650				1			1		
12	TongFund		250				1			1		
12	BasicExp		75				1			1		
107	Coin		2500				1			1		
107	KinContrib		850				1			1		
107	TongFund		450				1			1		
107	BasicExp		95				1			1		
108	Coin		2000				1			1		
108	KinContrib		800				1			1		
108	TongFund		400				1			1		
108	BasicExp		90				1			1		
109	Coin		1500				1			1		
109	KinContrib		750				1			1		
109	TongFund		350				1			1		
109	BasicExp		85				1			1		
110	Coin		1000				1			1		
110	KinContrib		700				1			1		
110	TongFund		300				1			1		
110	BasicExp		80				1			1		
111	Coin		500				1			1		
111	KinContrib		650				1			1		
111	TongFund		250				1			1		
111	BasicExp		75				1			1		
112	Coin		500				1			1		
112	KinContrib		600				1			1		
112	TongFund		200				1			1		
112	BasicExp		70				1			1		
207	Coin		2000				1			1		
207	KinContrib		800				1			1		
207	TongFund		400				1			1		
207	BasicExp		90				1			1		
208	Coin		1500				1			1		
208	KinContrib		750				1			1		
208	TongFund		350				1			1		
208	BasicExp		85				1			1		
209	Coin		1000				1			1		
209	KinContrib		700				1			1		
209	TongFund		300				1			1		
209	BasicExp		80				1			1		
210	Coin		500				1			1		
210	KinContrib		650				1			1		
210	TongFund		250				1			1		
210	BasicExp		75				1			1		
211	Coin		500				1			1		
211	KinContrib		600				1			1		
211	TongFund		200				1			1		
211	BasicExp		70				1			1		
212	Coin		500				1			1		
212	KinContrib		550				1			1		
212	TongFund		150				1			1		
212	BasicExp		65				1			1		
