NpcName	ShowName	NpcTemplateId	NpcLevel	TitleID	XPos	YPos	ZPos	CanAutoPath	StandDir	NpcSeriesAuto	Removewhendeath	IsMapMonster	NpcPath	bPathRecycle	nShareType
<i18n=15415>	<i18n=15415>	6122	1		51508	95813	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		50259	97270	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		51449	97122	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		50284	95558	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		50273	94117	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		51493	93908	0	0	191	-1	0	0			
<i18n=15415>	<i18n=15415>	6122	1		17029	64603	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		18213	64672	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		17075	63155	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		18236	63178	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		17086	61638	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		18213	61684	0	0	191	-1	0	0			
<i18n=15415>	<i18n=15415>	6122	1		40297	37988	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		41165	38025	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		40250	36473	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		41109	36344	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		40250	35070	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		41119	34996	0	0	191	-1	0	0			
<i18n=15415>	<i18n=15415>	6122	1		44929	68032	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		46140	68180	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		47336	68091	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		44958	66466	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		46169	66673	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		47410	66555	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		45017	65196	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		46184	64871	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		47425	64812	0	0	191	-1	0	0			
<i18n=15415>	<i18n=15415>	6122	1		59583	51388	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		60883	51440	0	0	191	-1	0	0			
<i18n=21034>	<i18n=21034>	6121	1		62351	51491	0	0	191	-1	0	0			
